광역	광역코드	시군구	시군구코드	읍면동명	구분	선거인수	투표수	유효투표수	무효투표수	기권수	국제녹색당	노동당	녹색당	대한애국당	더불어민주당	민주평화당	민중당	바른미래당	새누리당	우리미래	자유한국당	정의당	친박연대
서울특별시	1100	종로구	1101	합계	NA	134963	81162	80080	1082	53801	55	0	1055	320	38936	735	267	9510	0	147	20237	8702	116
서울특별시	1100	종로구	1101	거소투표	NA	145	138	132	6	7	0	0	1	1	69	5	1	19	0	0	28	7	1
서울특별시	1100	종로구	1101	관외사전투표	NA	8516	8510	8409	101	6	7	0	118	26	4662	70	29	959	0	22	1503	1002	11
서울특별시	1100	종로구	1101	청운효자동	계	9719	6058	5984	74	3661	5	0	114	31	2749	54	29	703	0	12	1494	785	8
서울특별시	1100	종로구	1101	청운효자동	관내사전투표	1618	1618	1594	24	0	1	0	28	4	761	14	8	189	0	1	317	269	2
서울특별시	1100	종로구	1101	청운효자동	선거일투표	8101	4440	4390	50	3661	4	0	86	27	1988	40	21	514	0	11	1177	516	6
서울특별시	1100	종로구	1101	사직동	계	8106	4964	4913	51	3142	6	0	86	14	1860	30	10	670	0	6	1604	622	5
서울특별시	1100	종로구	1101	사직동	관내사전투표	1831	1831	1815	16	0	0	0	29	3	828	12	4	192	0	0	468	277	2
서울특별시	1100	종로구	1101	사직동	선거일투표	6275	3133	3098	35	3142	6	0	57	11	1032	18	6	478	0	6	1136	345	3
서울특별시	1100	종로구	1101	삼청동	계	2307	1282	1266	16	1025	0	0	21	3	513	8	3	150	0	2	398	167	1
서울특별시	1100	종로구	1101	삼청동	관내사전투표	360	360	355	5	0	0	0	7	0	166	2	0	30	0	0	85	65	0
서울특별시	1100	종로구	1101	삼청동	선거일투표	1947	922	911	11	1025	0	0	14	3	347	6	3	120	0	2	313	102	1
서울특별시	1100	종로구	1101	부암동	계	7997	4781	4720	61	3216	2	0	88	18	1997	31	30	505	0	11	1367	664	7
서울특별시	1100	종로구	1101	부암동	관내사전투표	1196	1196	1185	11	0	0	0	22	2	531	7	12	122	0	3	276	206	4
서울특별시	1100	종로구	1101	부암동	선거일투표	6801	3585	3535	50	3216	2	0	66	16	1466	24	18	383	0	8	1091	458	3
서울특별시	1100	종로구	1101	평창동	계	15012	8822	8737	85	6190	5	0	138	29	3366	43	20	1102	0	11	3044	971	8
서울특별시	1100	종로구	1101	평창동	관내사전투표	2305	2305	2290	15	0	1	0	46	5	1002	14	6	229	0	1	670	312	4
서울특별시	1100	종로구	1101	평창동	선거일투표	12707	6517	6447	70	6190	4	0	92	24	2364	29	14	873	0	10	2374	659	4
서울특별시	1100	종로구	1101	무악동	계	6306	4086	4035	51	2220	3	0	36	8	1854	26	8	590	0	4	979	525	2
서울특별시	1100	종로구	1101	무악동	관내사전투표	1305	1305	1292	13	0	0	0	11	2	668	10	3	150	0	1	230	217	0
서울특별시	1100	종로구	1101	무악동	선거일투표	5001	2781	2743	38	2220	3	0	25	6	1186	16	5	440	0	3	749	308	2
서울특별시	1100	종로구	1101	교남동	계	8372	5336	5279	57	3036	3	0	60	26	2484	50	12	753	0	6	1265	613	7
서울특별시	1100	종로구	1101	교남동	관내사전투표	1691	1691	1671	20	0	1	0	20	8	874	18	3	199	0	0	323	223	2
서울특별시	1100	종로구	1101	교남동	선거일투표	6681	3645	3608	37	3036	2	0	40	18	1610	32	9	554	0	6	942	390	5
서울특별시	1100	종로구	1101	가회동	계	3787	2298	2274	24	1489	1	0	37	11	1033	7	6	241	0	8	645	278	7
서울특별시	1100	종로구	1101	가회동	관내사전투표	723	723	716	7	0	0	0	12	1	363	3	3	77	0	1	151	102	3
서울특별시	1100	종로구	1101	가회동	선거일투표	3064	1575	1558	17	1489	1	0	25	10	670	4	3	164	0	7	494	176	4
서울특별시	1100	종로구	1101	종로1·2·3·4가동	계	6385	2708	2662	46	3677	3	0	21	14	1164	30	9	317	0	5	872	219	8
서울특별시	1100	종로구	1101	종로1·2·3·4가동	관내사전투표	453	453	445	8	0	1	0	3	0	220	9	3	51	0	0	106	50	2
서울특별시	1100	종로구	1101	종로1·2·3·4가동	선거일투표	5932	2255	2217	38	3677	2	0	18	14	944	21	6	266	0	5	766	169	6
서울특별시	1100	종로구	1101	종로5·6가동	계	4492	2162	2129	33	2330	0	0	16	9	1065	38	8	254	0	4	614	120	1
서울특별시	1100	종로구	1101	종로5·6가동	관내사전투표	527	527	517	10	0	0	0	3	0	302	7	0	58	0	0	124	23	0
서울특별시	1100	종로구	1101	종로5·6가동	선거일투표	3965	1635	1612	23	2330	0	0	13	9	763	31	8	196	0	4	490	97	1
서울특별시	1100	종로구	1101	이화동	계	6951	3936	3871	65	3015	2	0	48	16	2026	32	13	456	0	6	836	430	6
서울특별시	1100	종로구	1101	이화동	관내사전투표	1123	1123	1107	16	0	0	0	14	3	616	9	5	123	0	1	191	142	3
서울특별시	1100	종로구	1101	이화동	선거일투표	5828	2813	2764	49	3015	2	0	34	13	1410	23	8	333	0	5	645	288	3
서울특별시	1100	종로구	1101	혜화동	계	14258	8881	8741	140	5377	8	0	172	36	4459	67	43	1024	0	16	1875	1028	13
서울특별시	1100	종로구	1101	혜화동	관내사전투표	2930	2929	2897	32	1	4	0	46	8	1618	21	9	308	0	4	518	356	5
서울특별시	1100	종로구	1101	혜화동	선거일투표	11328	5952	5844	108	5376	4	0	126	28	2841	46	34	716	0	12	1357	672	8
서울특별시	1100	종로구	1101	창신제1동	계	4732	2415	2369	46	2317	3	0	12	15	1322	36	8	221	0	3	575	170	4
서울특별시	1100	종로구	1101	창신제1동	관내사전투표	426	426	419	7	0	0	0	3	0	256	7	2	37	0	0	81	33	0
서울특별시	1100	종로구	1101	창신제1동	선거일투표	4306	1989	1950	39	2317	3	0	9	15	1066	29	6	184	0	3	494	137	4
서울특별시	1100	종로구	1101	창신제2동	계	8026	4221	4138	83	3805	3	0	11	20	2521	92	12	436	0	13	801	220	9
서울특별시	1100	종로구	1101	창신제2동	관내사전투표	1026	1026	1010	16	0	0	0	2	3	680	23	4	83	0	1	148	62	4
서울특별시	1100	종로구	1101	창신제2동	선거일투표	7000	3195	3128	67	3805	3	0	9	17	1841	69	8	353	0	12	653	158	5
서울특별시	1100	종로구	1101	창신제3동	계	5999	3505	3476	29	2494	1	0	25	9	1895	51	10	386	0	4	779	314	2
서울특별시	1100	종로구	1101	창신제3동	관내사전투표	991	991	984	7	0	0	0	7	2	603	19	5	89	0	1	172	86	0
서울특별시	1100	종로구	1101	창신제3동	선거일투표	5008	2514	2492	22	2494	1	0	18	7	1292	32	5	297	0	3	607	228	2
서울특별시	1100	종로구	1101	숭인제1동	계	5419	2870	2824	46	2549	1	0	18	13	1568	30	4	311	0	7	647	218	7
서울특별시	1100	종로구	1101	숭인제1동	관내사전투표	890	890	883	7	0	0	0	6	4	542	8	1	81	0	3	177	59	2
서울특별시	1100	종로구	1101	숭인제1동	선거일투표	4529	1980	1941	39	2549	1	0	12	9	1026	22	3	230	0	4	470	159	5
서울특별시	1100	종로구	1101	숭인제2동	계	8434	4178	4112	66	4256	2	0	33	20	2325	35	12	413	0	7	907	349	9
서울특별시	1100	종로구	1101	숭인제2동	관내사전투표	1136	1136	1123	13	0	0	0	8	4	658	10	2	94	0	3	228	115	1
서울특별시	1100	종로구	1101	숭인제2동	선거일투표	7298	3042	2989	53	4256	2	0	25	16	1667	25	10	319	0	4	679	234	8
서울특별시	1100	종로구	1101	잘못 투입·구분된 투표지	NA	0	11	9	2	-11	0	0	0	1	4	0	0	0	0	0	4	0	0
서울특별시	1100	중구	1102	합계	NA	112336	66457	65365	1092	45879	44	0	453	239	32514	2556	185	6245	0	117	17407	5511	94
서울특별시	1100	중구	1102	거소투표	NA	100	93	92	1	7	1	0	0	1	48	2	1	8	0	1	24	6	0
서울특별시	1100	중구	1102	관외사전투표	NA	7915	7914	7818	96	1	5	0	51	26	4536	213	21	702	0	11	1486	761	6
서울특별시	1100	중구	1102	소공동	계	1639	879	874	5	760	1	0	9	4	362	10	0	120	0	0	263	105	0
서울특별시	1100	중구	1102	소공동	관내사전투표	193	193	193	0	0	0	0	4	1	91	3	0	23	0	0	43	28	0
서울특별시	1100	중구	1102	소공동	선거일투표	1446	686	681	5	760	1	0	5	3	271	7	0	97	0	0	220	77	0
서울특별시	1100	중구	1102	회현동	계	4773	2179	2137	42	2594	1	0	14	8	846	70	4	198	0	3	862	125	6
서울특별시	1100	중구	1102	회현동	관내사전투표	568	568	563	5	0	0	0	2	1	240	22	1	40	0	0	218	38	1
서울특별시	1100	중구	1102	회현동	선거일투표	4205	1611	1574	37	2594	1	0	12	7	606	48	3	158	0	3	644	87	5
서울특별시	1100	중구	1102	명동	계	2274	1093	1079	14	1181	1	0	12	2	444	43	2	80	0	0	413	81	1
서울특별시	1100	중구	1102	명동	관내사전투표	351	351	350	1	0	0	0	1	0	181	11	0	16	0	0	109	32	0
서울특별시	1100	중구	1102	명동	선거일투표	1923	742	729	13	1181	1	0	11	2	263	32	2	64	0	0	304	49	1
서울특별시	1100	중구	1102	필동	계	3528	2032	1997	35	1496	1	0	14	10	942	113	5	175	0	7	586	138	6
서울특별시	1100	중구	1102	필동	관내사전투표	668	668	660	8	0	0	0	6	1	357	41	2	49	0	1	153	48	2
서울특별시	1100	중구	1102	필동	선거일투표	2860	1364	1337	27	1496	1	0	8	9	585	72	3	126	0	6	433	90	4
서울특별시	1100	중구	1102	장충동	계	3944	2130	2099	31	1814	1	0	20	6	1070	85	9	185	0	4	539	179	1
서울특별시	1100	중구	1102	장충동	관내사전투표	541	541	534	7	0	1	0	4	1	304	24	0	33	0	1	117	49	0
서울특별시	1100	중구	1102	장충동	선거일투표	3403	1589	1565	24	1814	0	0	16	5	766	61	9	152	0	3	422	130	1
서울특별시	1100	중구	1102	광희동	계	4150	2004	1973	31	2146	3	0	2	8	818	116	6	186	0	2	667	164	1
서울특별시	1100	중구	1102	광희동	관내사전투표	353	353	351	2	0	0	0	1	1	154	16	2	31	0	1	117	28	0
서울특별시	1100	중구	1102	광희동	선거일투표	3797	1651	1622	29	2146	3	0	1	7	664	100	4	155	0	1	550	136	1
서울특별시	1100	중구	1102	을지로동	계	1460	694	684	10	766	0	0	2	6	265	43	1	58	0	0	261	45	3
서울특별시	1100	중구	1102	을지로동	관내사전투표	176	176	175	1	0	0	0	0	4	80	8	1	12	0	0	56	12	2
서울특별시	1100	중구	1102	을지로동	선거일투표	1284	518	509	9	766	0	0	2	2	185	35	0	46	0	0	205	33	1
서울특별시	1100	중구	1102	신당동	계	6854	3345	3281	64	3509	1	0	11	10	1608	147	11	290	0	7	957	233	6
서울특별시	1100	중구	1102	신당동	관내사전투표	781	781	766	15	0	1	0	1	1	408	32	1	53	0	3	210	54	2
서울특별시	1100	중구	1102	신당동	선거일투표	6073	2564	2515	49	3509	0	0	10	9	1200	115	10	237	0	4	747	179	4
서울특별시	1100	중구	1102	다산동	계	11845	6554	6399	155	5291	6	0	56	26	3362	229	15	497	0	15	1666	519	8
서울특별시	1100	중구	1102	다산동	관내사전투표	1448	1448	1414	34	0	0	0	9	0	788	62	3	99	0	4	302	147	0
서울특별시	1100	중구	1102	다산동	선거일투표	10397	5106	4985	121	5291	6	0	47	26	2574	167	12	398	0	11	1364	372	8
서울특별시	1100	중구	1102	약수동	계	14700	8899	8763	136	5801	4	0	65	36	4104	360	22	946	0	16	2453	744	13
서울특별시	1100	중구	1102	약수동	관내사전투표	1834	1834	1810	24	0	0	0	12	2	897	80	8	167	0	5	440	196	3
서울특별시	1100	중구	1102	약수동	선거일투표	12866	7065	6953	112	5801	4	0	53	34	3207	280	14	779	0	11	2013	548	10
서울특별시	1100	중구	1102	청구동	계	12096	7494	7379	115	4602	6	0	51	30	3556	264	21	803	0	10	2002	628	8
서울특별시	1100	중구	1102	청구동	관내사전투표	1359	1359	1345	14	0	1	0	6	5	741	54	4	126	0	4	262	142	0
서울특별시	1100	중구	1102	청구동	선거일투표	10737	6135	6034	101	4602	5	0	45	25	2815	210	17	677	0	6	1740	486	8
서울특별시	1100	중구	1102	신당제5동	계	7848	4336	4259	77	3512	3	0	20	16	2235	240	19	304	0	10	1085	316	11
서울특별시	1100	중구	1102	신당제5동	관내사전투표	1389	1389	1371	18	0	1	0	5	2	736	84	8	94	0	2	329	106	4
서울특별시	1100	중구	1102	신당제5동	선거일투표	6459	2947	2888	59	3512	2	0	15	14	1499	156	11	210	0	8	756	210	7
서울특별시	1100	중구	1102	동화동	계	8918	5552	5467	85	3366	3	0	31	16	2643	210	10	556	0	4	1504	484	6
서울특별시	1100	중구	1102	동화동	관내사전투표	1470	1470	1453	17	0	0	0	5	2	744	50	2	131	0	0	367	149	3
서울특별시	1100	중구	1102	동화동	선거일투표	7448	4082	4014	68	3366	3	0	26	14	1899	160	8	425	0	4	1137	335	3
서울특별시	1100	중구	1102	황학동	계	10434	5272	5174	98	5162	2	0	38	21	2773	227	24	481	0	13	1214	371	10
서울특별시	1100	중구	1102	황학동	관내사전투표	1046	1046	1028	18	0	0	0	4	5	593	65	5	67	0	2	216	69	2
서울특별시	1100	중구	1102	황학동	선거일투표	9388	4226	4146	80	5162	2	0	34	16	2180	162	19	414	0	11	998	302	8
서울특별시	1100	중구	1102	중림동	계	9858	5980	5884	96	3878	5	0	57	13	2898	184	14	656	0	14	1423	612	8
서울특별시	1100	중구	1102	중림동	관내사전투표	1542	1542	1523	19	0	2	0	11	4	830	43	2	145	0	3	303	178	2
서울특별시	1100	중구	1102	중림동	선거일투표	8316	4438	4361	77	3878	3	0	46	9	2068	141	12	511	0	11	1120	434	6
서울특별시	1100	중구	1102	잘못 투입·구분된 투표지	NA	0	7	6	1	-7	0	0	0	0	4	0	0	0	0	0	2	0	0
서울특별시	1100	용산구	1103	합계	NA	200009	116028	114475	1553	83981	67	0	1133	357	52344	862	313	13903	0	168	33739	11452	137
서울특별시	1100	용산구	1103	거소투표	NA	185	174	161	13	11	2	0	1	1	64	2	0	27	0	1	51	11	1
서울특별시	1100	용산구	1103	관외사전투표	NA	13229	13224	13061	163	5	7	0	137	21	6907	95	50	1473	0	25	2835	1495	16
서울특별시	1100	용산구	1103	후암동	계	14621	8196	8063	133	6425	6	0	81	28	4231	63	29	834	0	8	1935	833	15
서울특별시	1100	용산구	1103	후암동	관내사전투표	2447	2446	2397	49	1	0	0	19	9	1327	20	11	216	0	1	528	261	5
서울특별시	1100	용산구	1103	후암동	선거일투표	12174	5750	5666	84	6424	6	0	62	19	2904	43	18	618	0	7	1407	572	10
서울특별시	1100	용산구	1103	용산2가동	계	9207	5050	4968	82	4157	4	0	91	9	2494	50	13	452	0	6	1333	509	7
서울특별시	1100	용산구	1103	용산2가동	관내사전투표	1426	1426	1403	23	0	2	0	18	1	727	12	1	110	0	3	363	163	3
서울특별시	1100	용산구	1103	용산2가동	선거일투표	7781	3624	3565	59	4157	2	0	73	8	1767	38	12	342	0	3	970	346	4
서울특별시	1100	용산구	1103	남영동	계	7221	3384	3313	71	3837	3	0	26	26	1698	28	18	352	0	5	836	316	5
서울특별시	1100	용산구	1103	남영동	관내사전투표	977	977	964	13	0	0	0	7	4	559	14	1	79	0	0	207	91	2
서울특별시	1100	용산구	1103	남영동	선거일투표	6244	2407	2349	58	3837	3	0	19	22	1139	14	17	273	0	5	629	225	3
서울특별시	1100	용산구	1103	청파동	계	16209	8357	8239	118	7852	2	0	96	26	4412	79	43	774	0	10	2063	724	10
서울특별시	1100	용산구	1103	청파동	관내사전투표	1748	1748	1739	9	0	0	0	24	4	1047	18	6	146	0	2	321	169	2
서울특별시	1100	용산구	1103	청파동	선거일투표	14461	6609	6500	109	7852	2	0	72	22	3365	61	37	628	0	8	1742	555	8
서울특별시	1100	용산구	1103	원효로제1동	계	11994	7059	6978	81	4935	4	0	67	19	3381	52	18	920	0	4	1647	863	3
서울특별시	1100	용산구	1103	원효로제1동	관내사전투표	1807	1807	1793	14	0	0	0	11	4	927	16	4	197	0	1	358	275	0
서울특별시	1100	용산구	1103	원효로제1동	선거일투표	10187	5252	5185	67	4935	4	0	56	15	2454	36	14	723	0	3	1289	588	3
서울특별시	1100	용산구	1103	원효로제2동	계	11585	7017	6941	76	4568	7	0	43	24	3232	46	18	819	0	12	1839	895	6
서울특별시	1100	용산구	1103	원효로제2동	관내사전투표	1761	1761	1749	12	0	0	0	9	1	921	3	4	175	0	2	351	281	2
서울특별시	1100	용산구	1103	원효로제2동	선거일투표	9824	5256	5192	64	4568	7	0	34	23	2311	43	14	644	0	10	1488	614	4
서울특별시	1100	용산구	1103	효창동	계	7449	4462	4418	44	2987	3	0	39	13	2093	37	27	510	0	6	1202	483	5
서울특별시	1100	용산구	1103	효창동	관내사전투표	1289	1289	1278	11	0	0	0	14	2	693	5	10	125	0	3	265	161	0
서울특별시	1100	용산구	1103	효창동	선거일투표	6160	3173	3140	33	2987	3	0	25	11	1400	32	17	385	0	3	937	322	5
서울특별시	1100	용산구	1103	용문동	계	10201	6252	6176	76	3949	4	0	46	19	3045	40	17	811	0	14	1449	725	6
서울특별시	1100	용산구	1103	용문동	관내사전투표	1803	1802	1788	14	1	0	0	14	3	943	11	5	210	0	2	367	232	1
서울특별시	1100	용산구	1103	용문동	선거일투표	8398	4450	4388	62	3948	4	0	32	16	2102	29	12	601	0	12	1082	493	5
서울특별시	1100	용산구	1103	한강로동	계	14221	7215	7130	85	7006	5	0	69	28	2735	59	11	1131	0	8	2474	601	9
서울특별시	1100	용산구	1103	한강로동	관내사전투표	1284	1284	1274	10	0	0	0	8	3	613	7	1	180	0	1	318	141	2
서울특별시	1100	용산구	1103	한강로동	선거일투표	12937	5931	5856	75	7006	5	0	61	25	2122	52	10	951	0	7	2156	460	7
서울특별시	1100	용산구	1103	이촌제1동	계	21506	12946	12846	100	8560	4	0	101	34	4165	63	13	2245	0	14	5146	1049	12
서울특별시	1100	용산구	1103	이촌제1동	관내사전투표	3497	3497	3481	16	0	2	0	28	9	1357	15	4	533	0	3	1189	340	1
서울특별시	1100	용산구	1103	이촌제1동	선거일투표	18009	9449	9365	84	8560	2	0	73	25	2808	48	9	1712	0	11	3957	709	11
서울특별시	1100	용산구	1103	이촌제2동	계	7440	4638	4577	61	2802	2	0	42	17	2021	55	11	574	0	3	1457	388	7
서울특별시	1100	용산구	1103	이촌제2동	관내사전투표	1111	1111	1102	9	0	0	0	7	3	539	16	1	116	0	0	301	117	2
서울특별시	1100	용산구	1103	이촌제2동	선거일투표	6329	3527	3475	52	2802	2	0	35	14	1482	39	10	458	0	3	1156	271	5
서울특별시	1100	용산구	1103	이태원제1동	계	6274	2981	2931	50	3293	1	0	33	4	1152	17	5	324	0	9	1114	265	7
서울특별시	1100	용산구	1103	이태원제1동	관내사전투표	699	699	685	14	0	0	0	2	1	307	7	1	80	0	0	201	85	1
서울특별시	1100	용산구	1103	이태원제1동	선거일투표	5575	2282	2246	36	3293	1	0	31	3	845	10	4	244	0	9	913	180	6
서울특별시	1100	용산구	1103	이태원제2동	계	8014	4188	4130	58	3826	1	0	65	17	1953	31	9	381	0	7	1239	425	2
서울특별시	1100	용산구	1103	이태원제2동	관내사전투표	1060	1060	1048	12	0	0	0	14	2	564	9	0	70	0	1	259	129	0
서울특별시	1100	용산구	1103	이태원제2동	선거일투표	6954	3128	3082	46	3826	1	0	51	15	1389	22	9	311	0	6	980	296	2
서울특별시	1100	용산구	1103	한남동	계	17112	7830	7722	108	9282	4	0	82	23	3424	46	11	807	0	9	2586	722	8
서울특별시	1100	용산구	1103	한남동	관내사전투표	1776	1776	1753	23	0	0	0	21	4	880	12	2	156	0	2	462	214	0
서울특별시	1100	용산구	1103	한남동	선거일투표	15336	6054	5969	85	9282	4	0	61	19	2544	34	9	651	0	7	2124	508	8
서울특별시	1100	용산구	1103	서빙고동	계	10196	5870	5780	90	4326	6	0	46	25	1960	36	4	817	0	16	2410	450	10
서울특별시	1100	용산구	1103	서빙고동	관내사전투표	1217	1217	1191	26	0	2	0	8	2	517	9	1	126	0	1	410	111	4
서울특별시	1100	용산구	1103	서빙고동	선거일투표	8979	4653	4589	64	4326	4	0	38	23	1443	27	3	691	0	15	2000	339	6
서울특별시	1100	용산구	1103	보광동	계	13345	7184	7040	144	6161	2	0	68	23	3377	63	16	652	0	11	2122	698	8
서울특별시	1100	용산구	1103	보광동	관내사전투표	2063	2063	2021	42	0	0	0	15	2	981	19	3	200	0	2	571	226	2
서울특별시	1100	용산구	1103	보광동	선거일투표	11282	5121	5019	102	6161	2	0	53	21	2396	44	13	452	0	9	1551	472	6
서울특별시	1100	용산구	1103	잘못 투입·구분된 투표지	NA	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0
서울특별시	1100	성동구	1104	합계	NA	264634	157821	155707	2114	106813	89	0	1036	449	82212	1485	460	17219	0	250	38047	14307	153
서울특별시	1100	성동구	1104	거소투표	NA	219	204	195	9	15	1	0	1	2	118	1	0	29	0	0	38	4	1
서울특별시	1100	성동구	1104	관외사전투표	NA	15674	15667	15476	191	7	7	0	127	36	9020	139	62	1657	0	28	2786	1604	10
서울특별시	1100	성동구	1104	금호1가동	계	12039	6972	6864	108	5067	4	0	39	21	3643	113	17	738	0	7	1712	558	12
서울특별시	1100	성동구	1104	금호1가동	관내사전투표	1424	1424	1407	17	0	1	0	7	1	832	23	5	133	0	1	276	123	5
서울특별시	1100	성동구	1104	금호1가동	선거일투표	10615	5548	5457	91	5067	3	0	32	20	2811	90	12	605	0	6	1436	435	7
서울특별시	1100	성동구	1104	금호2·3가동	계	19438	11072	10897	175	8366	4	0	59	23	5743	174	20	1290	0	14	2689	868	13
서울특별시	1100	성동구	1104	금호2·3가동	관내사전투표	2835	2833	2798	35	2	1	0	14	9	1665	57	7	247	0	3	561	231	3
서울특별시	1100	성동구	1104	금호2·3가동	선거일투표	16603	8239	8099	140	8364	3	0	45	14	4078	117	13	1043	0	11	2128	637	10
서울특별시	1100	성동구	1104	금호4가동	계	12358	7322	7204	118	5036	4	0	38	9	3573	93	6	931	0	17	1869	658	6
서울특별시	1100	성동구	1104	금호4가동	관내사전투표	2171	2171	2134	37	0	1	0	11	1	1169	36	0	212	0	6	473	224	1
서울특별시	1100	성동구	1104	금호4가동	선거일투표	10187	5151	5070	81	5036	3	0	27	8	2404	57	6	719	0	11	1396	434	5
서울특별시	1100	성동구	1104	옥수동	계	21632	12493	12377	116	9139	6	0	91	41	5530	86	21	1812	0	19	3575	1188	8
서울특별시	1100	성동구	1104	옥수동	관내사전투표	2734	2734	2710	24	0	0	0	16	5	1304	21	6	331	0	0	679	346	2
서울특별시	1100	성동구	1104	옥수동	선거일투표	18898	9759	9667	92	9139	6	0	75	36	4226	65	15	1481	0	19	2896	842	6
서울특별시	1100	성동구	1104	응봉동	계	12500	7468	7384	84	5032	4	0	46	26	3720	61	17	838	0	4	1937	726	5
서울특별시	1100	성동구	1104	응봉동	관내사전투표	2127	2127	2112	15	0	0	0	13	6	1142	16	3	242	0	0	458	228	4
서울특별시	1100	성동구	1104	응봉동	선거일투표	10373	5341	5272	69	5032	4	0	33	20	2578	45	14	596	0	4	1479	498	1
서울특별시	1100	성동구	1104	성수1가제1동	계	14127	7760	7668	92	6367	2	0	43	25	3879	46	32	801	0	11	2072	746	11
서울특별시	1100	성동구	1104	성수1가제1동	관내사전투표	1906	1906	1893	13	0	1	0	8	3	1048	12	6	179	0	1	397	235	3
서울특별시	1100	성동구	1104	성수1가제1동	선거일투표	12221	5854	5775	79	6367	1	0	35	22	2831	34	26	622	0	10	1675	511	8
서울특별시	1100	성동구	1104	성수1가제2동	계	12902	7754	7672	82	5148	6	0	61	19	4062	51	26	705	0	9	1905	826	2
서울특별시	1100	성동구	1104	성수1가제2동	관내사전투표	1874	1874	1859	15	0	2	0	14	4	1074	11	8	170	0	0	332	243	1
서울특별시	1100	성동구	1104	성수1가제2동	선거일투표	11028	5880	5813	67	5148	4	0	47	15	2988	40	18	535	0	9	1573	583	1
서울특별시	1100	성동구	1104	성수2가제1동	계	15459	8122	8019	103	7337	2	0	48	35	4136	85	30	729	0	9	2268	669	8
서울특별시	1100	성동구	1104	성수2가제1동	관내사전투표	2481	2481	2460	21	0	0	0	16	5	1426	32	10	196	0	1	524	249	1
서울특별시	1100	성동구	1104	성수2가제1동	선거일투표	12978	5641	5559	82	7337	2	0	32	30	2710	53	20	533	0	8	1744	420	7
서울특별시	1100	성동구	1104	성수2가제3동	계	9747	5504	5438	66	4243	3	0	26	16	2750	39	12	564	0	11	1533	482	2
서울특별시	1100	성동구	1104	성수2가제3동	관내사전투표	1505	1505	1494	11	0	0	0	10	2	833	16	3	134	0	3	350	141	2
서울특별시	1100	성동구	1104	성수2가제3동	선거일투표	8242	3999	3944	55	4243	3	0	16	14	1917	23	9	430	0	8	1183	341	0
서울특별시	1100	성동구	1104	왕십리도선동	계	21959	12652	12475	177	9307	7	0	104	39	6474	105	31	1496	0	18	3022	1164	15
서울특별시	1100	성동구	1104	왕십리도선동	관내사전투표	2766	2766	2741	25	0	2	0	21	4	1600	23	4	301	0	3	472	308	3
서울특별시	1100	성동구	1104	왕십리도선동	선거일투표	19193	9886	9734	152	9307	5	0	83	35	4874	82	27	1195	0	15	2550	856	12
서울특별시	1100	성동구	1104	왕십리제2동	계	14452	8371	8267	104	6081	7	0	42	18	4726	76	32	814	0	20	1740	785	7
서울특별시	1100	성동구	1104	왕십리제2동	관내사전투표	2062	2062	2043	19	0	1	0	9	3	1282	12	6	189	0	3	333	201	4
서울특별시	1100	성동구	1104	왕십리제2동	선거일투표	12390	6309	6224	85	6081	6	0	33	15	3444	64	26	625	0	17	1407	584	3
서울특별시	1100	성동구	1104	행당제1동	계	11356	6489	6397	92	4867	3	0	42	22	3327	52	24	691	0	10	1656	559	11
서울특별시	1100	성동구	1104	행당제1동	관내사전투표	1854	1854	1837	17	0	1	0	8	3	1047	16	5	161	0	2	412	180	2
서울특별시	1100	성동구	1104	행당제1동	선거일투표	9502	4635	4560	75	4867	2	0	34	19	2280	36	19	530	0	8	1244	379	9
서울특별시	1100	성동구	1104	행당제2동	계	19274	11951	11817	134	7323	9	0	77	40	6108	83	29	1417	0	14	2767	1259	14
서울특별시	1100	성동구	1104	행당제2동	관내사전투표	2950	2950	2932	18	0	3	0	12	2	1634	18	4	331	0	2	531	395	0
서울특별시	1100	성동구	1104	행당제2동	선거일투표	16324	9001	8885	116	7323	6	0	65	38	4474	65	25	1086	0	12	2236	864	14
서울특별시	1100	성동구	1104	마장동	계	19249	11129	10971	158	8120	8	0	75	27	6001	100	34	1102	0	30	2636	951	7
서울특별시	1100	성동구	1104	마장동	관내사전투표	2348	2348	2327	21	0	0	0	13	1	1434	15	7	202	0	4	423	225	3
서울특별시	1100	성동구	1104	마장동	선거일투표	16901	8781	8644	137	8120	8	0	62	26	4567	85	27	900	0	26	2213	726	4
서울특별시	1100	성동구	1104	사근동	계	9475	5112	4985	127	4363	5	0	48	8	2792	33	22	643	0	4	1006	420	4
서울특별시	1100	성동구	1104	사근동	관내사전투표	1218	1218	1200	18	0	2	0	9	3	754	9	4	149	0	2	167	101	0
서울특별시	1100	성동구	1104	사근동	선거일투표	8257	3894	3785	109	4363	3	0	39	5	2038	24	18	494	0	2	839	319	4
서울특별시	1100	성동구	1104	송정동	계	9429	4865	4800	65	4564	1	0	34	21	2718	58	10	404	0	11	1171	368	4
서울특별시	1100	성동구	1104	송정동	관내사전투표	1207	1205	1194	11	2	0	0	7	1	742	18	4	103	0	1	213	104	1
서울특별시	1100	성동구	1104	송정동	선거일투표	8222	3660	3606	54	4562	1	0	27	20	1976	40	6	301	0	10	958	264	3
서울특별시	1100	성동구	1104	용답동	계	13345	6885	6776	109	6460	6	0	34	21	3879	90	35	556	0	14	1657	471	13
