광역	광역코드	시군구	시군구코드	읍면동명	구분	선거인수	투표수	유효투표수	무효투표수	기권수	국제녹색당	노동당	녹색당	대한애국당	더불어민주당	민주평화당	민중당	바른미래당	새누리당	우리미래	자유한국당	정의당	친박연대
서울특별시	1100	금천구	1118	시흥제2동	관내사전투표	2958	2958	2910	48	0	1	0	12	8	1657	25	19	298	0	7	602	271	10
서울특별시	1100	금천구	1118	시흥제2동	선거일투표	15417	8750	8619	131	6667	2	0	56	40	4384	65	48	1015	0	15	2196	784	14
서울특별시	1100	금천구	1118	시흥제3동	계	9773	5716	5631	85	4057	1	0	25	14	2892	54	28	626	0	16	1484	480	11
서울특별시	1100	금천구	1118	시흥제3동	관내사전투표	1665	1665	1637	28	0	0	0	4	1	911	18	10	156	0	3	366	165	3
서울특별시	1100	금천구	1118	시흥제3동	선거일투표	8108	4051	3994	57	4057	1	0	21	13	1981	36	18	470	0	13	1118	315	8
서울특별시	1100	금천구	1118	시흥제4동	계	18239	9965	9820	145	8274	7	0	40	41	5402	102	42	869	0	16	2574	711	16
서울특별시	1100	금천구	1118	시흥제4동	관내사전투표	2694	2694	2658	36	0	4	0	5	9	1560	31	5	226	0	3	614	200	1
서울특별시	1100	금천구	1118	시흥제4동	선거일투표	15545	7271	7162	109	8274	3	0	35	32	3842	71	37	643	0	13	1960	511	15
서울특별시	1100	금천구	1118	시흥제5동	계	17313	9666	9486	180	7647	9	0	37	64	5074	99	89	887	0	19	2535	655	18
서울특별시	1100	금천구	1118	시흥제5동	관내사전투표	2832	2831	2770	61	1	1	0	5	14	1614	31	25	232	0	4	653	184	7
서울특별시	1100	금천구	1118	시흥제5동	선거일투표	14481	6835	6716	119	7646	8	0	32	50	3460	68	64	655	0	15	1882	471	11
서울특별시	1100	금천구	1118	잘못 투입·구분된 투표지	NA	0	26	25	1	-26	0	0	0	0	11	0	0	3	0	0	8	3	0
서울특별시	1100	영등포구	1119	합계	NA	325036	195770	193308	2462	129266	107	0	1280	598	96927	1728	723	22576	0	322	49991	18819	237
서울특별시	1100	영등포구	1119	거소투표	NA	307	289	268	21	18	0	0	2	1	145	5	1	40	0	0	59	14	1
서울특별시	1100	영등포구	1119	관외사전투표	NA	23505	23503	23233	270	2	10	0	193	47	13387	180	94	2577	0	37	4059	2625	24
서울특별시	1100	영등포구	1119	영등포본동	계	18757	10768	10639	129	7989	7	0	56	25	5439	115	39	1070	0	20	2862	996	10
서울특별시	1100	영등포구	1119	영등포본동	관내사전투표	2421	2421	2400	21	0	1	0	7	3	1283	34	9	229	0	1	605	226	2
서울특별시	1100	영등포구	1119	영등포본동	선거일투표	16336	8347	8239	108	7989	6	0	49	22	4156	81	30	841	0	19	2257	770	8
서울특별시	1100	영등포구	1119	영등포동	계	20164	9795	9689	106	10369	4	0	72	33	4947	83	34	1186	0	15	2383	920	12
서울특별시	1100	영등포구	1119	영등포동	관내사전투표	1846	1846	1813	33	0	1	0	6	1	1028	20	5	189	0	4	391	166	2
서울특별시	1100	영등포구	1119	영등포동	선거일투표	18318	7949	7876	73	10369	3	0	66	32	3919	63	29	997	0	11	1992	754	10
서울특별시	1100	영등포구	1119	여의동	계	26254	15925	15783	142	10329	7	0	111	48	5099	67	24	2524	0	10	6614	1264	15
서울특별시	1100	영등포구	1119	여의동	관내사전투표	3681	3681	3656	25	0	1	0	20	6	1426	18	9	470	0	1	1364	338	3
서울특별시	1100	영등포구	1119	여의동	선거일투표	22573	12244	12127	117	10329	6	0	91	42	3673	49	15	2054	0	9	5250	926	12
서울특별시	1100	영등포구	1119	당산제1동	계	16969	9895	9793	102	7074	2	0	77	35	4852	86	32	1175	0	19	2472	1032	11
서울특별시	1100	영등포구	1119	당산제1동	관내사전투표	2065	2065	2053	12	0	0	0	13	2	1154	17	8	234	0	1	392	232	0
서울특별시	1100	영등포구	1119	당산제1동	선거일투표	14904	7830	7740	90	7074	2	0	64	33	3698	69	24	941	0	18	2080	800	11
서울특별시	1100	영등포구	1119	당산제2동	계	28156	17211	17061	150	10945	4	0	150	37	8250	119	36	2306	0	18	4170	1952	19
서울특별시	1100	영등포구	1119	당산제2동	관내사전투표	3659	3659	3635	24	0	1	0	29	4	1896	26	11	421	0	4	777	463	3
서울특별시	1100	영등포구	1119	당산제2동	선거일투표	24497	13552	13426	126	10945	3	0	121	33	6354	93	25	1885	0	14	3393	1489	16
서울특별시	1100	영등포구	1119	도림동	계	16484	8896	8725	171	7588	6	0	43	32	4675	108	61	849	0	18	2104	817	12
서울특별시	1100	영등포구	1119	도림동	관내사전투표	2187	2187	2160	27	0	0	0	9	6	1280	29	10	183	0	7	383	252	1
서울특별시	1100	영등포구	1119	도림동	선거일투표	14297	6709	6565	144	7588	6	0	34	26	3395	79	51	666	0	11	1721	565	11
서울특별시	1100	영등포구	1119	문래동	계	24077	15854	15712	142	8223	7	0	110	33	7647	162	56	1835	0	24	4043	1779	16
서울특별시	1100	영등포구	1119	문래동	관내사전투표	3314	3313	3292	21	1	0	0	15	7	1769	20	13	309	0	3	723	430	3
서울특별시	1100	영등포구	1119	문래동	선거일투표	20763	12541	12420	121	8222	7	0	95	26	5878	142	43	1526	0	21	3320	1349	13
서울특별시	1100	영등포구	1119	양평제1동	계	14008	8503	8395	108	5505	0	0	49	16	4425	59	27	947	0	9	1881	975	7
서울특별시	1100	영등포구	1119	양평제1동	관내사전투표	2244	2243	2226	17	1	0	0	12	3	1241	17	4	237	0	4	445	263	0
서울특별시	1100	영등포구	1119	양평제1동	선거일투표	11764	6260	6169	91	5504	0	0	37	13	3184	42	23	710	0	5	1436	712	7
서울특별시	1100	영등포구	1119	양평제2동	계	17615	11012	10909	103	6603	5	0	72	17	5824	59	29	1297	0	13	2255	1329	9
서울특별시	1100	영등포구	1119	양평제2동	관내사전투표	2628	2628	2603	25	0	0	0	21	0	1501	11	6	244	0	3	473	340	4
서울특별시	1100	영등포구	1119	양평제2동	선거일투표	14987	8384	8306	78	6603	5	0	51	17	4323	48	23	1053	0	10	1782	989	5
서울특별시	1100	영등포구	1119	신길제1동	계	14887	7687	7570	117	7200	24	0	45	24	3972	67	33	768	0	21	2013	589	14
서울특별시	1100	영등포구	1119	신길제1동	관내사전투표	1840	1840	1811	29	0	3	0	6	0	1037	12	10	165	0	5	395	175	3
서울특별시	1100	영등포구	1119	신길제1동	선거일투표	13047	5847	5759	88	7200	21	0	39	24	2935	55	23	603	0	16	1618	414	11
서울특별시	1100	영등포구	1119	신길제3동	계	13112	7237	7122	115	5875	3	0	33	21	3594	83	31	734	0	14	2032	564	13
서울특별시	1100	영등포구	1119	신길제3동	관내사전투표	1375	1375	1354	21	0	0	0	7	3	758	17	5	97	0	4	342	120	1
서울특별시	1100	영등포구	1119	신길제3동	선거일투표	11737	5862	5768	94	5875	3	0	26	18	2836	66	26	637	0	10	1690	444	12
서울특별시	1100	영등포구	1119	신길제4동	계	8200	4400	4354	46	3800	2	0	27	15	2110	62	30	443	0	12	1261	384	8
서울특별시	1100	영등포구	1119	신길제4동	관내사전투표	1144	1144	1129	15	0	2	0	6	4	601	24	10	96	0	2	278	103	3
서울특별시	1100	영등포구	1119	신길제4동	선거일투표	7056	3256	3225	31	3800	0	0	21	11	1509	38	20	347	0	10	983	281	5
서울특별시	1100	영등포구	1119	신길제5동	계	8894	4569	4494	75	4325	1	0	15	18	2290	45	21	436	0	8	1266	387	7
서울특별시	1100	영등포구	1119	신길제5동	관내사전투표	1127	1127	1112	15	0	1	0	5	1	607	11	5	113	0	1	250	116	2
서울특별시	1100	영등포구	1119	신길제5동	선거일투표	7767	3442	3382	60	4325	0	0	10	17	1683	34	16	323	0	7	1016	271	5
서울특별시	1100	영등포구	1119	신길제6동	계	15343	8813	8678	135	6530	2	0	62	38	4404	70	42	1017	0	25	2255	753	10
서울특별시	1100	영등포구	1119	신길제6동	관내사전투표	2663	2663	2630	33	0	0	0	11	7	1437	23	12	282	0	4	638	211	5
서울특별시	1100	영등포구	1119	신길제6동	선거일투표	12680	6150	6048	102	6530	2	0	51	31	2967	47	30	735	0	21	1617	542	5
서울특별시	1100	영등포구	1119	신길제7동	계	12453	7604	7517	87	4849	8	0	43	23	3559	63	23	1015	0	15	2143	620	5
서울특별시	1100	영등포구	1119	신길제7동	관내사전투표	1727	1727	1714	13	0	0	0	6	5	825	14	5	208	0	1	499	150	1
서울특별시	1100	영등포구	1119	신길제7동	선거일투표	10726	5877	5803	74	4849	8	0	37	18	2734	49	18	807	0	14	1644	470	4
서울특별시	1100	영등포구	1119	대림제1동	계	11955	6139	6001	138	5816	2	0	32	26	3143	78	26	569	0	12	1665	435	13
서울특별시	1100	영등포구	1119	대림제1동	관내사전투표	1746	1746	1707	39	0	0	0	5	4	930	29	8	155	0	2	418	150	6
서울특별시	1100	영등포구	1119	대림제1동	선거일투표	10209	4393	4294	99	5816	2	0	27	22	2213	49	18	414	0	10	1247	285	7
서울특별시	1100	영등포구	1119	대림제2동	계	12794	5792	5671	121	7002	3	0	24	32	3004	76	16	622	0	9	1486	391	8
서울특별시	1100	영등포구	1119	대림제2동	관내사전투표	1319	1318	1281	37	1	0	0	6	7	765	14	0	134	0	3	249	99	4
서울특별시	1100	영등포구	1119	대림제2동	선거일투표	11475	4474	4390	84	7001	3	0	18	25	2239	62	16	488	0	6	1237	292	4
서울특별시	1100	영등포구	1119	대림제3동	계	21102	11860	11677	183	9242	10	0	64	77	6153	141	68	1162	0	23	2963	993	23
서울특별시	1100	영등포구	1119	대림제3동	관내사전투표	2614	2614	2592	22	0	1	0	12	8	1505	39	17	223	0	4	550	229	4
서울특별시	1100	영등포구	1119	대림제3동	선거일투표	18488	9246	9085	161	9242	9	0	52	69	4648	102	51	939	0	19	2413	764	19
서울특별시	1100	영등포구	1119	잘못 투입·구분된 투표지	NA	0	18	17	1	-18	0	0	0	0	8	0	0	4	0	0	5	0	0
서울특별시	1100	동작구	1120	합계	NA	340489	213148	210740	2408	127341	92	0	1535	549	109413	1770	580	26201	0	320	49060	21006	214
서울특별시	1100	동작구	1120	거소투표	NA	323	311	298	13	12	0	0	0	2	132	6	0	48	0	2	90	16	2
서울특별시	1100	동작구	1120	관외사전투표	NA	27127	27116	26823	293	11	9	0	263	52	15781	221	84	3053	0	55	4366	2904	35
서울특별시	1100	동작구	1120	노량진제1동	계	25110	15273	15075	198	9837	2	0	101	32	7173	142	56	2130	0	15	3890	1513	21
서울특별시	1100	동작구	1120	노량진제1동	관내사전투표	2570	2570	2544	26	0	0	0	9	1	1376	15	4	324	0	3	511	298	3
서울특별시	1100	동작구	1120	노량진제1동	선거일투표	22540	12703	12531	172	9837	2	0	92	31	5797	127	52	1806	0	12	3379	1215	18
서울특별시	1100	동작구	1120	노량진제2동	계	12415	6922	6811	111	5493	4	0	54	27	3500	79	31	833	0	18	1732	528	5
서울특별시	1100	동작구	1120	노량진제2동	관내사전투표	2456	2456	2429	27	0	1	0	16	7	1387	30	6	294	0	5	467	215	1
서울특별시	1100	동작구	1120	노량진제2동	선거일투표	9959	4466	4382	84	5493	3	0	38	20	2113	49	25	539	0	13	1265	313	4
서울특별시	1100	동작구	1120	상도제1동	계	36679	22002	21790	212	14677	9	0	193	58	10815	135	63	2767	0	38	5418	2276	18
서울특별시	1100	동작구	1120	상도제1동	관내사전투표	5914	5911	5869	42	3	0	0	37	7	3153	28	22	667	0	9	1361	580	5
서울특별시	1100	동작구	1120	상도제1동	선거일투표	30765	16091	15921	170	14674	9	0	156	51	7662	107	41	2100	0	29	4057	1696	13
서울특별시	1100	동작구	1120	상도제2동	계	21226	12714	12593	121	8512	3	0	96	30	6318	97	25	1742	0	12	3000	1259	11
서울특별시	1100	동작구	1120	상도제2동	관내사전투표	3466	3466	3437	29	0	1	0	25	3	1948	22	4	423	0	1	670	340	0
서울특별시	1100	동작구	1120	상도제2동	선거일투표	17760	9248	9156	92	8512	2	0	71	27	4370	75	21	1319	0	11	2330	919	11
서울특별시	1100	동작구	1120	상도제3동	계	21599	12739	12590	149	8860	8	0	90	20	7296	127	34	1374	0	23	2584	1025	9
서울특별시	1100	동작구	1120	상도제3동	관내사전투표	4366	4366	4329	37	0	1	0	25	7	2631	40	9	444	0	11	809	351	1
서울특별시	1100	동작구	1120	상도제3동	선거일투표	17233	8373	8261	112	8860	7	0	65	13	4665	87	25	930	0	12	1775	674	8
서울특별시	1100	동작구	1120	상도제4동	계	22736	12210	12075	135	10526	4	0	81	39	6695	96	37	1448	0	13	2622	1024	16
서울특별시	1100	동작구	1120	상도제4동	관내사전투표	2318	2318	2301	17	0	0	0	10	5	1416	20	2	219	0	4	436	188	1
서울특별시	1100	동작구	1120	상도제4동	선거일투표	20418	9892	9774	118	10526	4	0	71	34	5279	76	35	1229	0	9	2186	836	15
서울특별시	1100	동작구	1120	흑석동	계	23920	14056	13878	178	9864	10	0	98	41	6284	87	25	1889	0	17	3918	1499	10
서울특별시	1100	동작구	1120	흑석동	관내사전투표	4120	4119	4082	37	1	4	0	21	6	1997	26	4	493	0	5	1086	438	2
서울특별시	1100	동작구	1120	흑석동	선거일투표	19800	9937	9796	141	9863	6	0	77	35	4287	61	21	1396	0	12	2832	1061	8
서울특별시	1100	동작구	1120	사당제1동	계	19559	10973	10845	128	8586	4	0	69	29	6082	94	27	1132	0	14	2266	1120	8
서울특별시	1100	동작구	1120	사당제1동	관내사전투표	2489	2489	2465	24	0	2	0	14	5	1493	22	10	229	0	3	432	254	1
서울특별시	1100	동작구	1120	사당제1동	선거일투표	17070	8484	8380	104	8586	2	0	55	24	4589	72	17	903	0	11	1834	866	7
서울특별시	1100	동작구	1120	사당제2동	계	23021	14124	13968	156	8897	5	0	85	43	6443	104	34	1902	0	11	3781	1546	14
서울특별시	1100	동작구	1120	사당제2동	관내사전투표	4300	4299	4262	37	1	1	0	19	6	2194	42	10	528	0	2	1018	438	4
서울특별시	1100	동작구	1120	사당제2동	선거일투표	18721	9825	9706	119	8896	4	0	66	37	4249	62	24	1374	0	9	2763	1108	10
서울특별시	1100	동작구	1120	사당제3동	계	19574	12252	12123	129	7322	6	0	72	34	5908	95	16	1610	0	13	3236	1117	16
서울특별시	1100	동작구	1120	사당제3동	관내사전투표	3011	3011	2988	23	0	1	0	17	5	1604	19	5	328	0	1	744	262	2
서울특별시	1100	동작구	1120	사당제3동	선거일투표	16563	9241	9135	106	7322	5	0	55	29	4304	76	11	1282	0	12	2492	855	14
서울특별시	1100	동작구	1120	사당제4동	계	12236	7588	7502	86	4648	5	0	44	8	4237	59	17	804	0	18	1692	613	5
서울특별시	1100	동작구	1120	사당제4동	관내사전투표	2506	2506	2483	23	0	0	0	9	4	1482	23	5	272	0	3	476	208	1
서울특별시	1100	동작구	1120	사당제4동	선거일투표	9730	5082	5019	63	4648	5	0	35	4	2755	36	12	532	0	15	1216	405	4
서울특별시	1100	동작구	1120	사당제5동	계	10452	6335	6255	80	4117	4	0	33	13	3431	71	16	671	0	11	1410	592	3
서울특별시	1100	동작구	1120	사당제5동	관내사전투표	1964	1964	1950	14	0	2	0	7	0	1151	27	6	179	0	2	390	186	0
서울특별시	1100	동작구	1120	사당제5동	선거일투표	8488	4371	4305	66	4117	2	0	26	13	2280	44	10	492	0	9	1020	406	3
서울특별시	1100	동작구	1120	대방동	계	29604	17753	17559	194	11851	7	0	121	57	8845	171	58	2315	0	30	4093	1841	21
서울특별시	1100	동작구	1120	대방동	관내사전투표	4130	4130	4106	24	0	0	0	15	3	2217	41	15	513	0	5	794	502	1
서울특별시	1100	동작구	1120	대방동	선거일투표	25474	13623	13453	170	11851	7	0	106	54	6628	130	43	1802	0	25	3299	1339	20
서울특별시	1100	동작구	1120	신대방제1동	계	19235	11492	11387	105	7743	8	0	79	40	5680	110	37	1389	0	12	2832	1190	10
서울특별시	1100	동작구	1120	신대방제1동	관내사전투표	2535	2535	2516	19	0	2	0	14	3	1366	26	9	294	0	2	512	285	3
서울특별시	1100	동작구	1120	신대방제1동	선거일투표	16700	8957	8871	86	7743	6	0	65	37	4314	84	28	1095	0	10	2320	905	7
서울특별시	1100	동작구	1120	신대방제2동	계	15673	9257	9140	117	6416	4	0	56	23	4781	76	20	1092	0	18	2119	942	9
서울특별시	1100	동작구	1120	신대방제2동	관내사전투표	2160	2158	2137	21	2	0	0	13	4	1305	16	6	206	0	5	357	222	3
서울특별시	1100	동작구	1120	신대방제2동	선거일투표	13513	7099	7003	96	6414	4	0	43	19	3476	60	14	886	0	13	1762	720	6
서울특별시	1100	동작구	1120	잘못 투입·구분된 투표지	NA	0	31	28	3	-31	0	0	0	1	12	0	0	2	0	0	11	1	1
서울특별시	1100	관악구	1121	합계	NA	449742	265360	261824	3536	184382	130	0	2106	788	143995	3066	1117	31830	0	468	49730	28287	307
서울특별시	1100	관악구	1121	거소투표	NA	406	378	352	26	28	0	0	3	3	184	7	2	56	0	2	75	20	0
서울특별시	1100	관악구	1121	관외사전투표	NA	30075	30070	29706	364	5	14	0	315	63	18107	262	149	3263	0	67	3848	3579	39
서울특별시	1100	관악구	1121	보라매동	계	20811	11637	11478	159	9174	10	0	66	31	6228	130	58	1371	0	18	2444	1104	18
서울특별시	1100	관악구	1121	보라매동	관내사전투표	2438	2438	2402	36	0	2	0	15	3	1477	36	12	230	0	3	351	266	7
서울특별시	1100	관악구	1121	보라매동	선거일투표	18373	9199	9076	123	9174	8	0	51	28	4751	94	46	1141	0	15	2093	838	11
서울특별시	1100	관악구	1121	은천동	계	28293	16845	16619	226	11448	13	0	84	43	8987	207	60	1937	0	18	3292	1962	16
서울특별시	1100	관악구	1121	은천동	관내사전투표	4086	4085	4039	46	1	0	0	17	5	2343	42	10	450	0	5	658	503	6
서울특별시	1100	관악구	1121	은천동	선거일투표	24207	12760	12580	180	11447	13	0	67	38	6644	165	50	1487	0	13	2634	1459	10
서울특별시	1100	관악구	1121	성현동	계	25512	15860	15659	201	9652	6	0	97	45	8005	185	44	2051	0	18	3272	1921	15
서울특별시	1100	관악구	1121	성현동	관내사전투표	3029	3029	3007	22	0	0	0	19	2	1710	29	4	367	0	2	441	431	2
서울특별시	1100	관악구	1121	성현동	선거일투표	22483	12831	12652	179	9652	6	0	78	43	6295	156	40	1684	0	16	2831	1490	13
서울특별시	1100	관악구	1121	중앙동	계	13074	7091	7008	83	5983	1	0	62	22	4176	122	18	805	0	10	1075	711	6
서울특별시	1100	관악구	1121	중앙동	관내사전투표	2112	2112	2092	20	0	1	0	16	5	1320	42	5	221	0	2	223	256	1
서울특별시	1100	관악구	1121	중앙동	선거일투표	10962	4979	4916	63	5983	0	0	46	17	2856	80	13	584	0	8	852	455	5
서울특별시	1100	관악구	1121	청림동	계	13120	8596	8489	107	4524	5	0	49	27	4210	99	11	1157	0	7	1803	1103	18
서울특별시	1100	관악구	1121	청림동	관내사전투표	2191	2191	2169	22	0	1	0	11	7	1108	25	2	274	0	2	421	314	4
서울특별시	1100	관악구	1121	청림동	선거일투표	10929	6405	6320	85	4524	4	0	38	20	3102	74	9	883	0	5	1382	789	14
서울특별시	1100	관악구	1121	행운동	계	24913	14447	14273	174	10466	3	0	143	38	7897	147	49	1769	0	28	2575	1616	8
서울특별시	1100	관악구	1121	행운동	관내사전투표	3301	3301	3270	31	0	1	0	14	2	1958	35	9	386	0	8	458	396	3
서울특별시	1100	관악구	1121	행운동	선거일투표	21612	11146	11003	143	10466	2	0	129	36	5939	112	40	1383	0	20	2117	1220	5
서울특별시	1100	관악구	1121	청룡동	계	23955	13094	12932	162	10861	5	0	151	42	7398	128	39	1520	0	20	2194	1424	11
서울특별시	1100	관악구	1121	청룡동	관내사전투표	2646	2646	2616	30	0	2	0	27	6	1599	31	8	257	0	1	364	319	2
서울특별시	1100	관악구	1121	청룡동	선거일투표	21309	10448	10316	132	10861	3	0	124	36	5799	97	31	1263	0	19	1830	1105	9
서울특별시	1100	관악구	1121	낙성대동	계	14231	8268	8160	108	5963	5	0	134	22	4368	72	32	1157	0	10	1271	1084	5
서울특별시	1100	관악구	1121	낙성대동	관내사전투표	2219	2219	2203	16	0	2	0	37	4	1227	19	11	274	0	2	275	352	0
서울특별시	1100	관악구	1121	낙성대동	선거일투표	12012	6049	5957	92	5963	3	0	97	18	3141	53	21	883	0	8	996	732	5
서울특별시	1100	관악구	1121	인헌동	계	22626	13447	13300	147	9179	6	0	129	33	7507	142	74	1512	0	36	2354	1493	14
서울특별시	1100	관악구	1121	인헌동	관내사전투표	4401	4401	4355	46	0	0	0	38	4	2597	50	30	426	0	8	682	516	4
서울특별시	1100	관악구	1121	인헌동	선거일투표	18225	9046	8945	101	9179	6	0	91	29	4910	92	44	1086	0	28	1672	977	10
서울특별시	1100	관악구	1121	남현동	계	15592	9065	8971	94	6527	7	0	66	31	4686	88	16	1067	0	16	2011	974	9
서울특별시	1100	관악구	1121	남현동	관내사전투표	2696	2696	2677	19	0	0	0	19	4	1515	21	8	275	0	2	487	345	1
서울특별시	1100	관악구	1121	남현동	선거일투표	12896	6369	6294	75	6527	7	0	47	27	3171	67	8	792	0	14	1524	629	8
서울특별시	1100	관악구	1121	신림동	계	18880	9037	8909	128	9843	2	0	83	26	5680	64	74	827	0	16	1310	822	5
서울특별시	1100	관악구	1121	신림동	관내사전투표	2597	2597	2571	26	0	1	0	23	7	1753	17	20	216	0	5	274	255	0
서울특별시	1100	관악구	1121	신림동	선거일투표	16283	6440	6338	102	9843	1	0	60	19	3927	47	54	611	0	11	1036	567	5
서울특별시	1100	관악구	1121	신사동	계	20276	10361	10215	146	9915	9	0	71	28	5773	144	44	1118	0	21	2038	953	16
서울특별시	1100	관악구	1121	신사동	관내사전투표	2903	2903	2876	27	0	2	0	10	2	1748	49	11	299	0	3	476	271	5
서울특별시	1100	관악구	1121	신사동	선거일투표	17373	7458	7339	119	9915	7	0	61	26	4025	95	33	819	0	18	1562	682	11
서울특별시	1100	관악구	1121	조원동	계	15638	8141	8009	132	7497	3	0	73	31	4281	112	25	1007	0	18	1778	671	10
서울특별시	1100	관악구	1121	조원동	관내사전투표	2363	2363	2320	43	0	1	0	17	6	1340	36	11	278	0	5	407	219	0
서울특별시	1100	관악구	1121	조원동	선거일투표	13275	5778	5689	89	7497	2	0	56	25	2941	76	14	729	0	13	1371	452	10
서울특별시	1100	관악구	1121	미성동	계	26677	14937	14724	213	11740	3	0	71	52	7695	238	64	1801	0	24	3583	1176	17
서울특별시	1100	관악구	1121	미성동	관내사전투표	3203	3203	3171	32	0	0	0	14	6	1772	64	16	335	0	3	672	286	3
서울특별시	1100	관악구	1121	미성동	선거일투표	23474	11734	11553	181	11740	3	0	57	46	5923	174	48	1466	0	21	2911	890	14
서울특별시	1100	관악구	1121	난곡동	계	23975	12641	12416	225	11334	5	0	51	48	6650	186	47	1677	0	24	2694	1016	18
서울특별시	1100	관악구	1121	난곡동	관내사전투표	2981	2980	2930	50	1	1	0	11	4	1677	36	8	422	0	3	537	228	3
서울특별시	1100	관악구	1121	난곡동	선거일투표	20994	9661	9486	175	11333	4	0	40	44	4973	150	39	1255	0	21	2157	788	15
서울특별시	1100	관악구	1121	난향동	계	12943	7743	7657	86	5200	6	0	22	22	4022	109	34	988	0	7	1569	873	5
서울특별시	1100	관악구	1121	난향동	관내사전투표	2181	2180	2161	19	1	2	0	4	3	1197	25	5	271	0	4	378	269	3
서울특별시	1100	관악구	1121	난향동	선거일투표	10762	5563	5496	67	5199	4	0	18	19	2825	84	29	717	0	3	1191	604	2
서울특별시	1100	관악구	1121	서원동	계	19913	10235	10099	136	9678	5	0	94	35	5781	124	60	1154	0	24	1878	934	10
서울특별시	1100	관악구	1121	서원동	관내사전투표	2755	2755	2725	30	0	2	0	29	5	1690	35	18	270	0	7	399	267	3
서울특별시	1100	관악구	1121	서원동	선거일투표	17158	7480	7374	106	9678	3	0	65	30	4091	89	42	884	0	17	1479	667	7
서울특별시	1100	관악구	1121	신원동	계	16287	8676	8536	140	7611	1	0	61	33	4756	102	40	1017	0	19	1762	733	12
서울특별시	1100	관악구	1121	신원동	관내사전투표	2880	2880	2832	48	0	0	0	16	5	1663	35	15	314	0	4	503	270	7
서울특별시	1100	관악구	1121	신원동	선거일투표	13407	5796	5704	92	7611	1	0	45	28	3093	67	25	703	0	15	1259	463	5
서울특별시	1100	관악구	1121	서림동	계	20201	10816	10685	131	9385	3	0	89	39	5586	106	65	1413	0	23	2149	1202	10
서울특별시	1100	관악구	1121	서림동	관내사전투표	2101	2101	2081	20	0	1	0	18	2	1176	21	16	233	0	4	297	312	1
서울특별시	1100	관악구	1121	서림동	선거일투표	18100	8715	8604	111	9385	2	0	71	37	4410	85	49	1180	0	19	1852	890	9
서울특별시	1100	관악구	1121	삼성동	계	21972	13018	12807	211	8954	11	0	76	46	6464	178	57	1730	0	25	2803	1390	27
서울특별시	1100	관악구	1121	삼성동	관내사전투표	3184	3183	3149	34	1	2	0	20	9	1674	40	22	416	0	3	607	349	7
서울특별시	1100	관악구	1121	삼성동	선거일투표	18788	9835	9658	177	8953	9	0	56	37	4790	138	35	1314	0	22	2196	1041	20
서울특별시	1100	관악구	1121	대학동	계	20372	10953	10816	137	9419	7	0	116	28	5550	114	55	1433	0	17	1952	1526	18
서울특별시	1100	관악구	1121	대학동	관내사전투표	3370	3370	3343	27	0	0	0	25	7	1844	28	25	422	0	2	409	576	5
서울특별시	1100	관악구	1121	대학동	선거일투표	17002	7583	7473	110	9419	7	0	91	21	3706	86	30	1011	0	15	1543	950	13
서울특별시	1100	관악구	1121	잘못 투입·구분된 투표지	NA	0	4	4	0	-4	0	0	0	0	4	0	0	0	0	0	0	0	0
서울특별시	1100	서초구	1122	합계	NA	359734	226784	224376	2408	132950	115	0	1644	674	91896	1399	367	31094	0	283	78081	18651	172
서울특별시	1100	서초구	1122	거소투표	NA	310	291	269	22	19	0	0	0	2	120	1	1	34	0	0	95	14	2
서울특별시	1100	서초구	1122	관외사전투표	NA	23605	23602	23306	296	3	15	0	193	45	11641	174	52	2852	0	42	6067	2196	29
서울특별시	1100	서초구	1122	서초1동	계	16567	9821	9717	104	6746	7	0	60	50	4021	74	16	1275	0	17	3439	752	6
서울특별시	1100	서초구	1122	서초1동	관내사전투표	2416	2416	2398	18	0	1	0	11	8	1150	18	5	256	0	3	738	208	0
서울특별시	1100	서초구	1122	서초1동	선거일투표	14151	7405	7319	86	6746	6	0	49	42	2871	56	11	1019	0	14	2701	544	6
서울특별시	1100	서초구	1122	서초2동	계	13608	8052	7982	70	5556	3	0	61	17	3152	31	13	1146	0	8	2951	597	3
서울특별시	1100	서초구	1122	서초2동	관내사전투표	1937	1937	1920	17	0	0	0	13	1	833	7	5	283	0	2	627	149	0
서울특별시	1100	서초구	1122	서초2동	선거일투표	11671	6115	6062	53	5556	3	0	48	16	2319	24	8	863	0	6	2324	448	3
서울특별시	1100	서초구	1122	서초3동	계	24225	14199	14060	139	10026	5	0	99	55	5384	98	16	1913	0	27	5406	1045	12
서울특별시	1100	서초구	1122	서초3동	관내사전투표	3121	3121	3105	16	0	1	0	15	2	1442	20	6	322	0	7	1010	278	2
서울특별시	1100	서초구	1122	서초3동	선거일투표	21104	11078	10955	123	10026	4	0	84	53	3942	78	10	1591	0	20	4396	767	10
서울특별시	1100	서초구	1122	서초4동	계	22748	14080	13940	140	8668	3	0	88	35	4347	61	11	2324	0	9	6160	894	8
서울특별시	1100	서초구	1122	서초4동	관내사전투표	2448	2448	2426	22	0	0	0	12	5	961	12	2	366	0	0	860	204	4
서울특별시	1100	서초구	1122	서초4동	선거일투표	20300	11632	11514	118	8668	3	0	76	30	3386	49	9	1958	0	9	5300	690	4
서울특별시	1100	서초구	1122	잠원동	계	26682	15943	15765	178	10739	4	0	118	40	5763	74	14	2592	0	21	5915	1211	13
