광역	광역코드	시군구	선거인수	투표수	유효투표수	무효투표수	기권수	정당	득표수
서울특별시	1100	금천구	196593	86450	85367	1083	110143	한나라당	31003
서울특별시	1100	영등포구	326350	148824	147244	1580	177526	한나라당	57282
서울특별시	1100	동작구	327717	173206	171569	1637	154511	한나라당	64784
서울특별시	1100	관악구	441081	197426	195574	1852	243655	한나라당	67153
서울특별시	1100	서초구	320775	146437	145285	1152	174338	한나라당	71630
서울특별시	1100	강남구	444494	187890	186758	1132	256604	한나라당	95468
서울특별시	1100	송파구	491127	216721	215046	1675	274406	한나라당	92532
서울특별시	1100	강동구	363743	160552	159114	1438	203191	한나라당	64119
서울특별시	1100	종로구	135727	70871	69910	961	64856	자유선진당	3747
서울특별시	1100	중구	106880	51570	50914	656	55310	자유선진당	4506
서울특별시	1100	용산구	192033	82606	81753	853	109427	자유선진당	4451
서울특별시	1100	성동구	265667	123624	122134	1490	142043	자유선진당	4541
서울특별시	1100	광진구	298666	130836	129539	1297	167830	자유선진당	6171
서울특별시	1100	동대문구	303788	140597	138670	1927	163191	자유선진당	5426
서울특별시	1100	중랑구	338808	147219	145117	2102	191589	자유선진당	6218
서울특별시	1100	성북구	375377	166449	164308	2141	208928	자유선진당	7114
서울특별시	1100	강북구	276757	118678	117171	1507	158079	자유선진당	4920
서울특별시	1100	도봉구	293667	140240	138792	1448	153427	자유선진당	5783
서울특별시	1100	노원구	467417	238002	235916	2086	229415	자유선진당	9289
서울특별시	1100	은평구	359447	169513	167567	1946	189934	자유선진당	7271
서울특별시	1100	서대문구	277932	128636	127031	1605	149296	자유선진당	5362
서울특별시	1100	마포구	317518	143388	141889	1499	174130	자유선진당	5957
서울특별시	1100	양천구	378915	172995	171092	1903	205920	자유선진당	11509
서울특별시	1100	강서구	443974	198733	197078	1655	245241	자유선진당	10634
서울특별시	1100	구로구	333902	160271	158544	1727	173631	자유선진당	8389
서울특별시	1100	금천구	196593	86450	85367	1083	110143	자유선진당	5649
서울특별시	1100	영등포구	326350	148824	147244	1580	177526	자유선진당	7314
서울특별시	1100	동작구	327717	173206	171569	1637	154511	자유선진당	6730
서울특별시	1100	관악구	441081	197426	195574	1852	243655	자유선진당	8541
서울특별시	1100	서초구	320775	146437	145285	1152	174338	자유선진당	7234
서울특별시	1100	강남구	444494	187890	186758	1132	256604	자유선진당	10087
서울특별시	1100	송파구	491127	216721	215046	1675	274406	자유선진당	10697
서울특별시	1100	강동구	363743	160552	159114	1438	203191	자유선진당	8191
서울특별시	1100	종로구	135727	70871	69910	961	64856	민주노동당	2046
서울특별시	1100	중구	106880	51570	50914	656	55310	민주노동당	1979
서울특별시	1100	용산구	192033	82606	81753	853	109427	민주노동당	3306
서울특별시	1100	성동구	265667	123624	122134	1490	142043	민주노동당	4670
서울특별시	1100	광진구	298666	130836	129539	1297	167830	민주노동당	5128
서울특별시	1100	동대문구	303788	140597	138670	1927	163191	민주노동당	5878
서울특별시	1100	중랑구	338808	147219	145117	2102	191589	민주노동당	6905
서울특별시	1100	성북구	375377	166449	164308	2141	208928	민주노동당	6922
서울특별시	1100	강북구	276757	118678	117171	1507	158079	민주노동당	4660
서울특별시	1100	도봉구	293667	140240	138792	1448	153427	민주노동당	5606
서울특별시	1100	노원구	467417	238002	235916	2086	229415	민주노동당	10234
서울특별시	1100	은평구	359447	169513	167567	1946	189934	민주노동당	6564
서울특별시	1100	서대문구	277932	128636	127031	1605	149296	민주노동당	5306
서울특별시	1100	마포구	317518	143388	141889	1499	174130	민주노동당	5513
서울특별시	1100	양천구	378915	172995	171092	1903	205920	민주노동당	5566
서울특별시	1100	강서구	443974	198733	197078	1655	245241	민주노동당	7846
서울특별시	1100	구로구	333902	160271	158544	1727	173631	민주노동당	6798
서울특별시	1100	금천구	196593	86450	85367	1083	110143	민주노동당	4273
서울특별시	1100	영등포구	326350	148824	147244	1580	177526	민주노동당	5637
서울특별시	1100	동작구	327717	173206	171569	1637	154511	민주노동당	5662
서울특별시	1100	관악구	441081	197426	195574	1852	243655	민주노동당	8188
서울특별시	1100	서초구	320775	146437	145285	1152	174338	민주노동당	3478
서울특별시	1100	강남구	444494	187890	186758	1132	256604	민주노동당	4366
서울특별시	1100	송파구	491127	216721	215046	1675	274406	민주노동당	6595
서울특별시	1100	강동구	363743	160552	159114	1438	203191	민주노동당	5625
서울특별시	1100	종로구	135727	70871	69910	961	64856	창조한국당	2647
서울특별시	1100	중구	106880	51570	50914	656	55310	창조한국당	1818
서울특별시	1100	용산구	192033	82606	81753	853	109427	창조한국당	3296
서울특별시	1100	성동구	265667	123624	122134	1490	142043	창조한국당	5047
서울특별시	1100	광진구	298666	130836	129539	1297	167830	창조한국당	5648
서울특별시	1100	동대문구	303788	140597	138670	1927	163191	창조한국당	5733
서울특별시	1100	중랑구	338808	147219	145117	2102	191589	창조한국당	5878
서울특별시	1100	성북구	375377	166449	164308	2141	208928	창조한국당	7585
서울특별시	1100	강북구	276757	118678	117171	1507	158079	창조한국당	5197
서울특별시	1100	도봉구	293667	140240	138792	1448	153427	창조한국당	5904
서울특별시	1100	노원구	467417	238002	235916	2086	229415	창조한국당	9620
서울특별시	1100	은평구	359447	169513	167567	1946	189934	창조한국당	18517
서울특별시	1100	서대문구	277932	128636	127031	1605	149296	창조한국당	5826
서울특별시	1100	마포구	317518	143388	141889	1499	174130	창조한국당	6859
서울특별시	1100	양천구	378915	172995	171092	1903	205920	창조한국당	7612
서울특별시	1100	강서구	443974	198733	197078	1655	245241	창조한국당	9201
서울특별시	1100	구로구	333902	160271	158544	1727	173631	창조한국당	6766
서울특별시	1100	금천구	196593	86450	85367	1083	110143	창조한국당	3269
서울특별시	1100	영등포구	326350	148824	147244	1580	177526	창조한국당	6713
서울특별시	1100	동작구	327717	173206	171569	1637	154511	창조한국당	7224
서울특별시	1100	관악구	441081	197426	195574	1852	243655	창조한국당	9677
서울특별시	1100	서초구	320775	146437	145285	1152	174338	창조한국당	6053
서울특별시	1100	강남구	444494	187890	186758	1132	256604	창조한국당	7225
서울특별시	1100	송파구	491127	216721	215046	1675	274406	창조한국당	9684
서울특별시	1100	강동구	363743	160552	159114	1438	203191	창조한국당	6788
서울특별시	1100	종로구	135727	70871	69910	961	64856	친박연대	5658
서울특별시	1100	중구	106880	51570	50914	656	55310	친박연대	4367
서울특별시	1100	용산구	192033	82606	81753	853	109427	친박연대	8706
서울특별시	1100	성동구	265667	123624	122134	1490	142043	친박연대	10841
서울특별시	1100	광진구	298666	130836	129539	1297	167830	친박연대	13889
서울특별시	1100	동대문구	303788	140597	138670	1927	163191	친박연대	15308
서울특별시	1100	중랑구	338808	147219	145117	2102	191589	친박연대	17289
서울특별시	1100	성북구	375377	166449	164308	2141	208928	친박연대	16243
서울특별시	1100	강북구	276757	118678	117171	1507	158079	친박연대	10366
서울특별시	1100	도봉구	293667	140240	138792	1448	153427	친박연대	13339
서울특별시	1100	노원구	467417	238002	235916	2086	229415	친박연대	25591
서울특별시	1100	은평구	359447	169513	167567	1946	189934	친박연대	14922
서울특별시	1100	서대문구	277932	128636	127031	1605	149296	친박연대	12110
서울특별시	1100	마포구	317518	143388	141889	1499	174130	친박연대	15012
서울특별시	1100	양천구	378915	172995	171092	1903	205920	친박연대	17839
서울특별시	1100	강서구	443974	198733	197078	1655	245241	친박연대	20140
서울특별시	1100	구로구	333902	160271	158544	1727	173631	친박연대	15477
서울특별시	1100	금천구	196593	86450	85367	1083	110143	친박연대	7995
서울특별시	1100	영등포구	326350	148824	147244	1580	177526	친박연대	17322
서울특별시	1100	동작구	327717	173206	171569	1637	154511	친박연대	17410
서울특별시	1100	관악구	441081	197426	195574	1852	243655	친박연대	16816
서울특별시	1100	서초구	320775	146437	145285	1152	174338	친박연대	18773
서울특별시	1100	강남구	444494	187890	186758	1132	256604	친박연대	24613
서울특별시	1100	송파구	491127	216721	215046	1675	274406	친박연대	24918
서울특별시	1100	강동구	363743	160552	159114	1438	203191	친박연대	17870
서울특별시	1100	종로구	135727	70871	69910	961	64856	국민실향안보당	126
서울특별시	1100	중구	106880	51570	50914	656	55310	국민실향안보당	110
서울특별시	1100	용산구	192033	82606	81753	853	109427	국민실향안보당	196
서울특별시	1100	성동구	265667	123624	122134	1490	142043	국민실향안보당	153
서울특별시	1100	광진구	298666	130836	129539	1297	167830	국민실향안보당	193
서울특별시	1100	동대문구	303788	140597	138670	1927	163191	국민실향안보당	256
서울특별시	1100	중랑구	338808	147219	145117	2102	191589	국민실향안보당	729
서울특별시	1100	성북구	375377	166449	164308	2141	208928	국민실향안보당	305
서울특별시	1100	강북구	276757	118678	117171	1507	158079	국민실향안보당	183
서울특별시	1100	도봉구	293667	140240	138792	1448	153427	국민실향안보당	203
서울특별시	1100	노원구	467417	238002	235916	2086	229415	국민실향안보당	390
서울특별시	1100	은평구	359447	169513	167567	1946	189934	국민실향안보당	312
서울특별시	1100	서대문구	277932	128636	127031	1605	149296	국민실향안보당	236
서울특별시	1100	마포구	317518	143388	141889	1499	174130	국민실향안보당	216
서울특별시	1100	양천구	378915	172995	171092	1903	205920	국민실향안보당	208
서울특별시	1100	강서구	443974	198733	197078	1655	245241	국민실향안보당	417
서울특별시	1100	구로구	333902	160271	158544	1727	173631	국민실향안보당	216
서울특별시	1100	금천구	196593	86450	85367	1083	110143	국민실향안보당	145
서울특별시	1100	영등포구	326350	148824	147244	1580	177526	국민실향안보당	218
서울특별시	1100	동작구	327717	173206	171569	1637	154511	국민실향안보당	235
서울특별시	1100	관악구	441081	197426	195574	1852	243655	국민실향안보당	258
서울특별시	1100	서초구	320775	146437	145285	1152	174338	국민실향안보당	394
서울특별시	1100	강남구	444494	187890	186758	1132	256604	국민실향안보당	254
서울특별시	1100	송파구	491127	216721	215046	1675	274406	국민실향안보당	203
서울특별시	1100	강동구	363743	160552	159114	1438	203191	국민실향안보당	189
서울특별시	1100	종로구	135727	70871	69910	961	64856	기독당	1237
서울특별시	1100	중구	106880	51570	50914	656	55310	기독당	1085
서울특별시	1100	용산구	192033	82606	81753	853	109427	기독당	1687
서울특별시	1100	성동구	265667	123624	122134	1490	142043	기독당	2264
서울특별시	1100	광진구	298666	130836	129539	1297	167830	기독당	2984
서울특별시	1100	동대문구	303788	140597	138670	1927	163191	기독당	3185
서울특별시	1100	중랑구	338808	147219	145117	2102	191589	기독당	3510
서울특별시	1100	성북구	375377	166449	164308	2141	208928	기독당	4443
서울특별시	1100	강북구	276757	118678	117171	1507	158079	기독당	2520
서울특별시	1100	도봉구	293667	140240	138792	1448	153427	기독당	2770
서울특별시	1100	노원구	467417	238002	235916	2086	229415	기독당	6274
서울특별시	1100	은평구	359447	169513	167567	1946	189934	기독당	4134
서울특별시	1100	서대문구	277932	128636	127031	1605	149296	기독당	3106
서울특별시	1100	마포구	317518	143388	141889	1499	174130	기독당	3483
서울특별시	1100	양천구	378915	172995	171092	1903	205920	기독당	4623
서울특별시	1100	강서구	443974	198733	197078	1655	245241	기독당	5949
서울특별시	1100	구로구	333902	160271	158544	1727	173631	기독당	4658
서울특별시	1100	금천구	196593	86450	85367	1083	110143	기독당	2529
서울특별시	1100	영등포구	326350	148824	147244	1580	177526	기독당	3290
서울특별시	1100	동작구	327717	173206	171569	1637	154511	기독당	4087
서울특별시	1100	관악구	441081	197426	195574	1852	243655	기독당	4491
서울특별시	1100	서초구	320775	146437	145285	1152	174338	기독당	2965
서울특별시	1100	강남구	444494	187890	186758	1132	256604	기독당	3483
서울특별시	1100	송파구	491127	216721	215046	1675	274406	기독당	5100
서울특별시	1100	강동구	363743	160552	159114	1438	203191	기독당	7601
서울특별시	1100	종로구	135727	70871	69910	961	64856	문화예술당	60
서울특별시	1100	중구	106880	51570	50914	656	55310	문화예술당	60
서울특별시	1100	용산구	192033	82606	81753	853	109427	문화예술당	88
서울특별시	1100	성동구	265667	123624	122134	1490	142043	문화예술당	135
서울특별시	1100	광진구	298666	130836	129539	1297	167830	문화예술당	149
서울특별시	1100	동대문구	303788	140597	138670	1927	163191	문화예술당	166
서울특별시	1100	중랑구	338808	147219	145117	2102	191589	문화예술당	1000
서울특별시	1100	성북구	375377	166449	164308	2141	208928	문화예술당	200
서울특별시	1100	강북구	276757	118678	117171	1507	158079	문화예술당	152
서울특별시	1100	도봉구	293667	140240	138792	1448	153427	문화예술당	148
서울특별시	1100	노원구	467417	238002	235916	2086	229415	문화예술당	240
서울특별시	1100	은평구	359447	169513	167567	1946	189934	문화예술당	213
서울특별시	1100	서대문구	277932	128636	127031	1605	149296	문화예술당	137
서울특별시	1100	마포구	317518	143388	141889	1499	174130	문화예술당	163
서울특별시	1100	양천구	378915	172995	171092	1903	205920	문화예술당	197
서울특별시	1100	강서구	443974	198733	197078	1655	245241	문화예술당	246
서울특별시	1100	구로구	333902	160271	158544	1727	173631	문화예술당	154
서울특별시	1100	금천구	196593	86450	85367	1083	110143	문화예술당	113
서울특별시	1100	영등포구	326350	148824	147244	1580	177526	문화예술당	146
서울특별시	1100	동작구	327717	173206	171569	1637	154511	문화예술당	158
서울특별시	1100	관악구	441081	197426	195574	1852	243655	문화예술당	226
서울특별시	1100	서초구	320775	146437	145285	1152	174338	문화예술당	233
서울특별시	1100	강남구	444494	187890	186758	1132	256604	문화예술당	221
서울특별시	1100	송파구	491127	216721	215046	1675	274406	문화예술당	255
서울특별시	1100	강동구	363743	160552	159114	1438	203191	문화예술당	152
서울특별시	1100	종로구	135727	70871	69910	961	64856	시민당	25
서울특별시	1100	중구	106880	51570	50914	656	55310	시민당	38
서울특별시	1100	용산구	192033	82606	81753	853	109427	시민당	38
서울특별시	1100	성동구	265667	123624	122134	1490	142043	시민당	46
서울특별시	1100	광진구	298666	130836	129539	1297	167830	시민당	49
서울특별시	1100	동대문구	303788	140597	138670	1927	163191	시민당	82
서울특별시	1100	중랑구	338808	147219	145117	2102	191589	시민당	156
서울특별시	1100	성북구	375377	166449	164308	2141	208928	시민당	123
서울특별시	1100	강북구	276757	118678	117171	1507	158079	시민당	66
서울특별시	1100	도봉구	293667	140240	138792	1448	153427	시민당	58
서울특별시	1100	노원구	467417	238002	235916	2086	229415	시민당	110
서울특별시	1100	은평구	359447	169513	167567	1946	189934	시민당	80
서울특별시	1100	서대문구	277932	128636	127031	1605	149296	시민당	42
서울특별시	1100	마포구	317518	143388	141889	1499	174130	시민당	59
서울특별시	1100	양천구	378915	172995	171092	1903	205920	시민당	62
서울특별시	1100	강서구	443974	198733	197078	1655	245241	시민당	111
서울특별시	1100	구로구	333902	160271	158544	1727	173631	시민당	61
서울특별시	1100	금천구	196593	86450	85367	1083	110143	시민당	42
서울특별시	1100	영등포구	326350	148824	147244	1580	177526	시민당	59
서울특별시	1100	동작구	327717	173206	171569	1637	154511	시민당	53
서울특별시	1100	관악구	441081	197426	195574	1852	243655	시민당	85
서울특별시	1100	서초구	320775	146437	145285	1152	174338	시민당	39
서울특별시	1100	강남구	444494	187890	186758	1132	256604	시민당	160
서울특별시	1100	송파구	491127	216721	215046	1675	274406	시민당	63
서울특별시	1100	강동구	363743	160552	159114	1438	203191	시민당	68
서울특별시	1100	종로구	135727	70871	69910	961	64856	신미래당	21
서울특별시	1100	중구	106880	51570	50914	656	55310	신미래당	23
서울특별시	1100	용산구	192033	82606	81753	853	109427	신미래당	23
서울특별시	1100	성동구	265667	123624	122134	1490	142043	신미래당	55
서울특별시	1100	광진구	298666	130836	129539	1297	167830	신미래당	45
서울특별시	1100	동대문구	303788	140597	138670	1927	163191	신미래당	57
서울특별시	1100	중랑구	338808	147219	145117	2102	191589	신미래당	74
서울특별시	1100	성북구	375377	166449	164308	2141	208928	신미래당	90
서울특별시	1100	강북구	276757	118678	117171	1507	158079	신미래당	41
서울특별시	1100	도봉구	293667	140240	138792	1448	153427	신미래당	49
서울특별시	1100	노원구	467417	238002	235916	2086	229415	신미래당	68
서울특별시	1100	은평구	359447	169513	167567	1946	189934	신미래당	66
서울특별시	1100	서대문구	277932	128636	127031	1605	149296	신미래당	47
서울특별시	1100	마포구	317518	143388	141889	1499	174130	신미래당	38
서울특별시	1100	양천구	378915	172995	171092	1903	205920	신미래당	45
서울특별시	1100	강서구	443974	198733	197078	1655	245241	신미래당	76
서울특별시	1100	구로구	333902	160271	158544	1727	173631	신미래당	51
서울특별시	1100	금천구	196593	86450	85367	1083	110143	신미래당	36
서울특별시	1100	영등포구	326350	148824	147244	1580	177526	신미래당	51
서울특별시	1100	동작구	327717	173206	171569	1637	154511	신미래당	50
서울특별시	1100	관악구	441081	197426	195574	1852	243655	신미래당	71
서울특별시	1100	서초구	320775	146437	145285	1152	174338	신미래당	37
서울특별시	1100	강남구	444494	187890	186758	1132	256604	신미래당	60
서울특별시	1100	송파구	491127	216721	215046	1675	274406	신미래당	57
서울특별시	1100	강동구	363743	160552	159114	1438	203191	신미래당	57
서울특별시	1100	종로구	135727	70871	69910	961	64856	직능연합당	51
서울특별시	1100	중구	106880	51570	50914	656	55310	직능연합당	49
서울특별시	1100	용산구	192033	82606	81753	853	109427	직능연합당	65
서울특별시	1100	성동구	265667	123624	122134	1490	142043	직능연합당	78
서울특별시	1100	광진구	298666	130836	129539	1297	167830	직능연합당	126
서울특별시	1100	동대문구	303788	140597	138670	1927	163191	직능연합당	146
서울특별시	1100	중랑구	338808	147219	145117	2102	191589	직능연합당	127
서울특별시	1100	성북구	375377	166449	164308	2141	208928	직능연합당	159
서울특별시	1100	강북구	276757	118678	117171	1507	158079	직능연합당	95
서울특별시	1100	도봉구	293667	140240	138792	1448	153427	직능연합당	79
서울특별시	1100	노원구	467417	238002	235916	2086	229415	직능연합당	150
서울특별시	1100	은평구	359447	169513	167567	1946	189934	직능연합당	150
서울특별시	1100	서대문구	277932	128636	127031	1605	149296	직능연합당	104
서울특별시	1100	마포구	317518	143388	141889	1499	174130	직능연합당	119
서울특별시	1100	양천구	378915	172995	171092	1903	205920	직능연합당	152
서울특별시	1100	강서구	443974	198733	197078	1655	245241	직능연합당	160
서울특별시	1100	구로구	333902	160271	158544	1727	173631	직능연합당	96
서울특별시	1100	금천구	196593	86450	85367	1083	110143	직능연합당	54
서울특별시	1100	영등포구	326350	148824	147244	1580	177526	직능연합당	93
서울특별시	1100	동작구	327717	173206	171569	1637	154511	직능연합당	207
서울특별시	1100	관악구	441081	197426	195574	1852	243655	직능연합당	244
서울특별시	1100	서초구	320775	146437	145285	1152	174338	직능연합당	134
서울특별시	1100	강남구	444494	187890	186758	1132	256604	직능연합당	117
서울특별시	1100	송파구	491127	216721	215046	1675	274406	직능연합당	171
서울특별시	1100	강동구	363743	160552	159114	1438	203191	직능연합당	144
서울특별시	1100	종로구	135727	70871	69910	961	64856	진보신당	2750
서울특별시	1100	중구	106880	51570	50914	656	55310	진보신당	1346
서울특별시	1100	용산구	192033	82606	81753	853	109427	진보신당	2780
서울특별시	1100	성동구	265667	123624	122134	1490	142043	진보신당	3809
서울특별시	1100	광진구	298666	130836	129539	1297	167830	진보신당	4384
서울특별시	1100	동대문구	303788	140597	138670	1927	163191	진보신당	4472
서울특별시	1100	중랑구	338808	147219	145117	2102	191589	진보신당	4080
서울특별시	1100	성북구	375377	166449	164308	2141	208928	진보신당	7479
서울특별시	1100	강북구	276757	118678	117171	1507	158079	진보신당	5707
서울특별시	1100	도봉구	293667	140240	138792	1448	153427	진보신당	5044
서울특별시	1100	노원구	467417	238002	235916	2086	229415	진보신당	14553
서울특별시	1100	은평구	359447	169513	167567	1946	189934	진보신당	5280
서울특별시	1100	서대문구	277932	128636	127031	1605	149296	진보신당	5612
서울특별시	1100	마포구	317518	143388	141889	1499	174130	진보신당	7990
서울특별시	1100	양천구	378915	172995	171092	1903	205920	진보신당	6478
서울특별시	1100	강서구	443974	198733	197078	1655	245241	진보신당	6998
서울특별시	1100	구로구	333902	160271	158544	1727	173631	진보신당	5327
서울특별시	1100	금천구	196593	86450	85367	1083	110143	진보신당	2414
서울특별시	1100	영등포구	326350	148824	147244	1580	177526	진보신당	5338
서울특별시	1100	동작구	327717	173206	171569	1637	154511	진보신당	7938
서울특별시	1100	관악구	441081	197426	195574	1852	243655	진보신당	12884
서울특별시	1100	서초구	320775	146437	145285	1152	174338	진보신당	5584
서울특별시	1100	강남구	444494	187890	186758	1132	256604	진보신당	7234
서울특별시	1100	송파구	491127	216721	215046	1675	274406	진보신당	7115
서울특별시	1100	강동구	363743	160552	159114	1438	203191	진보신당	5767
서울특별시	1100	종로구	135727	70871	69910	961	64856	평화통일가정당	500
서울특별시	1100	중구	106880	51570	50914	656	55310	평화통일가정당	344
서울특별시	1100	용산구	192033	82606	81753	853	109427	평화통일가정당	1221
서울특별시	1100	성동구	265667	123624	122134	1490	142043	평화통일가정당	702
서울특별시	1100	광진구	298666	130836	129539	1297	167830	평화통일가정당	1335
서울특별시	1100	동대문구	303788	140597	138670	1927	163191	평화통일가정당	1122
서울특별시	1100	중랑구	338808	147219	145117	2102	191589	평화통일가정당	1086
서울특별시	1100	성북구	375377	166449	164308	2141	208928	평화통일가정당	1228
서울특별시	1100	강북구	276757	118678	117171	1507	158079	평화통일가정당	713
서울특별시	1100	도봉구	293667	140240	138792	1448	153427	평화통일가정당	884
서울특별시	1100	노원구	467417	238002	235916	2086	229415	평화통일가정당	1193
서울특별시	1100	은평구	359447	169513	167567	1946	189934	평화통일가정당	1309
서울특별시	1100	서대문구	277932	128636	127031	1605	149296	평화통일가정당	909
서울특별시	1100	마포구	317518	143388	141889	1499	174130	평화통일가정당	1091
서울특별시	1100	양천구	378915	172995	171092	1903	205920	평화통일가정당	1146
서울특별시	1100	강서구	443974	198733	197078	1655	245241	평화통일가정당	1210
서울특별시	1100	구로구	333902	160271	158544	1727	173631	평화통일가정당	1003
서울특별시	1100	금천구	196593	86450	85367	1083	110143	평화통일가정당	564
서울특별시	1100	영등포구	326350	148824	147244	1580	177526	평화통일가정당	1020
서울특별시	1100	동작구	327717	173206	171569	1637	154511	평화통일가정당	866
서울특별시	1100	관악구	441081	197426	195574	1852	243655	평화통일가정당	1166
서울특별시	1100	서초구	320775	146437	145285	1152	174338	평화통일가정당	900
서울특별시	1100	강남구	444494	187890	186758	1132	256604	평화통일가정당	964
서울특별시	1100	송파구	491127	216721	215046	1675	274406	평화통일가정당	1283
서울특별시	1100	강동구	363743	160552	159114	1438	203191	평화통일가정당	1187
서울특별시	1100	종로구	135727	70871	69910	961	64856	한국사회당	65
서울특별시	1100	중구	106880	51570	50914	656	55310	한국사회당	65
서울특별시	1100	용산구	192033	82606	81753	853	109427	한국사회당	63
서울특별시	1100	성동구	265667	123624	122134	1490	142043	한국사회당	99
서울특별시	1100	광진구	298666	130836	129539	1297	167830	한국사회당	106
서울특별시	1100	동대문구	303788	140597	138670	1927	163191	한국사회당	131
서울특별시	1100	중랑구	338808	147219	145117	2102	191589	한국사회당	216
서울특별시	1100	성북구	375377	166449	164308	2141	208928	한국사회당	174
서울특별시	1100	강북구	276757	118678	117171	1507	158079	한국사회당	133
서울특별시	1100	도봉구	293667	140240	138792	1448	153427	한국사회당	92
서울특별시	1100	노원구	467417	238002	235916	2086	229415	한국사회당	187
서울특별시	1100	은평구	359447	169513	167567	1946	189934	한국사회당	178
서울특별시	1100	서대문구	277932	128636	127031	1605	149296	한국사회당	133
서울특별시	1100	마포구	317518	143388	141889	1499	174130	한국사회당	136
서울특별시	1100	양천구	378915	172995	171092	1903	205920	한국사회당	113
서울특별시	1100	강서구	443974	198733	197078	1655	245241	한국사회당	167
서울특별시	1100	구로구	333902	160271	158544	1727	173631	한국사회당	102
서울특별시	1100	금천구	196593	86450	85367	1083	110143	한국사회당	83
서울특별시	1100	영등포구	326350	148824	147244	1580	177526	한국사회당	118
서울특별시	1100	동작구	327717	173206	171569	1637	154511	한국사회당	120
서울특별시	1100	관악구	441081	197426	195574	1852	243655	한국사회당	214
서울특별시	1100	서초구	320775	146437	145285	1152	174338	한국사회당	69
서울특별시	1100	강남구	444494	187890	186758	1132	256604	한국사회당	84
서울특별시	1100	송파구	491127	216721	215046	1675	274406	한국사회당	146
서울특별시	1100	강동구	363743	160552	159114	1438	203191	한국사회당	102
부산광역시	2600	중구	42068	16916	16674	242	25152	통합민주당	1785
부산광역시	2600	서구	108524	49009	47834	1175	59515	통합민주당	4646
부산광역시	2600	동구	86897	34247	33462	785	52650	통합민주당	3421
부산광역시	2600	영도구	126970	56795	55469	1326	70175	통합민주당	8868
부산광역시	2600	부산진구	325043	131067	129181	1886	193976	통합민주당	15400
부산광역시	2600	동래구	224455	102919	101136	1783	121536	통합민주당	11083
부산광역시	2600	남구	237463	103212	101449	1763	134251	통합민주당	11703
