광역	광역코드	시군구	시군구코드	읍면동명	구분	선거인수	투표수	유효투표수	무효투표수	기권수	녹색당	대한애국당	더불어민주당	무소속	민주평화당	민중당	바른미래당	우리미래	자유한국당	정의당	친박연대	코리아
대전광역시	3000	서구	3003	도마2동	관내사전투표	1815	1808	1789	19	7	0	0	1030	0	0	0	135	0	588	36	0	0
대전광역시	3000	서구	3003	도마2동	선거일투표	14234	6282	6188	94	7952	0	0	2960	0	0	0	510	0	2597	121	0	0
대전광역시	3000	서구	3003	정림동	계	13968	7844	7733	111	6124	0	0	4280	0	0	0	588	0	2705	160	0	0
대전광역시	3000	서구	3003	정림동	관내사전투표	2374	2368	2344	24	6	0	0	1440	0	0	0	135	0	720	49	0	0
대전광역시	3000	서구	3003	정림동	선거일투표	11594	5476	5389	87	6118	0	0	2840	0	0	0	453	0	1985	111	0	0
대전광역시	3000	서구	3003	변동	계	13419	6006	5938	68	7413	0	0	3010	0	0	0	504	0	2287	137	0	0
대전광역시	3000	서구	3003	변동	관내사전투표	1299	1297	1289	8	2	0	0	744	0	0	0	101	0	413	31	0	0
대전광역시	3000	서구	3003	변동	선거일투표	12120	4709	4649	60	7411	0	0	2266	0	0	0	403	0	1874	106	0	0
대전광역시	3000	서구	3003	용문동	계	12619	5783	5702	81	6836	0	0	2955	0	0	0	462	0	2102	183	0	0
대전광역시	3000	서구	3003	용문동	관내사전투표	1331	1330	1322	8	1	0	0	822	0	0	0	92	0	370	38	0	0
대전광역시	3000	서구	3003	용문동	선거일투표	11288	4453	4380	73	6835	0	0	2133	0	0	0	370	0	1732	145	0	0
대전광역시	3000	서구	3003	탄방동	계	20536	9971	9871	100	10565	0	0	5603	0	0	0	822	0	3082	364	0	0
대전광역시	3000	서구	3003	탄방동	관내사전투표	1998	1995	1981	14	3	0	0	1287	0	0	0	138	0	472	84	0	0
대전광역시	3000	서구	3003	탄방동	선거일투표	18538	7976	7890	86	10562	0	0	4316	0	0	0	684	0	2610	280	0	0
대전광역시	3000	서구	3003	둔산1동	계	12115	7963	7910	53	4152	0	0	3897	0	0	0	879	0	2978	156	0	0
대전광역시	3000	서구	3003	둔산1동	관내사전투표	2207	2203	2191	12	4	0	0	1325	0	0	0	215	0	600	51	0	0
대전광역시	3000	서구	3003	둔산1동	선거일투표	9908	5760	5719	41	4148	0	0	2572	0	0	0	664	0	2378	105	0	0
대전광역시	3000	서구	3003	둔산2동	계	26325	15759	15661	98	10566	0	0	9249	0	0	0	1572	0	4401	439	0	0
대전광역시	3000	서구	3003	둔산2동	관내사전투표	2672	2661	2649	12	11	0	0	1771	0	0	0	218	0	594	66	0	0
대전광역시	3000	서구	3003	둔산2동	선거일투표	23653	13098	13012	86	10555	0	0	7478	0	0	0	1354	0	3807	373	0	0
대전광역시	3000	서구	3003	둔산3동	계	16102	9939	9858	81	6163	0	0	4914	0	0	0	950	0	3795	199	0	0
대전광역시	3000	서구	3003	둔산3동	관내사전투표	3133	3124	3114	10	9	0	0	1835	0	0	0	250	0	966	63	0	0
대전광역시	3000	서구	3003	둔산3동	선거일투표	12969	6815	6744	71	6154	0	0	3079	0	0	0	700	0	2829	136	0	0
대전광역시	3000	서구	3003	괴정동	계	16202	6837	6751	86	9365	0	0	3964	0	0	0	522	0	2036	229	0	0
대전광역시	3000	서구	3003	괴정동	관내사전투표	1492	1490	1481	9	2	0	0	962	0	0	0	101	0	371	47	0	0
대전광역시	3000	서구	3003	괴정동	선거일투표	14710	5347	5270	77	9363	0	0	3002	0	0	0	421	0	1665	182	0	0
대전광역시	3000	서구	3003	가장동	계	9917	5461	5410	51	4456	0	0	2742	0	0	0	372	0	2187	109	0	0
대전광역시	3000	서구	3003	가장동	관내사전투표	903	900	894	6	3	0	0	521	0	0	0	37	0	320	16	0	0
대전광역시	3000	서구	3003	가장동	선거일투표	9014	4561	4516	45	4453	0	0	2221	0	0	0	335	0	1867	93	0	0
대전광역시	3000	서구	3003	내동	계	18520	10503	10400	103	8017	0	0	5522	0	0	0	866	0	3749	263	0	0
대전광역시	3000	서구	3003	내동	관내사전투표	2381	2378	2365	13	3	0	0	1399	0	0	0	156	0	759	51	0	0
대전광역시	3000	서구	3003	내동	선거일투표	16139	8125	8035	90	8014	0	0	4123	0	0	0	710	0	2990	212	0	0
대전광역시	3000	서구	3003	갈마1동	계	17371	8497	8405	92	8874	0	0	4423	0	0	0	737	0	2913	332	0	0
대전광역시	3000	서구	3003	갈마1동	관내사전투표	2380	2378	2361	17	2	0	0	1321	0	0	0	148	0	801	91	0	0
대전광역시	3000	서구	3003	갈마1동	선거일투표	14991	6119	6044	75	8872	0	0	3102	0	0	0	589	0	2112	241	0	0
대전광역시	3000	서구	3003	갈마2동	계	20398	9359	9265	94	11039	0	0	5440	0	0	0	793	0	2675	357	0	0
대전광역시	3000	서구	3003	갈마2동	관내사전투표	2715	2713	2691	22	2	0	0	1744	0	0	0	191	0	675	81	0	0
대전광역시	3000	서구	3003	갈마2동	선거일투표	17683	6646	6574	72	11037	0	0	3696	0	0	0	602	0	2e3	276	0	0
대전광역시	3000	서구	3003	월평1동	계	9364	4071	4023	48	5293	0	0	2307	0	0	0	326	0	1255	135	0	0
대전광역시	3000	서구	3003	월평1동	관내사전투표	1205	1201	1192	9	4	0	0	769	0	0	0	72	0	313	38	0	0
대전광역시	3000	서구	3003	월평1동	선거일투표	8159	2870	2831	39	5289	0	0	1538	0	0	0	254	0	942	97	0	0
대전광역시	3000	서구	3003	월평2동	계	12848	7598	7464	134	5250	0	0	3848	0	0	0	647	0	2737	232	0	0
대전광역시	3000	서구	3003	월평2동	관내사전투표	2239	2235	2199	36	4	0	0	1229	0	0	0	154	0	738	78	0	0
대전광역시	3000	서구	3003	월평2동	선거일투표	10609	5363	5265	98	5246	0	0	2619	0	0	0	493	0	1999	154	0	0
대전광역시	3000	서구	3003	월평3동	계	17159	11224	11130	94	5935	0	0	6430	0	0	0	1014	0	3421	265	0	0
대전광역시	3000	서구	3003	월평3동	관내사전투표	3479	3469	3441	28	10	0	0	2154	0	0	0	277	0	938	72	0	0
대전광역시	3000	서구	3003	월평3동	선거일투표	13680	7755	7689	66	5925	0	0	4276	0	0	0	737	0	2483	193	0	0
대전광역시	3000	서구	3003	만년동	계	10315	6436	6397	39	3879	0	0	3682	0	0	0	593	0	1916	206	0	0
대전광역시	3000	서구	3003	만년동	관내사전투표	2107	2102	2095	7	5	0	0	1329	0	0	0	156	0	549	61	0	0
대전광역시	3000	서구	3003	만년동	선거일투표	8208	4334	4302	32	3874	0	0	2353	0	0	0	437	0	1367	145	0	0
대전광역시	3000	서구	3003	가수원동	계	28048	16261	16121	140	11787	0	0	9624	0	0	0	1422	0	4737	338	0	0
대전광역시	3000	서구	3003	가수원동	관내사전투표	3031	3024	3002	22	7	0	0	1899	0	0	0	207	0	833	63	0	0
대전광역시	3000	서구	3003	가수원동	선거일투표	25017	13237	13119	118	11780	0	0	7725	0	0	0	1215	0	3904	275	0	0
대전광역시	3000	서구	3003	관저1동	계	12474	7223	7142	81	5251	0	0	4398	0	0	0	540	0	2051	153	0	0
대전광역시	3000	서구	3003	관저1동	관내사전투표	2444	2439	2416	23	5	0	0	1594	0	0	0	137	0	628	57	0	0
대전광역시	3000	서구	3003	관저1동	선거일투표	10030	4784	4726	58	5246	0	0	2804	0	0	0	403	0	1423	96	0	0
대전광역시	3000	서구	3003	관저2동	계	32263	17886	17746	140	14377	0	0	11080	0	0	0	1485	0	4761	420	0	0
대전광역시	3000	서구	3003	관저2동	관내사전투표	5072	5062	5043	19	10	0	0	3405	0	0	0	352	0	1172	114	0	0
대전광역시	3000	서구	3003	관저2동	선거일투표	27191	12824	12703	121	14367	0	0	7675	0	0	0	1133	0	3589	306	0	0
대전광역시	3000	서구	3003	기성동	계	3561	2083	1969	114	1478	0	0	812	0	0	0	118	0	989	50	0	0
대전광역시	3000	서구	3003	기성동	관내사전투표	686	686	649	37	0	0	0	308	0	0	0	36	0	287	18	0	0
대전광역시	3000	서구	3003	기성동	선거일투표	2875	1397	1320	77	1478	0	0	504	0	0	0	82	0	702	32	0	0
대전광역시	3000	서구	3003	잘못 투입·구분된 투표지		0	138	134	4	-138	0	0	74	0	0	0	7	0	49	4	0	0
대전광역시	3000	유성구	3004	합계		272663	168310	166705	1605	104353	0	0	101687	0	0	0	16466	0	43981	4571	0	0
대전광역시	3000	유성구	3004	거소투표		354	333	318	15	21	0	0	151	0	0	0	52	0	108	7	0	0
대전광역시	3000	유성구	3004	관외사전투표		20528	20509	20178	331	19	0	0	13265	0	0	0	1773	0	4477	663	0	0
대전광역시	3000	유성구	3004	진잠동	계	25036	13253	13100	153	11783	0	0	7827	0	0	0	1018	0	3960	295	0	0
대전광역시	3000	유성구	3004	진잠동	관내사전투표	2575	2565	2545	20	10	0	0	1718	0	0	0	154	0	627	46	0	0
대전광역시	3000	유성구	3004	진잠동	선거일투표	22461	10688	10555	133	11773	0	0	6109	0	0	0	864	0	3333	249	0	0
대전광역시	3000	유성구	3004	원신흥동	계	33022	19409	19284	125	13613	0	0	11419	0	0	0	1837	0	5582	446	0	0
대전광역시	3000	유성구	3004	원신흥동	관내사전투표	4669	4659	4641	18	10	0	0	3090	0	0	0	375	0	1082	94	0	0
대전광역시	3000	유성구	3004	원신흥동	선거일투표	28353	14750	14643	107	13603	0	0	8329	0	0	0	1462	0	4500	352	0	0
대전광역시	3000	유성구	3004	온천1동	계	27101	12726	12581	145	14375	0	0	7264	0	0	0	1169	0	3819	329	0	0
대전광역시	3000	유성구	3004	온천1동	관내사전투표	3424	3416	3381	35	8	0	0	2162	0	0	0	256	0	874	89	0	0
대전광역시	3000	유성구	3004	온천1동	선거일투표	23677	9310	9200	110	14367	0	0	5102	0	0	0	913	0	2945	240	0	0
대전광역시	3000	유성구	3004	온천2동	계	30402	17586	17402	184	12816	0	0	10014	0	0	0	2050	0	4909	429	0	0
대전광역시	3000	유성구	3004	온천2동	관내사전투표	3113	3111	3089	22	2	0	0	2102	0	0	0	324	0	564	99	0	0
대전광역시	3000	유성구	3004	온천2동	선거일투표	27289	14475	14313	162	12814	0	0	7912	0	0	0	1726	0	4345	330	0	0
대전광역시	3000	유성구	3004	노은1동	계	16371	10108	10027	81	6263	0	0	6196	0	0	0	961	0	2602	268	0	0
대전광역시	3000	유성구	3004	노은1동	관내사전투표	3354	3346	3331	15	8	0	0	2308	0	0	0	258	0	683	82	0	0
대전광역시	3000	유성구	3004	노은1동	선거일투표	13017	6762	6696	66	6255	0	0	3888	0	0	0	703	0	1919	186	0	0
대전광역시	3000	유성구	3004	노은2동	계	17229	10724	10642	82	6505	0	0	6588	0	0	0	1078	0	2675	301	0	0
대전광역시	3000	유성구	3004	노은2동	관내사전투표	2530	2525	2513	12	5	0	0	1717	0	0	0	193	0	528	75	0	0
대전광역시	3000	유성구	3004	노은2동	선거일투표	14699	8199	8129	70	6500	0	0	4871	0	0	0	885	0	2147	226	0	0
대전광역시	3000	유성구	3004	노은3동	계	25079	15735	15641	94	9344	0	0	9830	0	0	0	1528	0	3803	480	0	0
대전광역시	3000	유성구	3004	노은3동	관내사전투표	4412	4402	4381	21	10	0	0	3012	0	0	0	359	0	885	125	0	0
대전광역시	3000	유성구	3004	노은3동	선거일투표	20667	11333	11260	73	9334	0	0	6818	0	0	0	1169	0	2918	355	0	0
대전광역시	3000	유성구	3004	신성동	계	17015	10229	10141	88	6786	0	0	5773	0	0	0	1338	0	2731	299	0	0
대전광역시	3000	유성구	3004	신성동	관내사전투표	3054	2911	2889	22	143	0	0	1873	0	0	0	326	0	602	88	0	0
대전광역시	3000	유성구	3004	신성동	선거일투표	13961	7318	7252	66	6643	0	0	3900	0	0	0	1012	0	2129	211	0	0
대전광역시	3000	유성구	3004	전민동	계	19731	12703	12624	79	7028	0	0	7590	0	0	0	1401	0	3291	342	0	0
대전광역시	3000	유성구	3004	전민동	관내사전투표	3752	3751	3737	14	1	0	0	2512	0	0	0	371	0	740	114	0	0
대전광역시	3000	유성구	3004	전민동	선거일투표	15979	8952	8887	65	7027	0	0	5078	0	0	0	1030	0	2551	228	0	0
대전광역시	3000	유성구	3004	구즉동	계	20924	11753	11609	144	9171	0	0	7723	0	0	0	906	0	2615	365	0	0
대전광역시	3000	유성구	3004	구즉동	관내사전투표	3414	3411	3381	30	3	0	0	2478	0	0	0	209	0	588	106	0	0
대전광역시	3000	유성구	3004	구즉동	선거일투표	17510	8342	8228	114	9168	0	0	5245	0	0	0	697	0	2027	259	0	0
대전광역시	3000	유성구	3004	관평동	계	19871	12967	12885	82	6904	0	0	7858	0	0	0	1337	0	3353	337	0	0
대전광역시	3000	유성구	3004	관평동	관내사전투표	4267	4262	4228	34	5	0	0	2892	0	0	0	351	0	872	113	0	0
대전광역시	3000	유성구	3004	관평동	선거일투표	15604	8705	8657	48	6899	0	0	4966	0	0	0	986	0	2481	224	0	0
대전광역시	3000	유성구	3004	잘못 투입·구분된 투표지		0	275	273	2	-275	0	0	189	0	0	0	18	0	56	10	0	0
대전광역시	3000	대덕구	3005	합계		154079	88850	87283	1567	65229	0	0	47710	0	0	0	5930	0	31488	2155	0	0
대전광역시	3000	대덕구	3005	거소투표		247	229	214	15	18	0	0	113	0	0	0	27	0	72	2	0	0
대전광역시	3000	대덕구	3005	관외사전투표		9066	9064	8875	189	2	0	0	5686	0	0	0	691	0	2221	277	0	0
대전광역시	3000	대덕구	3005	오정동	계	13055	6511	6409	102	6544	0	0	3197	0	0	0	424	0	2661	127	0	0
대전광역시	3000	대덕구	3005	오정동	관내사전투표	1381	1379	1364	15	2	0	0	773	0	0	0	75	0	495	21	0	0
대전광역시	3000	대덕구	3005	오정동	선거일투표	11674	5132	5045	87	6542	0	0	2424	0	0	0	349	0	2166	106	0	0
대전광역시	3000	대덕구	3005	대화동	계	6799	3550	3414	136	3249	0	0	1674	0	0	0	215	0	1449	76	0	0
대전광역시	3000	대덕구	3005	대화동	관내사전투표	1052	1052	987	65	0	0	0	524	0	0	0	47	0	391	25	0	0
대전광역시	3000	대덕구	3005	대화동	선거일투표	5747	2498	2427	71	3249	0	0	1150	0	0	0	168	0	1058	51	0	0
대전광역시	3000	대덕구	3005	회덕동	계	12191	6880	6754	126	5311	0	0	3345	0	0	0	399	0	2815	195	0	0
대전광역시	3000	대덕구	3005	회덕동	관내사전투표	1301	1300	1280	20	1	0	0	693	0	0	0	67	0	497	23	0	0
대전광역시	3000	대덕구	3005	회덕동	선거일투표	10890	5580	5474	106	5310	0	0	2652	0	0	0	332	0	2318	172	0	0
대전광역시	3000	대덕구	3005	비래동	계	14068	7602	7454	148	6466	0	0	4035	0	0	0	564	0	2702	153	0	0
대전광역시	3000	대덕구	3005	비래동	관내사전투표	1805	1802	1785	17	3	0	0	1071	0	0	0	115	0	563	36	0	0
대전광역시	3000	대덕구	3005	비래동	선거일투표	12263	5800	5669	131	6463	0	0	2964	0	0	0	449	0	2139	117	0	0
대전광역시	3000	대덕구	3005	송촌동	계	21631	12591	12458	133	9040	0	0	7321	0	0	0	872	0	3973	292	0	0
대전광역시	3000	대덕구	3005	송촌동	관내사전투표	3613	3598	3571	27	15	0	0	2287	0	0	0	198	0	1012	74	0	0
대전광역시	3000	대덕구	3005	송촌동	선거일투표	18018	8993	8887	106	9025	0	0	5034	0	0	0	674	0	2961	218	0	0
대전광역시	3000	대덕구	3005	중리동	계	16753	8209	8081	128	8544	0	0	4240	0	0	0	523	0	3157	161	0	0
대전광역시	3000	대덕구	3005	중리동	관내사전투표	1677	1674	1657	17	3	0	0	936	0	0	0	71	0	627	23	0	0
대전광역시	3000	대덕구	3005	중리동	선거일투표	15076	6535	6424	111	8541	0	0	3304	0	0	0	452	0	2530	138	0	0
대전광역시	3000	대덕구	3005	법1동	계	8441	4886	4795	91	3555	0	0	2579	0	0	0	301	0	1813	102	0	0
대전광역시	3000	대덕구	3005	법1동	관내사전투표	1485	1482	1454	28	3	0	0	804	0	0	0	76	0	545	29	0	0
대전광역시	3000	대덕구	3005	법1동	선거일투표	6956	3404	3341	63	3552	0	0	1775	0	0	0	225	0	1268	73	0	0
대전광역시	3000	대덕구	3005	법2동	계	13824	8437	8282	155	5387	0	0	4307	0	0	0	542	0	3253	180	0	0
대전광역시	3000	대덕구	3005	법2동	관내사전투표	2268	2265	2240	25	3	0	0	1178	0	0	0	128	0	907	27	0	0
대전광역시	3000	대덕구	3005	법2동	선거일투표	11556	6172	6042	130	5384	0	0	3129	0	0	0	414	0	2346	153	0	0
대전광역시	3000	대덕구	3005	신탄진동	계	9959	5620	5501	119	4339	0	0	2759	0	0	0	342	0	2266	134	0	0
대전광역시	3000	대덕구	3005	신탄진동	관내사전투표	1760	1757	1730	27	3	0	0	891	0	0	0	94	0	708	37	0	0
대전광역시	3000	대덕구	3005	신탄진동	선거일투표	8199	3863	3771	92	4336	0	0	1868	0	0	0	248	0	1558	97	0	0
대전광역시	3000	대덕구	3005	석봉동	계	10697	6099	6027	72	4598	0	0	3377	0	0	0	470	0	2001	179	0	0
대전광역시	3000	대덕구	3005	석봉동	관내사전투표	1579	1576	1554	22	3	0	0	946	0	0	0	92	0	474	42	0	0
대전광역시	3000	대덕구	3005	석봉동	선거일투표	9118	4523	4473	50	4595	0	0	2431	0	0	0	378	0	1527	137	0	0
대전광역시	3000	대덕구	3005	덕암동	계	11806	6276	6171	105	5530	0	0	3401	0	0	0	392	0	2190	188	0	0
대전광역시	3000	대덕구	3005	덕암동	관내사전투표	1714	1709	1681	28	5	0	0	979	0	0	0	93	0	572	37	0	0
대전광역시	3000	대덕구	3005	덕암동	선거일투표	10092	4567	4490	77	5525	0	0	2422	0	0	0	299	0	1618	151	0	0
대전광역시	3000	대덕구	3005	목상동	계	5542	2842	2795	47	2700	0	0	1646	0	0	0	167	0	893	89	0	0
대전광역시	3000	대덕구	3005	목상동	관내사전투표	932	927	916	11	5	0	0	559	0	0	0	59	0	271	27	0	0
대전광역시	3000	대덕구	3005	목상동	선거일투표	4610	1915	1879	36	2695	0	0	1087	0	0	0	108	0	622	62	0	0
대전광역시	3000	대덕구	3005	잘못 투입·구분된 투표지		0	54	53	1	-54	0	0	30	0	0	0	1	0	22	0	0	0
울산광역시	3100	중구	3101	합계		194908	128337	125872	2465	66571	0	0	65014	0	0	4078	2553	0	54227	0	0	0
울산광역시	3100	중구	3101	거소투표		283	264	250	14	19	0	0	122	0	0	6	8	0	114	0	0	0
울산광역시	3100	중구	3101	관외사전투표		12478	12466	12205	261	12	0	0	7410	0	0	370	314	0	4111	0	0	0
울산광역시	3100	중구	3101	학성동	계	9219	5406	5290	116	3813	0	0	2130	0	0	114	101	0	2945	0	0	0
울산광역시	3100	중구	3101	학성동	관내사전투표	1513	1508	1486	22	5	0	0	695	0	0	35	27	0	729	0	0	0
울산광역시	3100	중구	3101	학성동	선거일투표	7706	3898	3804	94	3808	0	0	1435	0	0	79	74	0	2216	0	0	0
울산광역시	3100	중구	3101	반구1동	계	15047	9165	9018	147	5882	0	0	4787	0	0	398	180	0	3653	0	0	0
울산광역시	3100	중구	3101	반구1동	관내사전투표	2703	2697	2681	16	6	0	0	1643	0	0	131	31	0	876	0	0	0
울산광역시	3100	중구	3101	반구1동	선거일투표	12344	6468	6337	131	5876	0	0	3144	0	0	267	149	0	2777	0	0	0
울산광역시	3100	중구	3101	반구2동	계	7756	4838	4735	103	2918	0	0	2205	0	0	144	94	0	2292	0	0	0
울산광역시	3100	중구	3101	반구2동	관내사전투표	1300	1299	1280	19	1	0	0	626	0	0	47	12	0	595	0	0	0
울산광역시	3100	중구	3101	반구2동	선거일투표	6456	3539	3455	84	2917	0	0	1579	0	0	97	82	0	1697	0	0	0
울산광역시	3100	중구	3101	복산1동	계	5566	3488	3427	61	2078	0	0	1650	0	0	80	74	0	1623	0	0	0
울산광역시	3100	중구	3101	복산1동	관내사전투표	1298	1297	1281	16	1	0	0	668	0	0	32	20	0	561	0	0	0
울산광역시	3100	중구	3101	복산1동	선거일투표	4268	2191	2146	45	2077	0	0	982	0	0	48	54	0	1062	0	0	0
울산광역시	3100	중구	3101	복산2동	계	8699	5541	5405	136	3158	0	0	2857	0	0	167	125	0	2256	0	0	0
울산광역시	3100	중구	3101	복산2동	관내사전투표	1649	1646	1628	18	3	0	0	908	0	0	69	42	0	609	0	0	0
울산광역시	3100	중구	3101	복산2동	선거일투표	7050	3895	3777	118	3155	0	0	1949	0	0	98	83	0	1647	0	0	0
울산광역시	3100	중구	3101	성안동	계	16026	10064	9879	185	5962	0	0	5501	0	0	332	235	0	3811	0	0	0
울산광역시	3100	중구	3101	성안동	관내사전투표	3192	3179	3146	33	13	0	0	1936	0	0	117	49	0	1044	0	0	0
울산광역시	3100	중구	3101	성안동	선거일투표	12834	6885	6733	152	5949	0	0	3565	0	0	215	186	0	2767	0	0	0
울산광역시	3100	중구	3101	중앙동	계	12820	7218	7104	114	5602	0	0	2830	0	0	147	143	0	3984	0	0	0
울산광역시	3100	중구	3101	중앙동	관내사전투표	1590	1588	1566	22	2	0	0	734	0	0	37	28	0	767	0	0	0
울산광역시	3100	중구	3101	중앙동	선거일투표	11230	5630	5538	92	5600	0	0	2096	0	0	110	115	0	3217	0	0	0
울산광역시	3100	중구	3101	우정동	계	16420	10557	10354	203	5863	0	0	5006	0	0	272	151	0	4925	0	0	0
울산광역시	3100	중구	3101	우정동	관내사전투표	2184	2183	2135	48	1	0	0	1148	0	0	61	22	0	904	0	0	0
울산광역시	3100	중구	3101	우정동	선거일투표	14236	8374	8219	155	5862	0	0	3858	0	0	211	129	0	4021	0	0	0
울산광역시	3100	중구	3101	태화동	계	26145	17795	17460	335	8350	0	0	9516	0	0	484	305	0	7155	0	0	0
울산광역시	3100	중구	3101	태화동	관내사전투표	4026	4021	3981	40	5	0	0	2415	0	0	107	51	0	1408	0	0	0
울산광역시	3100	중구	3101	태화동	선거일투표	22119	13774	13479	295	8345	0	0	7101	0	0	377	254	0	5747	0	0	0
울산광역시	3100	중구	3101	다운동	계	21216	13102	12816	286	8114	0	0	6106	0	0	468	249	0	5993	0	0	0
울산광역시	3100	중구	3101	다운동	관내사전투표	2821	2816	2796	20	5	0	0	1583	0	0	78	46	0	1089	0	0	0
울산광역시	3100	중구	3101	다운동	선거일투표	18395	10286	10020	266	8109	0	0	4523	0	0	390	203	0	4904	0	0	0
울산광역시	3100	중구	3101	병영1동	계	19212	12580	12334	246	6632	0	0	6296	0	0	452	270	0	5316	0	0	0
울산광역시	3100	중구	3101	병영1동	관내사전투표	3586	3581	3483	98	5	0	0	1892	0	0	131	82	0	1378	0	0	0
울산광역시	3100	중구	3101	병영1동	선거일투표	15626	8999	8851	148	6627	0	0	4404	0	0	321	188	0	3938	0	0	0
울산광역시	3100	중구	3101	병영2동	계	15982	9956	9761	195	6026	0	0	5149	0	0	434	187	0	3991	0	0	0
울산광역시	3100	중구	3101	병영2동	관내사전투표	2156	2153	2133	20	3	0	0	1222	0	0	113	24	0	774	0	0	0
울산광역시	3100	중구	3101	병영2동	선거일투표	13826	7803	7628	175	6023	0	0	3927	0	0	321	163	0	3217	0	0	0
울산광역시	3100	중구	3101	약사동	계	8039	5784	5734	50	2255	0	0	3386	0	0	209	115	0	2024	0	0	0
울산광역시	3100	중구	3101	약사동	관내사전투표	2171	2161	2149	12	10	0	0	1357	0	0	86	41	0	665	0	0	0
울산광역시	3100	중구	3101	약사동	선거일투표	5868	3623	3585	38	2245	0	0	2029	0	0	123	74	0	1359	0	0	0
울산광역시	3100	중구	3101	잘못 투입·구분된 투표지		0	113	100	13	-113	0	0	63	0	0	1	2	0	34	0	0	0
울산광역시	3100	남구	3102	합계		274930	176694	174249	2445	98236	0	0	89518	0	0	5989	3502	0	75240	0	0	0
울산광역시	3100	남구	3102	거소투표		404	378	352	26	26	0	0	151	0	0	18	12	0	171	0	0	0
울산광역시	3100	남구	3102	관외사전투표		20953	20924	20498	426	29	0	0	12229	0	0	656	472	0	7141	0	0	0
울산광역시	3100	남구	3102	신정1동	계	16277	9829	9651	178	6448	0	0	4e3	0	0	286	179	0	5186	0	0	0
울산광역시	3100	남구	3102	신정1동	관내사전투표	2658	2658	2629	29	0	0	0	1134	0	0	67	46	0	1382	0	0	0
울산광역시	3100	남구	3102	신정1동	선거일투표	13619	7171	7022	149	6448	0	0	2866	0	0	219	133	0	3804	0	0	0
울산광역시	3100	남구	3102	신정2동	계	18851	11894	11750	144	6957	0	0	5665	0	0	315	212	0	5558	0	0	0
울산광역시	3100	남구	3102	신정2동	관내사전투표	2399	2398	2366	32	1	0	0	1248	0	0	80	34	0	1004	0	0	0
울산광역시	3100	남구	3102	신정2동	선거일투표	16452	9496	9384	112	6956	0	0	4417	0	0	235	178	0	4554	0	0	0
울산광역시	3100	남구	3102	신정3동	계	13561	8109	8026	83	5452	0	0	3804	0	0	255	135	0	3832	0	0	0
울산광역시	3100	남구	3102	신정3동	관내사전투표	2379	2378	2358	20	1	0	0	1221	0	0	74	34	0	1029	0	0	0
울산광역시	3100	남구	3102	신정3동	선거일투표	11182	5731	5668	63	5451	0	0	2583	0	0	181	101	0	2803	0	0	0
울산광역시	3100	남구	3102	신정4동	계	18079	11425	11244	181	6654	0	0	5626	0	0	422	212	0	4984	0	0	0
울산광역시	3100	남구	3102	신정4동	관내사전투표	2947	2945	2900	45	2	0	0	1555	0	0	111	47	0	1187	0	0	0
울산광역시	3100	남구	3102	신정4동	선거일투표	15132	8480	8344	136	6652	0	0	4071	0	0	311	165	0	3797	0	0	0
울산광역시	3100	남구	3102	신정5동	계	7322	4143	4058	85	3179	0	0	1815	0	0	125	86	0	2032	0	0	0
울산광역시	3100	남구	3102	신정5동	관내사전투표	1258	1255	1238	17	3	0	0	649	0	0	21	25	0	543	0	0	0
울산광역시	3100	남구	3102	신정5동	선거일투표	6064	2888	2820	68	3176	0	0	1166	0	0	104	61	0	1489	0	0	0
울산광역시	3100	남구	3102	달동	계	22549	12630	12482	148	9919	0	0	6117	0	0	476	239	0	5650	0	0	0
울산광역시	3100	남구	3102	달동	관내사전투표	1782	1781	1764	17	1	0	0	980	0	0	70	25	0	689	0	0	0
울산광역시	3100	남구	3102	달동	선거일투표	20767	10849	10718	131	9918	0	0	5137	0	0	406	214	0	4961	0	0	0
울산광역시	3100	남구	3102	삼산동	계	39496	22090	21877	213	17406	0	0	12054	0	0	810	387	0	8626	0	0	0
울산광역시	3100	남구	3102	삼산동	관내사전투표	5081	5079	5054	25	2	0	0	3041	0	0	185	81	0	1747	0	0	0
울산광역시	3100	남구	3102	삼산동	선거일투표	34415	17011	16823	188	17404	0	0	9013	0	0	625	306	0	6879	0	0	0
울산광역시	3100	남구	3102	삼호동	계	18762	11197	11029	168	7565	0	0	5632	0	0	410	255	0	4732	0	0	0
울산광역시	3100	남구	3102	삼호동	관내사전투표	2784	2784	2747	37	0	0	0	1551	0	0	119	48	0	1029	0	0	0
울산광역시	3100	남구	3102	삼호동	선거일투표	15978	8413	8282	131	7565	0	0	4081	0	0	291	207	0	3703	0	0	0
울산광역시	3100	남구	3102	무거동	계	25875	16955	16730	225	8920	0	0	9172	0	0	518	440	0	6600	0	0	0
울산광역시	3100	남구	3102	무거동	관내사전투표	3789	3787	3747	40	2	0	0	2276	0	0	125	102	0	1244	0	0	0
울산광역시	3100	남구	3102	무거동	선거일투표	22086	13168	12983	185	8918	0	0	6896	0	0	393	338	0	5356	0	0	0
울산광역시	3100	남구	3102	옥동	계	18451	12597	12472	125	5854	0	0	6276	0	0	365	256	0	5575	0	0	0
울산광역시	3100	남구	3102	옥동	관내사전투표	2932	2927	2909	18	5	0	0	1699	0	0	81	53	0	1076	0	0	0
울산광역시	3100	남구	3102	옥동	선거일투표	15519	9670	9563	107	5849	0	0	4577	0	0	284	203	0	4499	0	0	0
