광역	광역코드	시군구	시군구코드	읍면동명	구분	선거인수	투표수	유효투표수	무효투표수	기권수	녹색당	대한애국당	더불어민주당	무소속	민주평화당	민중당	바른미래당	우리미래	자유한국당	정의당	친박연대	코리아
서울특별시	1100	종로구	1101	합계		134963	81195	80091	1104	53768	1896	223	41148	0	0	358	15946	215	18777	1469	59	0
서울특별시	1100	종로구	1101	거소투표		145	138	133	5	7	2	0	62	0	0	2	36	0	28	2	1	0
서울특별시	1100	종로구	1101	관외사전투표		8516	8506	8412	94	10	218	17	4950	0	0	38	1533	38	1419	191	8	0
서울특별시	1100	종로구	1101	청운효자동	계	9719	6057	5980	77	3662	188	25	3025	0	0	21	1167	16	1420	116	2	0
서울특별시	1100	종로구	1101	청운효자동	관내사전투표	1618	1618	1604	14	0	44	3	900	0	0	7	293	1	315	40	1	0
서울특별시	1100	종로구	1101	청운효자동	선거일투표	8101	4439	4376	63	3662	144	22	2125	0	0	14	874	15	1105	76	1	0
서울특별시	1100	종로구	1101	사직동	계	8106	4972	4926	46	3134	128	10	2097	0	0	19	1116	8	1453	92	3	0
서울특별시	1100	종로구	1101	사직동	관내사전투표	1831	1831	1819	12	0	41	2	970	0	0	6	342	0	418	38	2	0
서울특별시	1100	종로구	1101	사직동	선거일투표	6275	3141	3107	34	3134	87	8	1127	0	0	13	774	8	1035	54	1	0
서울특별시	1100	종로구	1101	삼청동	계	2307	1284	1274	10	1023	39	3	583	0	0	1	249	2	376	19	2	0
서울특별시	1100	종로구	1101	삼청동	관내사전투표	360	360	358	2	0	10	0	200	0	0	0	55	0	81	12	0	0
서울특별시	1100	종로구	1101	삼청동	선거일투표	1947	924	916	8	1023	29	3	383	0	0	1	194	2	295	7	2	0
서울특별시	1100	종로구	1101	부암동	계	7997	4780	4713	67	3217	126	18	2277	0	0	24	915	9	1255	88	1	0
서울특별시	1100	종로구	1101	부암동	관내사전투표	1196	1195	1176	19	1	31	2	676	0	0	9	173	2	256	26	1	0
서울특별시	1100	종로구	1101	부암동	선거일투표	6801	3585	3537	48	3216	95	16	1601	0	0	15	742	7	999	62	0	0
서울특별시	1100	종로구	1101	평창동	계	15012	8820	8742	78	6192	206	26	3702	0	0	28	1785	19	2814	157	5	0
서울특별시	1100	종로구	1101	평창동	관내사전투표	2305	2305	2288	17	0	61	3	1135	0	0	8	404	6	627	43	1	0
서울특별시	1100	종로구	1101	평창동	선거일투표	12707	6515	6454	61	6192	145	23	2567	0	0	20	1381	13	2187	114	4	0
서울특별시	1100	종로구	1101	무악동	계	6306	4086	4036	50	2220	66	7	2005	0	0	13	921	12	917	90	5	0
서울특별시	1100	종로구	1101	무악동	관내사전투표	1305	1302	1292	10	3	15	2	776	0	0	0	254	1	215	29	0	0
서울특별시	1100	종로구	1101	무악동	선거일투표	5001	2784	2744	40	2217	51	5	1229	0	0	13	667	11	702	61	5	0
서울특별시	1100	종로구	1101	교남동	계	8372	5338	5277	61	3034	117	10	2540	0	0	25	1281	12	1177	111	4	0
서울특별시	1100	종로구	1101	교남동	관내사전투표	1691	1690	1667	23	1	34	3	936	0	0	6	351	4	295	38	0	0
서울특별시	1100	종로구	1101	교남동	선거일투표	6681	3648	3610	38	3033	83	7	1604	0	0	19	930	8	882	73	4	0
서울특별시	1100	종로구	1101	가회동	계	3787	2300	2267	33	1487	63	5	1137	0	0	5	395	7	594	59	2	0
서울특별시	1100	종로구	1101	가회동	관내사전투표	723	722	711	11	1	15	0	397	0	0	1	124	2	148	24	0	0
서울특별시	1100	종로구	1101	가회동	선거일투표	3064	1578	1556	22	1486	48	5	740	0	0	4	271	5	446	35	2	0
서울특별시	1100	종로구	1101	종로1·2·3·4가동	계	6385	2710	2665	45	3675	51	9	1207	0	0	11	520	6	811	45	5	0
서울특별시	1100	종로구	1101	종로1·2·3·4가동	관내사전투표	453	453	446	7	0	14	0	252	0	0	3	73	0	97	7	0	0
서울특별시	1100	종로구	1101	종로1·2·3·4가동	선거일투표	5932	2257	2219	38	3675	37	9	955	0	0	8	447	6	714	38	5	0
서울특별시	1100	종로구	1101	종로5·6가동	계	4492	2161	2118	43	2331	36	4	1029	0	0	12	442	6	565	23	1	0
서울특별시	1100	종로구	1101	종로5·6가동	관내사전투표	527	526	518	8	1	7	0	285	0	0	3	99	1	117	6	0	0
서울특별시	1100	종로구	1101	종로5·6가동	선거일투표	3965	1635	1600	35	2330	29	4	744	0	0	9	343	5	448	17	1	0
서울특별시	1100	종로구	1101	이화동	계	6951	3936	3870	66	3015	97	12	2154	0	0	23	725	11	777	67	4	0
서울특별시	1100	종로구	1101	이화동	관내사전투표	1123	1123	1116	7	0	29	1	670	0	0	6	195	1	186	26	2	0
서울특별시	1100	종로구	1101	이화동	선거일투표	5828	2813	2754	59	3015	68	11	1484	0	0	17	530	10	591	41	2	0
서울특별시	1100	종로구	1101	혜화동	계	14258	8882	8742	140	5376	344	23	4699	0	0	50	1677	27	1751	169	2	0
서울특별시	1100	종로구	1101	혜화동	관내사전투표	2930	2927	2894	33	3	107	7	1747	0	0	14	465	7	489	56	2	0
서울특별시	1100	종로구	1101	혜화동	선거일투표	11328	5955	5848	107	5373	237	16	2952	0	0	36	1212	20	1262	113	0	0
서울특별시	1100	종로구	1101	창신제1동	계	4732	2416	2376	40	2316	30	16	1326	0	0	15	436	7	516	27	3	0
서울특별시	1100	종로구	1101	창신제1동	관내사전투표	426	426	418	8	0	7	1	265	0	0	3	64	2	71	5	0	0
서울특별시	1100	종로구	1101	창신제1동	선거일투표	4306	1990	1958	32	2316	23	15	1061	0	0	12	372	5	445	22	3	0
서울특별시	1100	종로구	1101	창신제2동	계	8026	4223	4133	90	3803	38	11	2479	0	0	20	760	13	754	54	4	0
서울특별시	1100	종로구	1101	창신제2동	관내사전투표	1026	1026	1011	15	0	11	2	671	0	0	4	165	3	145	10	0	0
서울특별시	1100	종로구	1101	창신제2동	선거일투표	7000	3197	3122	75	3803	27	9	1808	0	0	16	595	10	609	44	4	0
서울특별시	1100	종로구	1101	창신제3동	계	5999	3507	3461	46	2492	48	5	1903	0	0	16	667	9	739	72	2	0
서울특별시	1100	종로구	1101	창신제3동	관내사전투표	991	990	981	9	1	14	0	614	0	0	2	161	2	168	20	0	0
서울특별시	1100	종로구	1101	창신제3동	선거일투표	5008	2517	2480	37	2491	34	5	1289	0	0	14	506	7	571	52	2	0
서울특별시	1100	종로구	1101	숭인제1동	계	5419	2870	2819	51	2549	37	11	1553	0	0	11	588	8	578	32	1	0
서울특별시	1100	종로구	1101	숭인제1동	관내사전투표	890	890	883	7	0	13	5	549	0	0	0	139	3	163	11	0	0
서울특별시	1100	종로구	1101	숭인제1동	선거일투표	4529	1980	1936	44	2549	24	6	1004	0	0	11	449	5	415	21	1	0
서울특별시	1100	종로구	1101	숭인제2동	계	8434	4180	4119	61	4254	62	11	2407	0	0	23	727	5	825	55	4	0
서울특별시	1100	종로구	1101	숭인제2동	관내사전투표	1136	1136	1125	11	0	14	4	720	0	0	5	167	1	198	16	0	0
서울특별시	1100	종로구	1101	숭인제2동	선거일투표	7298	3044	2994	50	4254	48	7	1687	0	0	18	560	4	627	39	4	0
서울특별시	1100	종로구	1101	잘못 투입·구분된 투표지		0	29	28	1	-29	0	0	13	0	0	1	6	0	8	0	0	0
서울특별시	1100	중구	1102	합계		112336	66474	65491	983	45862	1076	193	34243	0	0	279	12814	149	15618	1023	96	0
서울특별시	1100	중구	1102	거소투표		100	93	91	2	7	2	1	34	0	0	1	32	0	16	5	0	0
서울특별시	1100	중구	1102	관외사전투표		7915	7911	7833	78	4	146	24	4762	0	0	20	1425	19	1293	137	7	0
서울특별시	1100	중구	1102	소공동	계	1639	879	874	5	760	20	3	408	0	0	1	194	2	233	13	0	0
서울특별시	1100	중구	1102	소공동	관내사전투표	193	193	193	0	0	5	0	117	0	0	0	29	1	39	2	0	0
서울특별시	1100	중구	1102	소공동	선거일투표	1446	686	681	5	760	15	3	291	0	0	1	165	1	194	11	0	0
서울특별시	1100	중구	1102	회현동	계	4773	2179	2135	44	2594	31	10	849	0	0	8	464	4	742	23	4	0
서울특별시	1100	중구	1102	회현동	관내사전투표	568	568	563	5	0	5	2	251	0	0	2	99	1	194	8	1	0
서울특별시	1100	중구	1102	회현동	선거일투표	4205	1611	1572	39	2594	26	8	598	0	0	6	365	3	548	15	3	0
서울특별시	1100	중구	1102	명동	계	2274	1093	1081	12	1181	19	2	469	0	0	5	203	1	365	16	1	0
서울특별시	1100	중구	1102	명동	관내사전투표	351	351	349	2	0	4	0	193	0	0	1	49	0	96	6	0	0
서울특별시	1100	중구	1102	명동	선거일투표	1923	742	732	10	1181	15	2	276	0	0	4	154	1	269	10	1	0
서울특별시	1100	중구	1102	필동	계	3528	2031	2006	25	1497	28	12	941	0	0	11	407	4	564	36	3	0
서울특별시	1100	중구	1102	필동	관내사전투표	668	668	658	10	0	7	2	387	0	0	4	100	0	145	11	2	0
서울특별시	1100	중구	1102	필동	선거일투표	2860	1363	1348	15	1497	21	10	554	0	0	7	307	4	419	25	1	0
서울특별시	1100	중구	1102	장충동	계	3944	2130	2105	25	1814	50	10	1118	0	0	12	389	9	478	37	2	0
서울특별시	1100	중구	1102	장충동	관내사전투표	541	541	537	4	0	13	3	319	0	0	2	78	2	112	8	0	0
서울특별시	1100	중구	1102	장충동	선거일투표	3403	1589	1568	21	1814	37	7	799	0	0	10	311	7	366	29	2	0
서울특별시	1100	중구	1102	광희동	계	4150	2006	1982	24	2144	31	5	864	0	0	10	397	1	633	38	3	0
서울특별시	1100	중구	1102	광희동	관내사전투표	353	353	353	0	0	5	0	173	0	0	1	62	0	106	5	1	0
서울특별시	1100	중구	1102	광희동	선거일투표	3797	1653	1629	24	2144	26	5	691	0	0	9	335	1	527	33	2	0
서울특별시	1100	중구	1102	을지로동	계	1460	694	685	9	766	6	4	278	0	0	1	143	4	240	8	1	0
서울특별시	1100	중구	1102	을지로동	관내사전투표	176	176	175	1	0	0	2	89	0	0	0	33	0	49	1	1	0
서울특별시	1100	중구	1102	을지로동	선거일투표	1284	518	510	8	766	6	2	189	0	0	1	110	4	191	7	0	0
서울특별시	1100	중구	1102	신당동	계	6854	3346	3288	58	3508	39	6	1729	0	0	28	571	11	847	51	6	0
서울특별시	1100	중구	1102	신당동	관내사전투표	781	781	768	13	0	6	1	446	0	0	0	110	5	186	13	1	0
서울특별시	1100	중구	1102	신당동	선거일투표	6073	2565	2520	45	3508	33	5	1283	0	0	28	461	6	661	38	5	0
서울특별시	1100	중구	1102	다산동	계	11845	6558	6431	127	5287	117	22	3453	0	0	26	1145	15	1535	106	12	0
서울특별시	1100	중구	1102	다산동	관내사전투표	1448	1448	1425	23	0	16	4	870	0	0	7	229	3	275	19	2	0
서울특별시	1100	중구	1102	다산동	선거일투표	10397	5110	5006	104	5287	101	18	2583	0	0	19	916	12	1260	87	10	0
서울특별시	1100	중구	1102	약수동	계	14700	8899	8761	138	5801	127	27	4402	0	0	27	1793	25	2206	136	18	0
서울특별시	1100	중구	1102	약수동	관내사전투표	1834	1834	1808	26	0	23	6	1023	0	0	11	302	7	391	42	3	0
서울특별시	1100	중구	1102	약수동	선거일투표	12866	7065	6953	112	5801	104	21	3379	0	0	16	1491	18	1815	94	15	0
서울특별시	1100	중구	1102	청구동	계	12096	7499	7394	105	4597	130	19	3766	0	0	35	1528	12	1794	97	13	0
서울특별시	1100	중구	1102	청구동	관내사전투표	1359	1359	1347	12	0	16	2	832	0	0	6	228	4	229	30	0	0
서울특별시	1100	중구	1102	청구동	선거일투표	10737	6140	6047	93	4597	114	17	2934	0	0	29	1300	8	1565	67	13	0
서울특별시	1100	중구	1102	신당제5동	계	7848	4340	4258	82	3508	67	12	2356	0	0	15	739	6	986	68	9	0
서울특별시	1100	중구	1102	신당제5동	관내사전투표	1389	1389	1367	22	0	24	4	809	0	0	4	207	0	292	22	5	0
서울특별시	1100	중구	1102	신당제5동	선거일투표	6459	2951	2891	60	3508	43	8	1547	0	0	11	532	6	694	46	4	0
서울특별시	1100	중구	1102	동화동	계	8918	5553	5480	73	3365	79	13	2768	0	0	19	1155	10	1363	68	5	0
서울특별시	1100	중구	1102	동화동	관내사전투표	1470	1470	1460	10	0	20	3	812	0	0	2	253	4	349	17	0	0
서울특별시	1100	중구	1102	동화동	선거일투표	7448	4083	4020	63	3365	59	10	1956	0	0	17	902	6	1014	51	5	0
서울특별시	1100	중구	1102	황학동	계	10434	5273	5183	90	5161	85	14	2831	0	0	35	1033	15	1071	94	5	0
서울특별시	1100	중구	1102	황학동	관내사전투표	1046	1046	1028	18	0	19	2	621	0	0	4	152	1	202	26	1	0
서울특별시	1100	중구	1102	황학동	선거일투표	9388	4227	4155	72	5161	66	12	2210	0	0	31	881	14	869	68	4	0
서울특별시	1100	중구	1102	중림동	계	9858	5982	5897	85	3876	99	8	3213	0	0	25	1194	11	1250	90	7	0
서울특별시	1100	중구	1102	중림동	관내사전투표	1542	1542	1523	19	0	24	5	937	0	0	6	274	2	253	21	1	0
서울특별시	1100	중구	1102	중림동	선거일투표	8316	4440	4374	66	3876	75	3	2276	0	0	19	920	9	997	69	6	0
서울특별시	1100	중구	1102	잘못 투입·구분된 투표지		0	8	7	1	-8	0	1	2	0	0	0	2	0	2	0	0	0
서울특별시	1100	용산구	1103	합계		200009	116054	114662	1392	83955	2392	231	53964	0	0	436	24074	226	31073	2151	115	0
서울특별시	1100	용산구	1103	거소투표		185	174	166	8	11	4	0	64	0	0	2	46	1	47	2	0	0
서울특별시	1100	용산구	1103	관외사전투표		13229	13223	13097	126	6	292	24	7195	0	0	51	2596	23	2565	339	12	0
서울특별시	1100	용산구	1103	후암동	계	14621	8195	8075	120	6426	159	22	4356	0	0	26	1523	15	1787	174	13	0
서울특별시	1100	용산구	1103	후암동	관내사전투표	2447	2446	2415	31	1	39	8	1402	0	0	8	398	3	486	65	6	0
서울특별시	1100	용산구	1103	후암동	선거일투표	12174	5749	5660	89	6425	120	14	2954	0	0	18	1125	12	1301	109	7	0
서울특별시	1100	용산구	1103	용산2가동	계	9207	5052	4967	85	4155	144	8	2611	0	0	26	848	9	1209	107	5	0
서울특별시	1100	용산구	1103	용산2가동	관내사전투표	1426	1426	1407	19	0	30	2	805	0	0	3	218	4	316	27	2	0
서울특별시	1100	용산구	1103	용산2가동	선거일투표	7781	3626	3560	66	4155	114	6	1806	0	0	23	630	5	893	80	3	0
서울특별시	1100	용산구	1103	남영동	계	7221	3384	3332	52	3837	65	17	1773	0	0	19	614	7	774	62	1	0
서울특별시	1100	용산구	1103	남영동	관내사전투표	977	977	970	7	0	16	4	580	0	0	4	143	1	201	21	0	0
서울특별시	1100	용산구	1103	남영동	선거일투표	6244	2407	2362	45	3837	49	13	1193	0	0	15	471	6	573	41	1	0
서울특별시	1100	용산구	1103	청파동	계	16209	8360	8260	100	7849	308	20	4169	0	0	55	1451	14	2094	140	9	0
서울특별시	1100	용산구	1103	청파동	관내사전투표	1748	1748	1736	12	0	76	4	1013	0	0	11	257	3	335	36	1	0
서울특별시	1100	용산구	1103	청파동	선거일투표	14461	6612	6524	88	7849	232	16	3156	0	0	44	1194	11	1759	104	8	0
서울특별시	1100	용산구	1103	원효로제1동	계	11994	7063	6983	80	4931	155	7	3545	0	0	23	1602	13	1501	132	5	0
서울특별시	1100	용산구	1103	원효로제1동	관내사전투표	1807	1807	1800	7	0	33	2	1044	0	0	7	335	4	337	38	0	0
서울특별시	1100	용산구	1103	원효로제1동	선거일투표	10187	5256	5183	73	4931	122	5	2501	0	0	16	1267	9	1164	94	5	0
서울특별시	1100	용산구	1103	원효로제2동	계	11585	7015	6940	75	4570	117	10	3442	0	0	24	1444	21	1706	168	8	0
서울특별시	1100	용산구	1103	원효로제2동	관내사전투표	1761	1759	1747	12	2	21	1	1032	0	0	2	313	4	334	38	2	0
서울특별시	1100	용산구	1103	원효로제2동	선거일투표	9824	5256	5193	63	4568	96	9	2410	0	0	22	1131	17	1372	130	6	0
서울특별시	1100	용산구	1103	효창동	계	7449	4462	4415	47	2987	94	9	2191	0	0	26	886	6	1124	74	5	0
서울특별시	1100	용산구	1103	효창동	관내사전투표	1289	1289	1284	5	0	36	1	756	0	0	7	203	0	255	24	2	0
서울특별시	1100	용산구	1103	효창동	선거일투표	6160	3173	3131	42	2987	58	8	1435	0	0	19	683	6	869	50	3	0
서울특별시	1100	용산구	1103	용문동	계	10201	6255	6174	81	3946	112	12	3200	0	0	22	1300	15	1374	131	8	0
서울특별시	1100	용산구	1103	용문동	관내사전투표	1803	1802	1790	12	1	29	1	1044	0	0	3	328	4	344	36	1	0
서울특별시	1100	용산구	1103	용문동	선거일투표	8398	4453	4384	69	3945	83	11	2156	0	0	19	972	11	1030	95	7	0
서울특별시	1100	용산구	1103	한강로동	계	14221	7214	7147	67	7007	125	15	2861	0	0	18	1803	13	2203	101	8	0
서울특별시	1100	용산구	1103	한강로동	관내사전투표	1284	1284	1279	5	0	20	1	670	0	0	2	273	1	281	27	4	0
서울특별시	1100	용산구	1103	한강로동	선거일투표	12937	5930	5868	62	7007	105	14	2191	0	0	16	1530	12	1922	74	4	0
서울특별시	1100	용산구	1103	이촌제1동	계	21506	12948	12857	91	8558	224	22	4324	0	0	27	3413	19	4641	179	8	0
서울특별시	1100	용산구	1103	이촌제1동	관내사전투표	3497	3497	3483	14	0	67	6	1473	0	0	4	772	5	1094	62	0	0
서울특별시	1100	용산구	1103	이촌제1동	선거일투표	18009	9451	9374	77	8558	157	16	2851	0	0	23	2641	14	3547	117	8	0
서울특별시	1100	용산구	1103	이촌제2동	계	7440	4639	4578	61	2801	60	10	2041	0	0	23	1e3	8	1355	76	5	0
서울특별시	1100	용산구	1103	이촌제2동	관내사전투표	1111	1111	1105	6	0	9	3	582	0	0	2	192	2	283	29	3	0
서울특별시	1100	용산구	1103	이촌제2동	선거일투표	6329	3528	3473	55	2801	51	7	1459	0	0	21	808	6	1072	47	2	0
서울특별시	1100	용산구	1103	이태원제1동	계	6274	2981	2947	34	3293	57	7	1233	0	0	11	593	8	987	49	2	0
서울특별시	1100	용산구	1103	이태원제1동	관내사전투표	699	699	694	5	0	4	0	359	0	0	2	133	0	178	17	1	0
서울특별시	1100	용산구	1103	이태원제1동	선거일투표	5575	2282	2253	29	3293	53	7	874	0	0	9	460	8	809	32	1	0
서울특별시	1100	용산구	1103	이태원제2동	계	8014	4185	4118	67	3829	83	13	2049	0	0	16	744	8	1129	72	4	0
서울특별시	1100	용산구	1103	이태원제2동	관내사전투표	1060	1057	1045	12	3	16	2	610	0	0	1	156	1	236	23	0	0
서울특별시	1100	용산구	1103	이태원제2동	선거일투표	6954	3128	3073	55	3826	67	11	1439	0	0	15	588	7	893	49	4	0
서울특별시	1100	용산구	1103	한남동	계	17112	7836	7728	108	9276	168	8	3508	0	0	32	1451	12	2418	121	10	0
서울특별시	1100	용산구	1103	한남동	관내사전투표	1776	1775	1759	16	1	42	1	955	0	0	4	280	1	443	33	0	0
서울특별시	1100	용산구	1103	한남동	선거일투표	15336	6061	5969	92	9275	126	7	2553	0	0	28	1171	11	1975	88	10	0
서울특별시	1100	용산구	1103	서빙고동	계	10196	5871	5819	52	4325	107	12	1965	0	0	13	1416	20	2193	87	6	0
서울특별시	1100	용산구	1103	서빙고동	관내사전투표	1217	1217	1202	15	0	14	2	546	0	0	4	243	3	376	11	3	0
서울특별시	1100	용산구	1103	서빙고동	선거일투표	8979	4654	4617	37	4325	93	10	1419	0	0	9	1173	17	1817	76	3	0
서울특별시	1100	용산구	1103	보광동	계	13345	7187	7049	138	6158	118	15	3429	0	0	22	1344	14	1964	137	6	0
서울특별시	1100	용산구	1103	보광동	관내사전투표	2063	2063	2035	28	0	22	2	1043	0	0	4	382	3	538	40	1	0
서울특별시	1100	용산구	1103	보광동	선거일투표	11282	5124	5014	110	6158	96	13	2386	0	0	18	962	11	1426	97	5	0
서울특별시	1100	용산구	1103	잘못 투입·구분된 투표지		0	10	10	0	-10	0	0	8	0	0	0	0	0	2	0	0	0
서울특별시	1100	성동구	1104	합계		264634	157863	155866	1997	106771	2418	309	84106	0	0	689	30379	370	34878	2594	123	0
서울특별시	1100	성동구	1104	거소투표		219	205	200	5	14	4	1	89	0	0	2	63	3	35	2	1	0
서울특별시	1100	성동구	1104	관외사전투표		15674	15661	15494	167	13	272	20	9264	0	0	83	2964	38	2534	306	13	0
서울특별시	1100	성동구	1104	금호1가동	계	12039	6974	6879	95	5065	104	15	3659	0	0	25	1395	10	1573	95	3	0
서울특별시	1100	성동구	1104	금호1가동	관내사전투표	1424	1424	1415	9	0	18	1	873	0	0	3	233	1	260	26	0	0
서울특별시	1100	성동구	1104	금호1가동	선거일투표	10615	5550	5464	86	5065	86	14	2786	0	0	22	1162	9	1313	69	3	0
서울특별시	1100	성동구	1104	금호2·3가동	계	19438	11079	10960	119	8359	138	13	5862	0	0	46	2203	23	2484	183	8	0
서울특별시	1100	성동구	1104	금호2·3가동	관내사전투표	2835	2835	2815	20	0	27	4	1752	0	0	13	446	4	527	40	2	0
서울특별시	1100	성동구	1104	금호2·3가동	선거일투표	16603	8244	8145	99	8359	111	9	4110	0	0	33	1757	19	1957	143	6	0
서울특별시	1100	성동구	1104	금호4가동	계	12358	7323	7228	95	5035	82	10	3745	0	0	17	1545	16	1702	106	5	0
서울특별시	1100	성동구	1104	금호4가동	관내사전투표	2171	2171	2144	27	0	27	1	1266	0	0	7	353	5	449	33	3	0
서울특별시	1100	성동구	1104	금호4가동	선거일투표	10187	5152	5084	68	5035	55	9	2479	0	0	10	1192	11	1253	73	2	0
서울특별시	1100	성동구	1104	옥수동	계	21632	12495	12398	97	9137	189	35	5885	0	0	28	2746	22	3283	204	6	0
서울특별시	1100	성동구	1104	옥수동	관내사전투표	2734	2732	2718	14	2	32	1	1492	0	0	4	521	3	612	52	1	0
서울특별시	1100	성동구	1104	옥수동	선거일투표	18898	9763	9680	83	9135	157	34	4393	0	0	24	2225	19	2671	152	5	0
서울특별시	1100	성동구	1104	응봉동	계	12500	7468	7392	76	5032	108	14	3808	0	0	28	1519	13	1770	120	12	0
서울특별시	1100	성동구	1104	응봉동	관내사전투표	2127	2127	2112	15	0	31	2	1225	0	0	7	389	6	421	28	3	0
서울특별시	1100	성동구	1104	응봉동	선거일투표	10373	5341	5280	61	5032	77	12	2583	0	0	21	1130	7	1349	92	9	0
서울특별시	1100	성동구	1104	성수1가제1동	계	14127	7759	7668	91	6368	113	14	3944	0	0	63	1466	15	1935	112	6	0
서울특별시	1100	성동구	1104	성수1가제1동	관내사전투표	1906	1906	1898	8	0	20	3	1165	0	0	15	304	1	364	24	2	0
서울특별시	1100	성동구	1104	성수1가제1동	선거일투표	12221	5853	5770	83	6368	93	11	2779	0	0	48	1162	14	1571	88	4	0
서울특별시	1100	성동구	1104	성수1가제2동	계	12902	7759	7661	98	5143	150	16	4233	0	0	30	1313	20	1759	137	3	0
서울특별시	1100	성동구	1104	성수1가제2동	관내사전투표	1874	1874	1867	7	0	32	1	1192	0	0	13	281	2	304	42	0	0
서울특별시	1100	성동구	1104	성수1가제2동	선거일투표	11028	5885	5794	91	5143	118	15	3041	0	0	17	1032	18	1455	95	3	0
서울특별시	1100	성동구	1104	성수2가제1동	계	15459	8122	8019	103	7337	103	22	4176	0	0	47	1379	14	2134	138	6	0
서울특별시	1100	성동구	1104	성수2가제1동	관내사전투표	2481	2479	2458	21	2	30	5	1487	0	0	9	364	4	507	52	0	0
서울특별시	1100	성동구	1104	성수2가제1동	선거일투표	12978	5643	5561	82	7335	73	17	2689	0	0	38	1015	10	1627	86	6	0
서울특별시	1100	성동구	1104	성수2가제3동	계	9747	5510	5454	56	4237	79	11	2843	0	0	19	1018	11	1378	91	4	0
서울특별시	1100	성동구	1104	성수2가제3동	관내사전투표	1505	1505	1497	8	0	16	1	908	0	0	5	240	1	305	19	2	0
서울특별시	1100	성동구	1104	성수2가제3동	선거일투표	8242	4005	3957	48	4237	63	10	1935	0	0	14	778	10	1073	72	2	0
서울특별시	1100	성동구	1104	왕십리도선동	계	21959	12650	12479	171	9309	206	26	6550	0	0	47	2659	35	2719	232	5	0
서울특별시	1100	성동구	1104	왕십리도선동	관내사전투표	2766	2765	2742	23	1	50	4	1673	0	0	13	527	5	405	63	2	0
서울특별시	1100	성동구	1104	왕십리도선동	선거일투표	19193	9885	9737	148	9308	156	22	4877	0	0	34	2132	30	2314	169	3	0
서울특별시	1100	성동구	1104	왕십리제2동	계	14452	8369	8266	103	6083	133	12	4794	0	0	34	1546	29	1583	130	5	0
서울특별시	1100	성동구	1104	왕십리제2동	관내사전투표	2062	2062	2049	13	0	29	3	1344	0	0	6	327	9	294	35	2	0
서울특별시	1100	성동구	1104	왕십리제2동	선거일투표	12390	6307	6217	90	6083	104	9	3450	0	0	28	1219	20	1289	95	3	0
서울특별시	1100	성동구	1104	행당제1동	계	11356	6492	6395	97	4864	95	19	3352	0	0	29	1251	18	1519	105	7	0
서울특별시	1100	성동구	1104	행당제1동	관내사전투표	1854	1853	1838	15	1	19	1	1086	0	0	5	291	4	391	37	4	0
서울특별시	1100	성동구	1104	행당제1동	선거일투표	9502	4639	4557	82	4863	76	18	2266	0	0	24	960	14	1128	68	3	0
서울특별시	1100	성동구	1104	행당제2동	계	19274	11953	11809	144	7321	189	19	6435	0	0	40	2394	19	2513	188	12	0
서울특별시	1100	성동구	1104	행당제2동	관내사전투표	2950	2949	2932	17	1	41	2	1805	0	0	8	500	6	509	61	0	0
서울특별시	1100	성동구	1104	행당제2동	선거일투표	16324	9004	8877	127	7320	148	17	4630	0	0	32	1894	13	2004	127	12	0
서울특별시	1100	성동구	1104	마장동	계	19249	11128	10959	169	8121	165	27	6055	0	0	53	1992	40	2451	164	12	0
서울특별시	1100	성동구	1104	마장동	관내사전투표	2348	2346	2328	18	2	29	0	1486	0	0	12	339	7	415	37	3	0
서울특별시	1100	성동구	1104	마장동	선거일투표	16901	8782	8631	151	8119	136	27	4569	0	0	41	1653	33	2036	127	9	0
서울특별시	1100	성동구	1104	사근동	계	9475	5112	4999	113	4363	135	6	2707	0	0	31	1072	17	940	87	4	0
서울특별시	1100	성동구	1104	사근동	관내사전투표	1218	1218	1201	17	0	36	1	732	0	0	4	233	6	163	25	1	0
서울특별시	1100	성동구	1104	사근동	선거일투표	8257	3894	3798	96	4363	99	5	1975	0	0	27	839	11	777	62	3	0
서울특별시	1100	성동구	1104	송정동	계	9429	4869	4808	61	4560	55	14	2780	0	0	25	750	15	1090	75	4	0
서울특별시	1100	성동구	1104	송정동	관내사전투표	1207	1205	1195	10	2	15	1	778	0	0	5	170	4	197	22	3	0
서울특별시	1100	성동구	1104	송정동	선거일투표	8222	3664	3613	51	4558	40	13	2002	0	0	20	580	11	893	53	1	0
서울특별시	1100	성동구	1104	용답동	계	13345	6885	6751	134	6460	95	15	3895	0	0	42	1097	12	1471	117	7	0
서울특별시	1100	성동구	1104	용답동	관내사전투표	1761	1761	1739	22	0	30	1	1162	0	0	10	222	2	280	30	2	0
서울특별시	1100	성동구	1104	용답동	선거일투표	11584	5124	5012	112	6460	65	14	2733	0	0	32	875	10	1191	87	5	0
서울특별시	1100	성동구	1104	잘못 투입·구분된 투표지		0	50	47	3	-50	3	0	30	0	0	0	7	0	5	2	0	0
서울특별시	1100	광진구	1105	합계		308174	180373	178368	2005	127801	3222	376	99366	0	0	804	32310	482	38606	3077	125	0
서울특별시	1100	광진구	1105	거소투표		268	251	242	9	17	1	0	112	0	0	4	66	1	51	6	1	0
서울특별시	1100	광진구	1105	관외사전투표		17797	17789	17585	204	8	358	43	10898	0	0	86	3241	49	2534	361	15	0
서울특별시	1100	광진구	1105	중곡제1동	계	13316	7028	6936	92	6288	113	8	3990	0	0	35	1062	17	1588	118	5	0
