광역	시군구	읍면동	투표소	선거인수	투표인수	기권수	무효표	계	더불어민주당	자유한국당	국민의당	바른정당	정의당	새누리당	경제애국당	국민대통합당	늘푸른한국당	민중연합당	한국국민당	혹익당	무소속
경상북도	영천시	합계	합계	87459	66091	21368	503	65588	12250	35328	9175	5553	2606	151	27	56	42	59	86	147	108
경상북도	상주시	합계	합계	87859	67717	20142	442	67275	12356	38171	9392	4021	2589	133	15	50	33	84	63	246	122
경상북도	문경시	합계	합계	63553	49113	14440	317	48796	8616	27832	6905	2981	1973	106	25	40	36	23	37	135	87
경상북도	예천군	합계	합계	40545	32124	8421	282	31842	5261	18863	4427	1840	1018	52	14	21	23	34	59	155	75
경상북도	청도군	합계	합계	39505	30398	9107	241	30157	5323	17678	3654	2145	965	58	9	22	13	32	47	134	77
경상북도	경산시	합계	합계	212825	160794	52031	927	159867	35602	72129	24606	17962	8551	334	38	82	50	142	61	116	194
경상북도	고령군	합계	합계	29964	22396	7568	187	22209	3754	13248	2600	1523	839	55	13	12	10	30	19	61	45
경상북도	성주군	합계	합계	40284	30070	10214	200	29870	5409	16788	3586	2056	1714	60	14	24	15	33	31	83	57
경상북도	칠곡군	합계	합계	98543	72006	26537	405	71601	16872	31540	11340	7063	4327	137	22	36	20	45	17	71	111
경상북도	군위군	합계	합계	22560	17627	4933	90	17537	2251	11651	1939	1054	470	42	7	5	7	15	10	57	29
경상북도	의성군	합계	합계	49768	37855	11913	273	37582	5365	23790	4767	2184	1023	78	13	21	20	72	49	139	61
경상북도	청송군	합계	합계	23810	18418	5392	116	18302	3218	10669	2387	1180	605	37	5	14	29	20	23	90	25
경상북도	영양군	합계	합계	15705	12048	3657	99	11949	2281	6554	1701	697	438	20	6	14	145	3	12	57	21
경상북도	영덕군	합계	합계	34714	26125	8589	217	25908	3786	16314	3231	1513	807	46	8	14	11	18	33	82	45
경상북도	봉화군	합계	합계	29612	22947	6665	164	22783	4209	12536	3370	1423	934	45	9	29	9	29	31	108	51
경상북도	울진군	합계	합계	43754	32568	11186	223	32345	6972	16867	4476	2275	1434	38	10	31	8	34	37	106	57
경상남도	창원시의창구	합계	합계	207375	164047	43328	824	163223	60757	56887	22830	12134	9772	196	31	102	44	118	51	77	224
경상남도	창원시성산구	합계	합계	183547	153327	30220	680	152647	63717	42052	22923	12512	10826	152	17	55	31	116	41	49	156
경상남도	창원시마산합포구	합계	합계	153651	119281	34370	602	118679	35592	54488	14686	7491	5887	112	18	58	46	50	28	63	160
경상남도	창원시마산회원구	합계	합계	172306	136757	35549	665	136092	45014	56340	17744	9228	7132	127	23	73	45	67	42	67	190
경상남도	창원시진해구	합계	합계	146938	114779	32159	564	114215	41249	40049	17435	8732	6186	108	17	73	38	53	31	63	181
경상남도	통영시	합계	합계	111279	82855	28424	518	82337	25477	36128	10738	5332	4075	104	25	59	26	42	55	134	142
경상남도	진주시	합계	합계	281105	222813	58292	1196	221617	73929	93751	26687	14735	11243	212	44	111	92	182	83	240	308
경상남도	고성군	합계	합계	47369	34603	12766	265	34338	9848	16797	4104	1828	1459	51	13	19	13	21	39	75	71
경상남도	사천시	합계	합계	94377	71555	22822	489	71066	22370	32475	8350	4135	3267	62	15	34	21	56	48	110	123
경상남도	김해시	합계	합계	414018	318253	95765	1568	316685	147972	82880	45126	21936	17441	291	52	158	79	157	83	123	387
경상남도	밀양시	합계	합계	93568	70687	22881	485	70202	20842	32394	9073	4441	2940	116	16	41	26	47	53	111	102
경상남도	거제시	합계	합계	196936	150230	46706	836	149394	68291	38775	20359	10941	10256	167	28	85	46	83	49	102	212
경상남도	의령군	합계	합계	25302	19258	6044	214	19044	5115	10134	1984	820	690	29	5	24	8	21	42	97	75
경상남도	함안군	합계	합계	57493	43866	13627	311	43555	13597	19809	5399	2452	1986	43	17	18	18	34	31	65	86
경상남도	창녕군	합계	합계	55896	42878	13018	428	42450	10310	24464	3877	2013	1408	47	11	17	22	31	38	113	99
경상남도	양산시	합계	합계	256724	199835	56889	954	198881	83412	58811	30945	14055	10705	212	41	132	46	130	48	104	240
경상남도	하동군	합계	합계	43206	34324	8882	357	33967	11211	14864	4150	1792	1489	57	17	38	32	42	48	113	114
경상남도	남해군	합계	합계	40197	30208	9989	280	29928	8680	14166	3906	1627	1248	36	13	27	15	20	35	68	87
경상남도	함양군	합계	합계	34899	26640	8259	276	26364	7388	13008	3203	1315	1118	44	14	32	16	27	27	111	61
경상남도	산청군	합계	합계	32215	24513	7702	218	24295	6561	12544	2753	1196	935	41	6	21	19	21	34	91	73
경상남도	거창군	합계	합계	53345	41325	12020	376	40949	11256	19976	4923	2447	1923	46	12	37	22	48	54	105	100
경상남도	합천군	합계	합계	42887	33021	9866	310	32711	7143	19699	3077	1317	1065	37	23	26	16	28	51	153	76
제주특별자치도	서귀포시	합계	합계	142708	101296	41412	664	100632	43776	20036	21890	5899	8124	115	173	119	40	78	83	111	188
제주특별자치도	제주시	합계	합계	375292	273163	102129	1383	271780	125717	48027	55971	16885	23592	270	96	193	73	257	153	178	368
경기도	부천시	합계	합계	705885	543777	162108	1935	541842	239697	100544	128297	34085	36775	706	94	365	126	395	149	192	417
