광역	광역코드	시군구	시군구코드	선거구	선거구코드
전라북도	4500	군산시	4503	군산시제1선거구	5450301
전라북도	4500	군산시	4503	군산시제2선거구	5450302
전라북도	4500	군산시	4503	군산시제3선거구	5450303
전라북도	4500	군산시	4503	군산시제4선거구	5450304
전라북도	4500	익산시	4505	익산시제1선거구	5450501
전라북도	4500	익산시	4505	익산시제2선거구	5450502
전라북도	4500	익산시	4505	익산시제3선거구	5450503
전라북도	4500	익산시	4505	익산시제4선거구	5450504
전라북도	4500	정읍시	4507	정읍시제1선거구	5450701
전라북도	4500	정읍시	4507	정읍시제2선거구	5450702
전라북도	4500	남원시	4508	남원시제1선거구	5450801
전라북도	4500	남원시	4508	남원시제2선거구	5450802
전라북도	4500	김제시	4509	김제시제1선거구	5450901
전라북도	4500	김제시	4509	김제시제2선거구	5450902
전라북도	4500	완주군	4510	완주군제1선거구	5451001
전라북도	4500	완주군	4510	완주군제2선거구	5451002
전라북도	4500	진안군	4511	진안군선거구	5451101
전라북도	4500	무주군	4512	무주군선거구	5451201
전라북도	4500	장수군	4513	장수군선거구	5451301
전라북도	4500	임실군	4514	임실군선거구	5451401
전라북도	4500	순창군	4515	순창군선거구	5451501
전라북도	4500	고창군	4516	고창군제1선거구	5451601
전라북도	4500	고창군	4516	고창군제2선거구	5451602
전라북도	4500	부안군	4517	부안군제1선거구	5451701
전라북도	4500	부안군	4517	부안군제2선거구	5451702
전라남도	4600	목포시	4601	목포시제1선거구	5460101
전라남도	4600	목포시	4601	목포시제2선거구	5460102
전라남도	4600	목포시	4601	목포시제3선거구	5460103
전라남도	4600	목포시	4601	목포시제4선거구	5460104
전라남도	4600	목포시	4601	목포시제5선거구	5460105
전라남도	4600	여수시	4602	여수시제1선거구	5460201
전라남도	4600	여수시	4602	여수시제2선거구	5460202
전라남도	4600	여수시	4602	여수시제3선거구	5460203
전라남도	4600	여수시	4602	여수시제4선거구	5460204
전라남도	4600	여수시	4602	여수시제5선거구	5460205
전라남도	4600	여수시	4602	여수시제6선거구	5460206
전라남도	4600	순천시	4604	순천시제1선거구	5460401
전라남도	4600	순천시	4604	순천시제2선거구	5460402
전라남도	4600	순천시	4604	순천시제3선거구	5460403
전라남도	4600	순천시	4604	순천시제4선거구	5460404
전라남도	4600	순천시	4604	순천시제5선거구	5460405
전라남도	4600	나주시	4606	나주시제1선거구	5460601
전라남도	4600	나주시	4606	나주시제2선거구	5460602
전라남도	4600	광양시	4607	광양시제1선거구	5460701
전라남도	4600	광양시	4607	광양시제2선거구	5460702
전라남도	4600	광양시	4607	광양시제3선거구	5460703
전라남도	4600	담양군	4608	담양군제1선거구	5460801
전라남도	4600	담양군	4608	담양군제2선거구	5460802
전라남도	4600	장성군	4609	장성군제1선거구	5460901
전라남도	4600	장성군	4609	장성군제2선거구	5460902
전라남도	4600	곡성군	4610	곡성군선거구	5461001
전라남도	4600	구례군	4611	구례군선거구	5461101
전라남도	4600	고흥군	4612	고흥군제1선거구	5461201
전라남도	4600	고흥군	4612	고흥군제2선거구	5461202
전라남도	4600	보성군	4613	보성군제1선거구	5461301
전라남도	4600	보성군	4613	보성군제2선거구	5461302
전라남도	4600	화순군	4614	화순군제1선거구	5461401
전라남도	4600	화순군	4614	화순군제2선거구	5461402
전라남도	4600	장흥군	4615	장흥군제1선거구	5461501
전라남도	4600	장흥군	4615	장흥군제2선거구	5461502
전라남도	4600	강진군	4616	강진군제1선거구	5461601
전라남도	4600	강진군	4616	강진군제2선거구	5461602
전라남도	4600	완도군	4617	완도군제1선거구	5461701
전라남도	4600	완도군	4617	완도군제2선거구	5461702
전라남도	4600	해남군	4618	해남군제1선거구	5461801
전라남도	4600	해남군	4618	해남군제2선거구	5461802
전라남도	4600	진도군	4619	진도군선거구	5461901
전라남도	4600	영암군	4620	영암군제1선거구	5462001
전라남도	4600	영암군	4620	영암군제2선거구	5462002
전라남도	4600	무안군	4621	무안군제1선거구	5462101
전라남도	4600	무안군	4621	무안군제2선거구	5462102
전라남도	4600	영광군	4622	영광군제1선거구	5462201
전라남도	4600	영광군	4622	영광군제2선거구	5462202
전라남도	4600	함평군	4623	함평군제1선거구	5462301
전라남도	4600	함평군	4623	함평군제2선거구	5462302
전라남도	4600	신안군	4624	신안군제1선거구	5462401
전라남도	4600	신안군	4624	신안군제2선거구	5462402
경상북도	4700	포항시북구	4701	포항시제1선거구	5470101
경상북도	4700	포항시북구	4701	포항시제2선거구	5470102
경상북도	4700	포항시북구	4701	포항시제3선거구	5470103
경상북도	4700	포항시북구	4701	포항시제4선거구	5470104
경상북도	4700	포항시남구	4702	포항시제5선거구	5470201
경상북도	4700	포항시남구	4702	포항시제6선거구	5470202
경상북도	4700	포항시남구	4702	포항시제7선거구	5470203
경상북도	4700	포항시남구	4702	포항시제8선거구	5470204
경상북도	4700	울릉군	4703	울릉군선거구	5470301
경상북도	4700	경주시	4704	경주시제1선거구	5470401
경상북도	4700	경주시	4704	경주시제2선거구	5470402
경상북도	4700	경주시	4704	경주시제3선거구	5470403
경상북도	4700	경주시	4704	경주시제4선거구	5470404
경상북도	4700	김천시	4705	김천시제1선거구	5470501
경상북도	4700	김천시	4705	김천시제2선거구	5470502
경상북도	4700	안동시	4706	안동시제1선거구	5470601
경상북도	4700	안동시	4706	안동시제2선거구	5470602
경상북도	4700	안동시	4706	안동시제3선거구	5470603
경상북도	4700	구미시	4707	구미시제1선거구	5470701
경상북도	4700	구미시	4707	구미시제2선거구	5470702
경상북도	4700	구미시	4707	구미시제3선거구	5470703
경상북도	4700	구미시	4707	구미시제4선거구	5470704
경상북도	4700	구미시	4707	구미시제5선거구	5470705
경상북도	4700	구미시	4707	구미시제6선거구	5470706
경상북도	4700	영주시	4708	영주시제1선거구	5470801
경상북도	4700	영주시	4708	영주시제2선거구	5470802
경상북도	4700	영천시	4709	영천시제1선거구	5470901
경상북도	4700	영천시	4709	영천시제2선거구	5470902
경상북도	4700	상주시	4710	상주시제1선거구	5471001
경상북도	4700	상주시	4710	상주시제2선거구	5471002
경상북도	4700	문경시	4711	문경시제1선거구	5471101
경상북도	4700	문경시	4711	문경시제2선거구	5471102
경상북도	4700	예천군	4712	예천군제1선거구	5471201
경상북도	4700	예천군	4712	예천군제2선거구	5471202
경상북도	4700	경산시	4713	경산시제1선거구	5471301
경상북도	4700	경산시	4713	경산시제2선거구	5471302
경상북도	4700	경산시	4713	경산시제3선거구	5471303
경상북도	4700	경산시	4713	경산시제4선거구	5471304
경상북도	4700	청도군	4714	청도군제1선거구	5471401
경상북도	4700	청도군	4714	청도군제2선거구	5471402
경상북도	4700	고령군	4715	고령군선거구	5471501
경상북도	4700	성주군	4716	성주군제1선거구	5471601
경상북도	4700	성주군	4716	성주군제2선거구	5471602
경상북도	4700	칠곡군	4717	칠곡군제1선거구	5471701
경상북도	4700	칠곡군	4717	칠곡군제2선거구	5471702
경상북도	4700	군위군	4718	군위군선거구	5471801
경상북도	4700	의성군	4719	의성군제1선거구	5471901
경상북도	4700	의성군	4719	의성군제2선거구	5471902
경상북도	4700	청송군	4720	청송군선거구	5472001
경상북도	4700	영양군	4721	영양군선거구	5472101
경상북도	4700	영덕군	4722	영덕군선거구	5472201
경상북도	4700	봉화군	4723	봉화군선거구	5472301
경상북도	4700	울진군	4724	울진군제1선거구	5472401
경상북도	4700	울진군	4724	울진군제2선거구	5472402
경상남도	4800	창원시의창구	4821	창원시제1선거구	5482101
경상남도	4800	창원시의창구	4821	창원시제2선거구	5482102
경상남도	4800	창원시의창구	4821	창원시제3선거구	5482103
경상남도	4800	창원시성산구	4822	창원시제4선거구	5482201
경상남도	4800	창원시성산구	4822	창원시제5선거구	5482202
경상남도	4800	창원시성산구	4822	창원시제6선거구	5482203
경상남도	4800	창원시마산합포구	4823	창원시제7선거구	5482301
경상남도	4800	창원시마산합포구	4823	창원시제8선거구	5482302
경상남도	4800	창원시마산회원구	4824	창원시제9선거구	5482401
경상남도	4800	창원시마산회원구	4824	창원시제10선거구	5482402
경상남도	4800	창원시마산회원구	4824	창원시제11선거구	5482403
경상남도	4800	창원시진해구	4825	창원시제12선거구	5482501
경상남도	4800	창원시진해구	4825	창원시제13선거구	5482502
경상남도	4800	진주시	4803	진주시제1선거구	5480301
경상남도	4800	진주시	4803	진주시제2선거구	5480302
경상남도	4800	진주시	4803	진주시제3선거구	5480303
경상남도	4800	진주시	4803	진주시제4선거구	5480304
경상남도	4800	통영시	4805	통영시제1선거구	5480501
경상남도	4800	통영시	4805	통영시제2선거구	5480502
경상남도	4800	고성군	4806	고성군제1선거구	5480601
경상남도	4800	고성군	4806	고성군제2선거구	5480602
경상남도	4800	사천시	4807	사천시제1선거구	5480701
경상남도	4800	사천시	4807	사천시제2선거구	5480702
경상남도	4800	김해시	4808	김해시제1선거구	5480801
경상남도	4800	김해시	4808	김해시제2선거구	5480802
경상남도	4800	김해시	4808	김해시제3선거구	5480803
경상남도	4800	김해시	4808	김해시제4선거구	5480804
경상남도	4800	김해시	4808	김해시제5선거구	5480805
경상남도	4800	김해시	4808	김해시제6선거구	5480806
경상남도	4800	김해시	4808	김해시제7선거구	5480807
경상남도	4800	밀양시	4809	밀양시제1선거구	5480901
경상남도	4800	밀양시	4809	밀양시제2선거구	5480902
경상남도	4800	거제시	4810	거제시제1선거구	5481001
경상남도	4800	거제시	4810	거제시제2선거구	5481002
경상남도	4800	거제시	4810	거제시제3선거구	5481003
경상남도	4800	의령군	4811	의령군선거구	5481101
경상남도	4800	함안군	4812	함안군제1선거구	5481201
경상남도	4800	함안군	4812	함안군제2선거구	5481202
경상남도	4800	창녕군	4813	창녕군제1선거구	5481301
경상남도	4800	창녕군	4813	창녕군제2선거구	5481302
경상남도	4800	양산시	4814	양산시제1선거구	5481401
경상남도	4800	양산시	4814	양산시제2선거구	5481402
경상남도	4800	양산시	4814	양산시제3선거구	5481403
경상남도	4800	하동군	4815	하동군선거구	5481501
경상남도	4800	남해군	4816	남해군선거구	5481601
경상남도	4800	함양군	4817	함양군선거구	5481701
경상남도	4800	산청군	4818	산청군선거구	5481801
경상남도	4800	거창군	4819	거창군제1선거구	5481901
경상남도	4800	거창군	4819	거창군제2선거구	5481902
경상남도	4800	합천군	4820	합천군선거구	5482001
제주특별자치도	4900	제주시	4901	제주특별자치도제1선거구	5490101
제주특별자치도	4900	제주시	4901	제주특별자치도제2선거구	5490102
제주특별자치도	4900	제주시	4901	제주특별자치도제3선거구	5490103
제주특별자치도	4900	제주시	4901	제주특별자치도제4선거구	5490104
제주특별자치도	4900	제주시	4901	제주특별자치도제5선거구	5490105
제주특별자치도	4900	제주시	4901	제주특별자치도제6선거구	5490106
제주특별자치도	4900	제주시	4901	제주특별자치도제7선거구	5490107
제주특별자치도	4900	제주시	4901	제주특별자치도제8선거구	5490108
제주특별자치도	4900	제주시	4901	제주특별자치도제9선거구	5490109
제주특별자치도	4900	제주시	4901	제주특별자치도제10선거구	5490110
제주특별자치도	4900	제주시	4901	제주특별자치도제11선거구	5490111
제주특별자치도	4900	제주시	4901	제주특별자치도제12선거구	5490112
제주특별자치도	4900	제주시	4901	제주특별자치도제13선거구	5490113
제주특별자치도	4900	제주시	4901	제주특별자치도제14선거구	5490114
제주특별자치도	4900	제주시	4901	제주특별자치도제15선거구	5490115
제주특별자치도	4900	제주시	4901	제주특별자치도제16선거구	5490116
제주특별자치도	4900	제주시	4901	제주특별자치도제17선거구	5490117
제주특별자치도	4900	제주시	4901	제주특별자치도제18선거구	5490118
제주특별자치도	4900	제주시	4901	제주특별자치도제19선거구	5490119
제주특별자치도	4900	서귀포시	4902	제주특별자치도제20선거구	5490201
제주특별자치도	4900	서귀포시	4902	제주특별자치도제21선거구	5490202
제주특별자치도	4900	서귀포시	4902	제주특별자치도제22선거구	5490203
제주특별자치도	4900	서귀포시	4902	제주특별자치도제23선거구	5490204
제주특별자치도	4900	서귀포시	4902	제주특별자치도제24선거구	5490205
제주특별자치도	4900	서귀포시	4902	제주특별자치도제25선거구	5490206
제주특별자치도	4900	서귀포시	4902	제주특별자치도제26선거구	5490207
제주특별자치도	4900	서귀포시	4902	제주특별자치도제27선거구	5490208
제주특별자치도	4900	서귀포시	4902	제주특별자치도제28선거구	5490209
제주특별자치도	4900	서귀포시	4902	제주특별자치도제29선거구	5490210
