광역	광역코드	시군구	선거인수	투표수	유효투표수	무효투표수	기권수	득표수	후보명	정당
광주광역시	2900	남구	158988	101716	101487	229	57272	1555	권영길	민주노동당
광주광역시	2900	북구	344625	220888	220333	555	123737	4149	권영길	민주노동당
광주광역시	2900	광산구	214934	140138	139705	433	74796	4177	권영길	민주노동당
광주광역시	2900	동구	90124	55737	55522	215	34387	839	이인제	민주당
광주광역시	2900	서구	222662	144859	144505	354	77803	1374	이인제	민주당
광주광역시	2900	남구	158988	101716	101487	229	57272	1318	이인제	민주당
광주광역시	2900	북구	344625	220888	220333	555	123737	2236	이인제	민주당
광주광역시	2900	광산구	214934	140138	139705	433	74796	1351	이인제	민주당
광주광역시	2900	동구	90124	55737	55522	215	34387	2596	문국현	창조한국당
광주광역시	2900	서구	222662	144859	144505	354	77803	7057	문국현	창조한국당
광주광역시	2900	남구	158988	101716	101487	229	57272	4779	문국현	창조한국당
광주광역시	2900	북구	344625	220888	220333	555	123737	10931	문국현	창조한국당
광주광역시	2900	광산구	214934	140138	139705	433	74796	6161	문국현	창조한국당
광주광역시	2900	동구	90124	55737	55522	215	34387	30	정근모	참주인연합
광주광역시	2900	서구	222662	144859	144505	354	77803	76	정근모	참주인연합
광주광역시	2900	남구	158988	101716	101487	229	57272	51	정근모	참주인연합
광주광역시	2900	북구	344625	220888	220333	555	123737	146	정근모	참주인연합
광주광역시	2900	광산구	214934	140138	139705	433	74796	95	정근모	참주인연합
광주광역시	2900	동구	90124	55737	55522	215	34387	142	허경영	경제공화당
광주광역시	2900	서구	222662	144859	144505	354	77803	329	허경영	경제공화당
광주광역시	2900	남구	158988	101716	101487	229	57272	235	허경영	경제공화당
광주광역시	2900	북구	344625	220888	220333	555	123737	512	허경영	경제공화당
광주광역시	2900	광산구	214934	140138	139705	433	74796	329	허경영	경제공화당
광주광역시	2900	동구	90124	55737	55522	215	34387	15	전관	새시대참사람연합
광주광역시	2900	서구	222662	144859	144505	354	77803	14	전관	새시대참사람연합
광주광역시	2900	남구	158988	101716	101487	229	57272	14	전관	새시대참사람연합
광주광역시	2900	북구	344625	220888	220333	555	123737	25	전관	새시대참사람연합
광주광역시	2900	광산구	214934	140138	139705	433	74796	28	전관	새시대참사람연합
광주광역시	2900	동구	90124	55737	55522	215	34387	19	금민	한국사회당
광주광역시	2900	서구	222662	144859	144505	354	77803	59	금민	한국사회당
광주광역시	2900	남구	158988	101716	101487	229	57272	39	금민	한국사회당
광주광역시	2900	북구	344625	220888	220333	555	123737	106	금민	한국사회당
광주광역시	2900	광산구	214934	140138	139705	433	74796	66	금민	한국사회당
광주광역시	2900	동구	90124	55737	55522	215	34387	2206	이회창	무소속
광주광역시	2900	서구	222662	144859	144505	354	77803	4993	이회창	무소속
광주광역시	2900	남구	158988	101716	101487	229	57272	3609	이회창	무소속
광주광역시	2900	북구	344625	220888	220333	555	123737	7502	이회창	무소속
광주광역시	2900	광산구	214934	140138	139705	433	74796	4210	이회창	무소속
대전광역시	3000	동구	191518	113405	112861	544	78113	29102	정동영	대통합민주신당
대전광역시	3000	중구	204994	126057	125644	413	78937	28964	정동영	대통합민주신당
대전광역시	3000	서구	368547	230752	230100	652	137795	51476	정동영	대통합민주신당
대전광역시	3000	유성구	176526	114086	113747	339	62440	26382	정동영	대통합민주신당
대전광역시	3000	대덕구	157392	95964	95596	368	61428	23776	정동영	대통합민주신당
대전광역시	3000	동구	191518	113405	112861	544	78113	37863	이명박	한나라당
대전광역시	3000	중구	204994	126057	125644	413	78937	46023	이명박	한나라당
대전광역시	3000	서구	368547	230752	230100	652	137795	86050	이명박	한나라당
대전광역시	3000	유성구	176526	114086	113747	339	62440	43017	이명박	한나라당
대전광역시	3000	대덕구	157392	95964	95596	368	61428	33055	이명박	한나라당
대전광역시	3000	동구	191518	113405	112861	544	78113	2853	권영길	민주노동당
대전광역시	3000	중구	204994	126057	125644	413	78937	2774	권영길	민주노동당
대전광역시	3000	서구	368547	230752	230100	652	137795	5088	권영길	민주노동당
대전광역시	3000	유성구	176526	114086	113747	339	62440	3264	권영길	민주노동당
대전광역시	3000	대덕구	157392	95964	95596	368	61428	3228	권영길	민주노동당
대전광역시	3000	동구	191518	113405	112861	544	78113	1464	이인제	민주당
대전광역시	3000	중구	204994	126057	125644	413	78937	1445	이인제	민주당
대전광역시	3000	서구	368547	230752	230100	652	137795	2309	이인제	민주당
대전광역시	3000	유성구	176526	114086	113747	339	62440	874	이인제	민주당
대전광역시	3000	대덕구	157392	95964	95596	368	61428	1131	이인제	민주당
대전광역시	3000	동구	191518	113405	112861	544	78113	6921	문국현	창조한국당
대전광역시	3000	중구	204994	126057	125644	413	78937	7841	문국현	창조한국당
대전광역시	3000	서구	368547	230752	230100	652	137795	16487	문국현	창조한국당
대전광역시	3000	유성구	176526	114086	113747	339	62440	10644	문국현	창조한국당
대전광역시	3000	대덕구	157392	95964	95596	368	61428	6250	문국현	창조한국당
대전광역시	3000	동구	191518	113405	112861	544	78113	88	정근모	참주인연합
대전광역시	3000	중구	204994	126057	125644	413	78937	81	정근모	참주인연합
대전광역시	3000	서구	368547	230752	230100	652	137795	132	정근모	참주인연합
대전광역시	3000	유성구	176526	114086	113747	339	62440	91	정근모	참주인연합
대전광역시	3000	대덕구	157392	95964	95596	368	61428	75	정근모	참주인연합
대전광역시	3000	동구	191518	113405	112861	544	78113	426	허경영	경제공화당
대전광역시	3000	중구	204994	126057	125644	413	78937	457	허경영	경제공화당
대전광역시	3000	서구	368547	230752	230100	652	137795	744	허경영	경제공화당
대전광역시	3000	유성구	176526	114086	113747	339	62440	372	허경영	경제공화당
대전광역시	3000	대덕구	157392	95964	95596	368	61428	357	허경영	경제공화당
대전광역시	3000	동구	191518	113405	112861	544	78113	44	전관	새시대참사람연합
대전광역시	3000	중구	204994	126057	125644	413	78937	34	전관	새시대참사람연합
대전광역시	3000	서구	368547	230752	230100	652	137795	57	전관	새시대참사람연합
대전광역시	3000	유성구	176526	114086	113747	339	62440	26	전관	새시대참사람연합
대전광역시	3000	대덕구	157392	95964	95596	368	61428	43	전관	새시대참사람연합
대전광역시	3000	동구	191518	113405	112861	544	78113	130	금민	한국사회당
대전광역시	3000	중구	204994	126057	125644	413	78937	110	금민	한국사회당
대전광역시	3000	서구	368547	230752	230100	652	137795	235	금민	한국사회당
대전광역시	3000	유성구	176526	114086	113747	339	62440	103	금민	한국사회당
대전광역시	3000	대덕구	157392	95964	95596	368	61428	105	금민	한국사회당
대전광역시	3000	동구	191518	113405	112861	544	78113	33970	이회창	무소속
대전광역시	3000	중구	204994	126057	125644	413	78937	37915	이회창	무소속
대전광역시	3000	서구	368547	230752	230100	652	137795	67522	이회창	무소속
대전광역시	3000	유성구	176526	114086	113747	339	62440	28974	이회창	무소속
대전광역시	3000	대덕구	157392	95964	95596	368	61428	27576	이회창	무소속
울산광역시	3100	중구	177386	112934	112429	505	64452	13670	정동영	대통합민주신당
울산광역시	3100	남구	252020	163310	162678	632	88710	19581	정동영	대통합민주신당
울산광역시	3100	동구	136997	87909	87512	397	49088	16129	정동영	대통합민주신당
울산광역시	3100	북구	106264	71100	70739	361	35164	10201	정동영	대통합민주신당
울산광역시	3100	울주군	133756	85963	85228	735	47793	11155	정동영	대통합민주신당
울산광역시	3100	중구	177386	112934	112429	505	64452	63101	이명박	한나라당
울산광역시	3100	남구	252020	163310	162678	632	88710	92717	이명박	한나라당
울산광역시	3100	동구	136997	87909	87512	397	49088	43337	이명박	한나라당
울산광역시	3100	북구	106264	71100	70739	361	35164	33363	이명박	한나라당
울산광역시	3100	울주군	133756	85963	85228	735	47793	47373	이명박	한나라당
울산광역시	3100	중구	177386	112934	112429	505	64452	8371	권영길	민주노동당
울산광역시	3100	남구	252020	163310	162678	632	88710	9549	권영길	민주노동당
울산광역시	3100	동구	136997	87909	87512	397	49088	9098	권영길	민주노동당
울산광역시	3100	북구	106264	71100	70739	361	35164	11797	권영길	민주노동당
울산광역시	3100	울주군	133756	85963	85228	735	47793	4792	권영길	민주노동당
울산광역시	3100	중구	177386	112934	112429	505	64452	414	이인제	민주당
울산광역시	3100	남구	252020	163310	162678	632	88710	459	이인제	민주당
울산광역시	3100	동구	136997	87909	87512	397	49088	399	이인제	민주당
울산광역시	3100	북구	106264	71100	70739	361	35164	239	이인제	민주당
울산광역시	3100	울주군	133756	85963	85228	735	47793	373	이인제	민주당
울산광역시	3100	중구	177386	112934	112429	505	64452	5849	문국현	창조한국당
울산광역시	3100	남구	252020	163310	162678	632	88710	9279	문국현	창조한국당
울산광역시	3100	동구	136997	87909	87512	397	49088	5344	문국현	창조한국당
울산광역시	3100	북구	106264	71100	70739	361	35164	3818	문국현	창조한국당
울산광역시	3100	울주군	133756	85963	85228	735	47793	4315	문국현	창조한국당
울산광역시	3100	중구	177386	112934	112429	505	64452	57	정근모	참주인연합
울산광역시	3100	남구	252020	163310	162678	632	88710	67	정근모	참주인연합
울산광역시	3100	동구	136997	87909	87512	397	49088	58	정근모	참주인연합
울산광역시	3100	북구	106264	71100	70739	361	35164	31	정근모	참주인연합
울산광역시	3100	울주군	133756	85963	85228	735	47793	58	정근모	참주인연합
울산광역시	3100	중구	177386	112934	112429	505	64452	426	허경영	경제공화당
울산광역시	3100	남구	252020	163310	162678	632	88710	630	허경영	경제공화당
울산광역시	3100	동구	136997	87909	87512	397	49088	408	허경영	경제공화당
울산광역시	3100	북구	106264	71100	70739	361	35164	270	허경영	경제공화당
울산광역시	3100	울주군	133756	85963	85228	735	47793	365	허경영	경제공화당
울산광역시	3100	중구	177386	112934	112429	505	64452	19	전관	새시대참사람연합
울산광역시	3100	남구	252020	163310	162678	632	88710	35	전관	새시대참사람연합
울산광역시	3100	동구	136997	87909	87512	397	49088	27	전관	새시대참사람연합
울산광역시	3100	북구	106264	71100	70739	361	35164	15	전관	새시대참사람연합
울산광역시	3100	울주군	133756	85963	85228	735	47793	25	전관	새시대참사람연합
울산광역시	3100	중구	177386	112934	112429	505	64452	95	금민	한국사회당
울산광역시	3100	남구	252020	163310	162678	632	88710	117	금민	한국사회당
울산광역시	3100	동구	136997	87909	87512	397	49088	91	금민	한국사회당
울산광역시	3100	북구	106264	71100	70739	361	35164	79	금민	한국사회당
울산광역시	3100	울주군	133756	85963	85228	735	47793	85	금민	한국사회당
울산광역시	3100	중구	177386	112934	112429	505	64452	20427	이회창	무소속
울산광역시	3100	남구	252020	163310	162678	632	88710	30244	이회창	무소속
울산광역시	3100	동구	136997	87909	87512	397	49088	12621	이회창	무소속
울산광역시	3100	북구	106264	71100	70739	361	35164	10926	이회창	무소속
울산광역시	3100	울주군	133756	85963	85228	735	47793	16687	이회창	무소속
경기도	4100	수원시장안구	210171	133783	133407	376	76388	30641	정동영	대통합민주신당
경기도	4100	수원시권선구	227968	135070	134626	444	92898	31545	정동영	대통합민주신당
경기도	4100	수원시팔달구	169529	97064	96690	374	72465	21255	정동영	대통합민주신당
경기도	4100	수원시영통구	175615	111290	111059	231	64325	23571	정동영	대통합민주신당
경기도	4100	성남시수정구	202875	113585	113142	443	89290	34521	정동영	대통합민주신당
경기도	4100	성남시중원구	205596	114597	114215	382	90999	34835	정동영	대통합민주신당
경기도	4100	성남시분당구	321923	218340	217842	498	103583	36746	정동영	대통합민주신당
경기도	4100	의정부시	314746	191670	191042	628	123076	46445	정동영	대통합민주신당
경기도	4100	안양시만안구	205444	127123	126574	549	78321	32071	정동영	대통합민주신당
경기도	4100	안양시동안구	261803	176837	176218	619	84966	40389	정동영	대통합민주신당
경기도	4100	부천시원미구	333326	202315	201769	546	131011	53939	정동영	대통합민주신당
경기도	4100	부천시소사구	174754	106639	106278	361	68115	28322	정동영	대통합민주신당
경기도	4100	부천시오정구	140783	79906	79587	319	60877	24222	정동영	대통합민주신당
경기도	4100	광명시	236416	149929	149494	435	86487	41736	정동영	대통합민주신당
경기도	4100	평택시	296098	176789	176037	752	119309	37120	정동영	대통합민주신당
경기도	4100	양주시	133824	79527	79138	389	54297	18409	정동영	대통합민주신당
경기도	4100	동두천시	67629	38221	38032	189	29408	8741	정동영	대통합민주신당
경기도	4100	안산시상록구	266293	153609	153066	543	112684	43183	정동영	대통합민주신당
경기도	4100	안산시단원구	238970	134675	134154	521	104295	38367	정동영	대통합민주신당
경기도	4100	고양시덕양구	283032	176306	175776	530	106726	43375	정동영	대통합민주신당
경기도	4100	고양시일산동구	184138	115854	115536	318	68284	25295	정동영	대통합민주신당
경기도	4100	고양시일산서구	204400	132601	132265	336	71799	29467	정동영	대통합민주신당
경기도	4100	과천시	45430	32075	31993	82	13355	6308	정동영	대통합민주신당
경기도	4100	의왕시	101448	66677	66464	213	34771	15670	정동영	대통합민주신당
경기도	4100	구리시	144987	91250	90994	256	53737	20746	정동영	대통합민주신당
경기도	4100	남양주시	361363	219433	218730	703	141930	50520	정동영	대통합민주신당
경기도	4100	오산시	103848	60027	59808	219	43821	14370	정동영	대통합민주신당
경기도	4100	화성시	265536	159514	158846	668	106022	34968	정동영	대통합민주신당
경기도	4100	시흥시	277333	157636	157120	516	119697	45012	정동영	대통합민주신당
경기도	4100	군포시	203559	133078	132707	371	70481	32262	정동영	대통합민주신당
경기도	4100	하남시	106527	65545	65324	221	40982	15325	정동영	대통합민주신당
경기도	4100	파주시	228024	138055	137399	656	89969	30084	정동영	대통합민주신당
경기도	4100	여주군	82266	49800	49436	364	32466	9214	정동영	대통합민주신당
경기도	4100	이천시	144497	83665	83144	521	60832	15257	정동영	대통합민주신당
경기도	4100	용인시처인구	151077	87778	87381	397	63299	20100	정동영	대통합민주신당
경기도	4100	용인시수지구	211290	140500	140202	298	70790	24687	정동영	대통합민주신당
경기도	4100	용인시기흥구	217439	140377	140032	345	77062	29436	정동영	대통합민주신당
경기도	4100	안성시	124360	73933	73489	444	50427	16282	정동영	대통합민주신당
경기도	4100	김포시	153236	96255	95859	396	56981	20342	정동영	대통합민주신당
경기도	4100	광주시	171826	104240	103850	390	67586	23821	정동영	대통합민주신당
경기도	4100	포천시	120695	71154	70689	465	49541	14971	정동영	대통합민주신당
경기도	4100	연천군	36588	23834	23623	211	12754	5441	정동영	대통합민주신당
경기도	4100	양평군	70828	45899	45534	365	24929	7463	정동영	대통합민주신당
경기도	4100	가평군	44634	29186	28836	350	15448	5462	정동영	대통합민주신당
경기도	4100	수원시장안구	210171	133783	133407	376	76388	64832	이명박	한나라당
경기도	4100	수원시권선구	227968	135070	134626	444	92898	65272	이명박	한나라당
경기도	4100	수원시팔달구	169529	97064	96690	374	72465	48972	이명박	한나라당
경기도	4100	수원시영통구	175615	111290	111059	231	64325	56136	이명박	한나라당
경기도	4100	성남시수정구	202875	113585	113142	443	89290	51580	이명박	한나라당
경기도	4100	성남시중원구	205596	114597	114215	382	90999	52703	이명박	한나라당
경기도	4100	성남시분당구	321923	218340	217842	498	103583	134060	이명박	한나라당
경기도	4100	의정부시	314746	191670	191042	628	123076	100542	이명박	한나라당
경기도	4100	안양시만안구	205444	127123	126574	549	78321	60840	이명박	한나라당
경기도	4100	안양시동안구	261803	176837	176218	619	84966	90423	이명박	한나라당
경기도	4100	부천시원미구	333326	202315	201769	546	131011	95829	이명박	한나라당
경기도	4100	부천시소사구	174754	106639	106278	361	68115	50341	이명박	한나라당
경기도	4100	부천시오정구	140783	79906	79587	319	60877	36051	이명박	한나라당
경기도	4100	광명시	236416	149929	149494	435	86487	69944	이명박	한나라당
경기도	4100	평택시	296098	176789	176037	752	119309	88319	이명박	한나라당
경기도	4100	양주시	133824	79527	79138	389	54297	43554	이명박	한나라당
경기도	4100	동두천시	67629	38221	38032	189	29408	21126	이명박	한나라당
경기도	4100	안산시상록구	266293	153609	153066	543	112684	70545	이명박	한나라당
경기도	4100	안산시단원구	238970	134675	134154	521	104295	61105	이명박	한나라당
경기도	4100	고양시덕양구	283032	176306	175776	530	106726	91510	이명박	한나라당
경기도	4100	고양시일산동구	184138	115854	115536	318	68284	63571	이명박	한나라당
경기도	4100	고양시일산서구	204400	132601	132265	336	71799	72844	이명박	한나라당
경기도	4100	과천시	45430	32075	31993	82	13355	18228	이명박	한나라당
경기도	4100	의왕시	101448	66677	66464	213	34771	33605	이명박	한나라당
경기도	4100	구리시	144987	91250	90994	256	53737	49370	이명박	한나라당
경기도	4100	남양주시	361363	219433	218730	703	141930	119873	이명박	한나라당
경기도	4100	오산시	103848	60027	59808	219	43821	28666	이명박	한나라당
경기도	4100	화성시	265536	159514	158846	668	106022	81713	이명박	한나라당
경기도	4100	시흥시	277333	157636	157120	516	119697	72523	이명박	한나라당
경기도	4100	군포시	203559	133078	132707	371	70481	63844	이명박	한나라당
경기도	4100	하남시	106527	65545	65324	221	40982	35272	이명박	한나라당
경기도	4100	파주시	228024	138055	137399	656	89969	76460	이명박	한나라당
경기도	4100	여주군	82266	49800	49436	364	32466	27822	이명박	한나라당
경기도	4100	이천시	144497	83665	83144	521	60832	47323	이명박	한나라당
경기도	4100	용인시처인구	151077	87778	87381	397	63299	46632	이명박	한나라당
경기도	4100	용인시수지구	211290	140500	140202	298	70790	85920	이명박	한나라당
경기도	4100	용인시기흥구	217439	140377	140032	345	77062	77906	이명박	한나라당
경기도	4100	안성시	124360	73933	73489	444	50427	36971	이명박	한나라당
경기도	4100	김포시	153236	96255	95859	396	56981	54078	이명박	한나라당
경기도	4100	광주시	171826	104240	103850	390	67586	58125	이명박	한나라당
경기도	4100	포천시	120695	71154	70689	465	49541	40396	이명박	한나라당
경기도	4100	연천군	36588	23834	23623	211	12754	13072	이명박	한나라당
경기도	4100	양평군	70828	45899	45534	365	24929	28550	이명박	한나라당
경기도	4100	가평군	44634	29186	28836	350	15448	16995	이명박	한나라당
경기도	4100	수원시장안구	210171	133783	133407	376	76388	4402	권영길	민주노동당
경기도	4100	수원시권선구	227968	135070	134626	444	92898	4140	권영길	민주노동당
경기도	4100	수원시팔달구	169529	97064	96690	374	72465	2592	권영길	민주노동당
경기도	4100	수원시영통구	175615	111290	111059	231	64325	2895	권영길	민주노동당
경기도	4100	성남시수정구	202875	113585	113142	443	89290	3392	권영길	민주노동당
경기도	4100	성남시중원구	205596	114597	114215	382	90999	3333	권영길	민주노동당
경기도	4100	성남시분당구	321923	218340	217842	498	103583	4080	권영길	민주노동당
경기도	4100	의정부시	314746	191670	191042	628	123076	5483	권영길	민주노동당
경기도	4100	안양시만안구	205444	127123	126574	549	78321	3503	권영길	민주노동당
경기도	4100	안양시동안구	261803	176837	176218	619	84966	4300	권영길	민주노동당
경기도	4100	부천시원미구	333326	202315	201769	546	131011	5636	권영길	민주노동당
경기도	4100	부천시소사구	174754	106639	106278	361	68115	3110	권영길	민주노동당
경기도	4100	부천시오정구	140783	79906	79587	319	60877	2150	권영길	민주노동당
경기도	4100	광명시	236416	149929	149494	435	86487	4888	권영길	민주노동당
경기도	4100	평택시	296098	176789	176037	752	119309	10314	권영길	민주노동당
경기도	4100	양주시	133824	79527	79138	389	54297	2088	권영길	민주노동당
경기도	4100	동두천시	67629	38221	38032	189	29408	968	권영길	민주노동당
경기도	4100	안산시상록구	266293	153609	153066	543	112684	4878	권영길	민주노동당
경기도	4100	안산시단원구	238970	134675	134154	521	104295	4516	권영길	민주노동당
경기도	4100	고양시덕양구	283032	176306	175776	530	106726	4759	권영길	민주노동당
경기도	4100	고양시일산동구	184138	115854	115536	318	68284	2838	권영길	민주노동당
경기도	4100	고양시일산서구	204400	132601	132265	336	71799	3260	권영길	민주노동당
경기도	4100	과천시	45430	32075	31993	82	13355	868	권영길	민주노동당
경기도	4100	의왕시	101448	66677	66464	213	34771	1824	권영길	민주노동당
경기도	4100	구리시	144987	91250	90994	256	53737	2338	권영길	민주노동당
경기도	4100	남양주시	361363	219433	218730	703	141930	5370	권영길	민주노동당
경기도	4100	오산시	103848	60027	59808	219	43821	2150	권영길	민주노동당
경기도	4100	화성시	265536	159514	158846	668	106022	6170	권영길	민주노동당
경기도	4100	시흥시	277333	157636	157120	516	119697	4810	권영길	민주노동당
경기도	4100	군포시	203559	133078	132707	371	70481	4204	권영길	민주노동당
경기도	4100	하남시	106527	65545	65324	221	40982	1337	권영길	민주노동당
경기도	4100	파주시	228024	138055	137399	656	89969	3812	권영길	민주노동당
경기도	4100	여주군	82266	49800	49436	364	32466	1601	권영길	민주노동당
경기도	4100	이천시	144497	83665	83144	521	60832	2451	권영길	민주노동당
경기도	4100	용인시처인구	151077	87778	87381	397	63299	2271	권영길	민주노동당
경기도	4100	용인시수지구	211290	140500	140202	298	70790	2589	권영길	민주노동당
경기도	4100	용인시기흥구	217439	140377	140032	345	77062	3203	권영길	민주노동당
경기도	4100	안성시	124360	73933	73489	444	50427	3097	권영길	민주노동당
경기도	4100	김포시	153236	96255	95859	396	56981	2439	권영길	민주노동당
경기도	4100	광주시	171826	104240	103850	390	67586	2207	권영길	민주노동당
경기도	4100	포천시	120695	71154	70689	465	49541	2098	권영길	민주노동당
경기도	4100	연천군	36588	23834	23623	211	12754	678	권영길	민주노동당
경기도	4100	양평군	70828	45899	45534	365	24929	1080	권영길	민주노동당
경기도	4100	가평군	44634	29186	28836	350	15448	708	권영길	민주노동당
경기도	4100	수원시장안구	210171	133783	133407	376	76388	751	이인제	민주당
경기도	4100	수원시권선구	227968	135070	134626	444	92898	834	이인제	민주당
경기도	4100	수원시팔달구	169529	97064	96690	374	72465	645	이인제	민주당
경기도	4100	수원시영통구	175615	111290	111059	231	64325	459	이인제	민주당
경기도	4100	성남시수정구	202875	113585	113142	443	89290	942	이인제	민주당
경기도	4100	성남시중원구	205596	114597	114215	382	90999	969	이인제	민주당
경기도	4100	성남시분당구	321923	218340	217842	498	103583	626	이인제	민주당
경기도	4100	의정부시	314746	191670	191042	628	123076	1016	이인제	민주당
경기도	4100	안양시만안구	205444	127123	126574	549	78321	823	이인제	민주당
경기도	4100	안양시동안구	261803	176837	176218	619	84966	742	이인제	민주당
경기도	4100	부천시원미구	333326	202315	201769	546	131011	1119	이인제	민주당
경기도	4100	부천시소사구	174754	106639	106278	361	68115	631	이인제	민주당
경기도	4100	부천시오정구	140783	79906	79587	319	60877	609	이인제	민주당
경기도	4100	광명시	236416	149929	149494	435	86487	911	이인제	민주당
경기도	4100	평택시	296098	176789	176037	752	119309	1451	이인제	민주당
경기도	4100	양주시	133824	79527	79138	389	54297	555	이인제	민주당
경기도	4100	동두천시	67629	38221	38032	189	29408	329	이인제	민주당
경기도	4100	안산시상록구	266293	153609	153066	543	112684	1014	이인제	민주당
경기도	4100	안산시단원구	238970	134675	134154	521	104295	977	이인제	민주당
경기도	4100	고양시덕양구	283032	176306	175776	530	106726	845	이인제	민주당
경기도	4100	고양시일산동구	184138	115854	115536	318	68284	383	이인제	민주당
경기도	4100	고양시일산서구	204400	132601	132265	336	71799	470	이인제	민주당
경기도	4100	과천시	45430	32075	31993	82	13355	82	이인제	민주당
경기도	4100	의왕시	101448	66677	66464	213	34771	340	이인제	민주당
경기도	4100	구리시	144987	91250	90994	256	53737	472	이인제	민주당
경기도	4100	남양주시	361363	219433	218730	703	141930	1289	이인제	민주당
경기도	4100	오산시	103848	60027	59808	219	43821	463	이인제	민주당
경기도	4100	화성시	265536	159514	158846	668	106022	1116	이인제	민주당
경기도	4100	시흥시	277333	157636	157120	516	119697	1108	이인제	민주당
경기도	4100	군포시	203559	133078	132707	371	70481	651	이인제	민주당
경기도	4100	하남시	106527	65545	65324	221	40982	354	이인제	민주당
경기도	4100	파주시	228024	138055	137399	656	89969	902	이인제	민주당
경기도	4100	여주군	82266	49800	49436	364	32466	511	이인제	민주당
경기도	4100	이천시	144497	83665	83144	521	60832	719	이인제	민주당
경기도	4100	용인시처인구	151077	87778	87381	397	63299	729	이인제	민주당
경기도	4100	용인시수지구	211290	140500	140202	298	70790	349	이인제	민주당
경기도	4100	용인시기흥구	217439	140377	140032	345	77062	503	이인제	민주당
경기도	4100	안성시	124360	73933	73489	444	50427	685	이인제	민주당
경기도	4100	김포시	153236	96255	95859	396	56981	623	이인제	민주당
경기도	4100	광주시	171826	104240	103850	390	67586	737	이인제	민주당
경기도	4100	포천시	120695	71154	70689	465	49541	704	이인제	민주당
경기도	4100	연천군	36588	23834	23623	211	12754	267	이인제	민주당
경기도	4100	양평군	70828	45899	45534	365	24929	473	이인제	민주당
경기도	4100	가평군	44634	29186	28836	350	15448	335	이인제	민주당
경기도	4100	수원시장안구	210171	133783	133407	376	76388	10787	문국현	창조한국당
경기도	4100	수원시권선구	227968	135070	134626	444	92898	10157	문국현	창조한국당
경기도	4100	수원시팔달구	169529	97064	96690	374	72465	7260	문국현	창조한국당
경기도	4100	수원시영통구	175615	111290	111059	231	64325	10290	문국현	창조한국당
경기도	4100	성남시수정구	202875	113585	113142	443	89290	7911	문국현	창조한국당
경기도	4100	성남시중원구	205596	114597	114215	382	90999	7374	문국현	창조한국당
경기도	4100	성남시분당구	321923	218340	217842	498	103583	15577	문국현	창조한국당
경기도	4100	의정부시	314746	191670	191042	628	123076	12525	문국현	창조한국당
경기도	4100	안양시만안구	205444	127123	126574	549	78321	9768	문국현	창조한국당
경기도	4100	안양시동안구	261803	176837	176218	619	84966	15119	문국현	창조한국당
경기도	4100	부천시원미구	333326	202315	201769	546	131011	15556	문국현	창조한국당
경기도	4100	부천시소사구	174754	106639	106278	361	68115	8117	문국현	창조한국당
경기도	4100	부천시오정구	140783	79906	79587	319	60877	5149	문국현	창조한국당
경기도	4100	광명시	236416	149929	149494	435	86487	11077	문국현	창조한국당
경기도	4100	평택시	296098	176789	176037	752	119309	10959	문국현	창조한국당
경기도	4100	양주시	133824	79527	79138	389	54297	4465	문국현	창조한국당
경기도	4100	동두천시	67629	38221	38032	189	29408	1878	문국현	창조한국당
경기도	4100	안산시상록구	266293	153609	153066	543	112684	11353	문국현	창조한국당
경기도	4100	안산시단원구	238970	134675	134154	521	104295	9275	문국현	창조한국당
경기도	4100	고양시덕양구	283032	176306	175776	530	106726	12527	문국현	창조한국당
경기도	4100	고양시일산동구	184138	115854	115536	318	68284	9055	문국현	창조한국당
경기도	4100	고양시일산서구	204400	132601	132265	336	71799	10042	문국현	창조한국당
경기도	4100	과천시	45430	32075	31993	82	13355	2603	문국현	창조한국당
경기도	4100	의왕시	101448	66677	66464	213	34771	5431	문국현	창조한국당
경기도	4100	구리시	144987	91250	90994	256	53737	6259	문국현	창조한국당
경기도	4100	남양주시	361363	219433	218730	703	141930	14217	문국현	창조한국당
경기도	4100	오산시	103848	60027	59808	219	43821	4462	문국현	창조한국당
경기도	4100	화성시	265536	159514	158846	668	106022	10972	문국현	창조한국당
경기도	4100	시흥시	277333	157636	157120	516	119697	10577	문국현	창조한국당
경기도	4100	군포시	203559	133078	132707	371	70481	11661	문국현	창조한국당
경기도	4100	하남시	106527	65545	65324	221	40982	4135	문국현	창조한국당
경기도	4100	파주시	228024	138055	137399	656	89969	8497	문국현	창조한국당
경기도	4100	여주군	82266	49800	49436	364	32466	2739	문국현	창조한국당
경기도	4100	이천시	144497	83665	83144	521	60832	5428	문국현	창조한국당
경기도	4100	용인시처인구	151077	87778	87381	397	63299	5375	문국현	창조한국당
경기도	4100	용인시수지구	211290	140500	140202	298	70790	10002	문국현	창조한국당
경기도	4100	용인시기흥구	217439	140377	140032	345	77062	11149	문국현	창조한국당
경기도	4100	안성시	124360	73933	73489	444	50427	4502	문국현	창조한국당
경기도	4100	김포시	153236	96255	95859	396	56981	5762	문국현	창조한국당
경기도	4100	광주시	171826	104240	103850	390	67586	6120	문국현	창조한국당
경기도	4100	포천시	120695	71154	70689	465	49541	3720	문국현	창조한국당
경기도	4100	연천군	36588	23834	23623	211	12754	1111	문국현	창조한국당
경기도	4100	양평군	70828	45899	45534	365	24929	2171	문국현	창조한국당
