광역	시군구	읍면동	선거인수	투표수	새누리당	더불어민주당	국민의당	정의당	기독자유당	민주당	코리아	일제.위안부.인권정당	개혁국민신당	고용복지연금선진화연대	공화당	불교당	기독당	노동당	녹색당	민중연합당	복지국가당	친반통일당	통일한국당	한국국민당	한나라당	계	무효투표수	기권수	권역
강원도	화천군	사내면	5358	3093	1478	616	498	94	72	52	8	8	3	3	0	8	19	6	26	7	14	1	0	6	29	2948	145	2265	제주도/강원도
강원도	횡성군	횡성읍	15850	8844	3705	1674	1569	348	496	129	21	10	3	3	8	26	75	47	53	43	18	5	9	11	103	8356	488	7006	제주도/강원도
강원도	횡성군	우천면	3869	2153	1047	340	314	71	91	33	3	1	3	2	3	4	8	12	7	24	3	2	1	7	34	2010	143	1716	제주도/강원도
강원도	횡성군	안흥면	2321	1422	735	199	205	50	65	18	2	1	0	1	2	1	10	1	8	5	2	2	0	3	15	1325	97	899	제주도/강원도
강원도	횡성군	둔내면	4739	2497	1213	384	403	94	91	33	4	1	4	2	3	8	13	10	15	5	5	1	4	4	37	2334	163	2242	제주도/강원도
강원도	횡성군	갑천면	1986	1250	627	159	187	29	72	7	1	1	1	1	2	0	3	6	12	9	3	0	2	4	15	1141	109	736	제주도/강원도
강원도	횡성군	청일면	2095	1226	657	160	164	42	39	14	3	0	1	0	0	5	5	0	10	17	0	0	1	7	26	1151	75	869	제주도/강원도
강원도	횡성군	공근면	3188	1829	813	249	306	39	110	36	3	1	0	0	1	4	10	7	16	16	2	2	1	1	21	1638	191	1359	제주도/강원도
강원도	횡성군	서원면	1951	1161	528	206	181	36	52	26	1	2	2	1	1	3	4	5	1	3	2	1	2	3	24	1084	77	790	제주도/강원도
강원도	횡성군	강림면	1392	881	433	120	156	39	33	11	2	1	1	0	1	3	5	5	6	3	1	0	2	2	13	837	44	511	제주도/강원도
충청북도	괴산군	괴산읍	7885	3820	1482	1034	671	168	75	40	3	2	3	3	0	11	26	7	22	24	2	19	5	3	22	3622	198	4065	충청
충청북도	괴산군	감물면	1749	881	425	144	128	34	15	5	1	2	0	0	2	2	4	2	13	5	0	5	1	2	8	798	83	868	충청
충청북도	괴산군	장연면	1767	860	438	139	113	26	14	7	1	1	0	0	1	2	6	0	5	7	0	10	0	1	8	779	81	907	충청
충청북도	괴산군	연풍면	2165	1131	649	185	126	33	13	8	0	0	3	0	2	0	9	2	9	1	0	9	1	5	11	1066	65	1034	충청
충청북도	괴산군	칠성면	2668	1251	575	258	211	44	27	13	0	0	3	0	1	1	1	3	12	8	4	3	0	0	7	1171	80	1417	충청
충청북도	괴산군	문광면	1918	943	386	202	158	44	25	7	0	0	0	0	1	3	1	2	13	14	0	1	2	0	5	864	79	975	충청
충청북도	괴산군	청천면	4433	2265	1120	380	325	100	52	17	6	1	1	2	2	2	16	3	48	5	2	14	4	7	28	2135	130	2168	충청
충청북도	괴산군	청안면	3058	1503	767	293	242	46	24	10	2	0	2	1	1	0	6	1	1	4	1	3	2	0	10	1416	87	1555	충청
충청북도	괴산군	사리면	2510	1306	669	211	212	40	21	15	1	2	1	0	0	1	3	4	5	6	0	8	6	4	20	1229	77	1204	충청
충청북도	괴산군	소수면	1796	849	337	214	145	30	10	13	1	0	0	0	1	1	2	0	10	9	1	7	2	1	5	789	60	947	충청
충청북도	괴산군	불정면	2561	1267	576	252	217	49	32	12	3	0	1	1	1	3	7	3	5	9	0	13	2	1	11	1198	69	1294	충청
충청북도	단양군	단양읍	8590	4942	2247	1130	899	207	123	33	6	2	1	3	1	10	39	8	14	1	3	9	4	6	28	4774	168	3648	충청
충청북도	단양군	매포읍	5143	2887	1420	550	455	110	82	21	3	2	1	2	0	4	18	6	6	1	2	9	1	6	18	2717	170	2256	충청
충청북도	단양군	단성면	1586	959	532	135	144	32	15	8	2	0	1	0	0	1	5	1	3	2	1	3	2	0	9	896	63	627	충청
충청북도	단양군	대강면	2256	1351	762	191	188	32	44	12	1	1	0	1	2	2	11	2	4	1	0	8	2	7	15	1286	65	905	충청
충청북도	단양군	가곡면	1834	1124	548	195	174	44	32	5	2	1	0	2	1	2	6	4	5	3	1	2	0	2	11	1040	84	710	충청
충청북도	단양군	영춘면	3006	1855	1073	275	223	57	54	18	5	0	0	1	0	7	4	3	5	1	2	6	3	7	12	1756	99	1151	충청
충청북도	단양군	어상천면	1656	906	431	175	132	26	16	9	0	0	0	0	0	2	5	2	2	0	1	9	1	4	6	821	85	750	충청
충청북도	단양군	적성면	1375	849	493	117	115	20	12	6	1	0	0	0	0	1	2	2	7	0	0	5	4	5	11	801	48	526	충청
충청북도	보은군	보은읍	11843	7274	3111	1893	1274	270	115	79	12	10	10	1	9	17	32	26	30	22	2	26	6	7	41	6993	281	4569	충청
충청북도	보은군	속리산면	1896	1234	596	307	188	29	18	13	2	1	2	0	1	3	4	1	2	1	1	6	0	0	15	1190	44	662	충청
충청북도	보은군	장안면	1357	837	343	210	137	29	13	12	0	0	0	0	2	2	3	2	1	1	2	3	0	5	3	768	69	520	충청
충청북도	보은군	마로면	2161	1464	658	318	179	49	42	19	3	0	5	1	1	5	7	3	6	4	3	7	2	1	12	1325	139	697	충청
충청북도	보은군	탄부면	1634	1081	503	246	139	31	37	15	3	0	2	0	0	2	4	2	2	1	0	2	2	4	12	1007	74	553	충청
충청북도	보은군	삼승면	2113	1348	556	355	171	45	20	16	0	0	1	1	1	1	10	4	1	3	0	13	5	5	6	1214	134	765	충청
충청북도	보은군	수한면	1700	1106	532	213	165	24	15	9	0	0	1	0	2	1	0	2	1	5	0	5	0	1	7	983	123	594	충청
충청북도	보은군	회남면	667	517	237	110	89	15	10	7	1	0	1	1	1	0	3	1	2	0	0	2	1	1	5	487	30	150	충청
충청북도	보은군	회인면	1662	1114	570	227	127	18	15	13	1	1	0	0	2	0	3	0	6	3	0	9	0	4	15	1014	100	548	충청
충청북도	보은군	내북면	1597	1042	427	243	170	43	21	21	1	0	2	1	1	5	12	2	3	3	2	4	2	5	9	977	65	555	충청
충청북도	보은군	산외면	1633	1104	546	186	174	45	20	11	0	0	1	1	1	1	3	0	3	7	1	10	0	3	6	1019	85	529	충청
충청북도	영동군	영동읍	16967	10121	4141	2593	1874	462	219	128	13	11	17	10	4	15	58	33	32	68	7	24	6	7	53	9775	346	6846	충청
충청북도	영동군	용산면	3043	1790	864	341	262	60	45	15	2	1	4	2	3	1	5	5	10	4	2	3	1	4	14	1648	142	1253	충청
충청북도	영동군	황간면	3991	2501	1155	512	417	95	37	39	0	3	2	0	1	3	10	5	9	8	2	6	4	8	19	2335	166	1490	충청
충청북도	영동군	추풍령면	2155	1399	685	286	189	42	34	12	1	1	1	0	1	2	7	1	4	2	1	4	0	2	12	1287	112	756	충청
충청북도	영동군	매곡면	1778	1201	644	206	164	21	42	15	1	0	2	2	0	3	8	3	3	3	0	2	2	5	8	1134	67	577	충청
충청북도	영동군	상촌면	2137	1426	683	302	210	39	30	10	1	0	1	0	0	6	4	1	3	7	0	6	0	4	10	1317	109	711	충청
충청북도	영동군	양강면	2852	1780	878	358	267	47	34	12	2	2	3	0	4	1	10	3	1	21	1	4	1	6	20	1675	105	1072	충청
충청북도	영동군	용화면	903	652	301	142	91	15	2	4	1	1	2	0	4	1	2	1	2	4	1	2	1	2	9	588	64	251	충청
충청북도	영동군	학산면	2654	1650	786	368	232	48	16	20	4	1	8	0	2	4	5	3	4	8	1	9	0	2	23	1544	106	1004	충청
충청북도	영동군	양산면	1766	1148	526	231	175	31	33	16	0	3	0	0	0	2	9	2	3	3	1	1	2	3	13	1054	94	618	충청
충청북도	영동군	심천면	2992	1840	829	367	285	53	45	23	3	2	22	0	2	1	15	5	7	1	1	9	6	5	22	1703	137	1152	충청
충청북도	옥천군	옥천읍	22564	13851	5453	3997	2465	597	194	142	14	7	9	10	16	26	60	45	98	90	14	28	6	13	74	13358	493	8713	충청
충청북도	옥천군	동이면	2970	1911	835	433	310	58	24	24	2	1	1	2	3	4	12	9	15	1	0	11	3	6	11	1765	146	1059	충청
충청북도	옥천군	안남면	1293	893	339	222	136	27	11	13	1	0	4	0	0	1	1	5	12	15	2	3	1	1	7	801	92	400	충청
충청북도	옥천군	안내면	1884	1277	617	216	174	34	19	14	0	2	2	2	3	2	5	2	9	39	0	11	1	5	17	1174	103	607	충청
충청북도	옥천군	청성면	2090	1342	549	288	176	26	36	20	1	1	3	0	0	1	4	3	3	23	1	10	3	10	15	1173	169	748	충청
충청북도	옥천군	청산면	2958	1905	872	397	212	37	94	22	2	1	5	2	4	2	10	2	6	4	1	4	1	6	28	1712	193	1053	충청
충청북도	옥천군	이원면	3927	2434	1141	506	351	52	85	23	6	2	1	0	1	3	11	5	4	14	4	8	5	10	21	2253	181	1493	충청
충청북도	옥천군	군서면	2088	1390	605	398	150	25	39	13	1	0	0	3	3	1	4	0	1	2	1	7	1	6	8	1268	122	698	충청
충청북도	옥천군	군북면	2694	1583	701	378	249	48	41	12	5	0	2	0	3	1	7	0	4	10	2	6	1	3	17	1490	93	1111	충청
충청북도	음성군	음성읍	14615	7957	3193	1632	1960	333	199	77	11	7	9	3	10	9	45	12	25	18	6	52	11	9	50	7671	286	6658	충청
충청북도	음성군	금왕읍	16606	7906	2973	2023	1735	334	166	98	12	5	4	8	5	7	63	18	31	19	4	33	11	1	48	7598	308	8700	충청
충청북도	음성군	소이면	2694	1662	780	282	307	67	27	24	2	3	2	0	2	3	8	2	5	13	1	11	5	4	21	1569	93	1032	충청
충청북도	음성군	원남면	2703	1539	659	283	327	41	35	20	0	1	3	1	0	1	6	0	1	2	2	22	7	12	21	1444	95	1164	충청
충청북도	음성군	맹동면	8241	4115	1193	1135	1024	272	76	26	7	2	5	3	7	3	17	18	22	11	12	19	2	4	20	3878	237	4126	충청
충청북도	음성군	대소면	12215	5473	1871	1415	1328	245	131	59	5	1	1	1	2	10	30	21	27	30	5	48	6	5	20	5261	212	6742	충청
충청북도	음성군	삼성면	6544	3283	1438	671	668	114	85	35	0	2	1	3	2	4	30	6	4	16	5	17	3	2	24	3130	153	3261	충청
충청북도	음성군	생극면	4114	2175	1007	389	426	64	33	21	6	1	1	0	5	6	11	5	4	4	3	16	2	4	16	2024	151	1939	충청
충청북도	음성군	감곡면	8848	4325	1929	801	900	156	98	38	3	2	3	3	0	10	21	9	14	23	1	27	3	2	31	4074	251	4523	충청
충청북도	제천시	봉양읍	6169	3454	1544	704	570	133	98	39	7	1	2	3	7	9	23	17	19	19	2	15	6	11	23	3252	202	2715	충청
충청북도	제천시	금성면	1867	1130	512	214	200	48	16	11	2	1	1	0	1	0	4	1	4	19	1	9	1	3	9	1057	73	737	충청
충청북도	제천시	청풍면	1201	750	399	116	127	25	16	8	0	1	0	2	2	2	2	3	1	0	1	4	1	2	3	715	35	451	충청
충청북도	제천시	수산면	1933	1158	626	175	175	26	22	6	1	0	2	0	0	2	9	1	10	2	0	3	0	2	9	1071	87	775	충청
충청북도	제천시	덕산면	1965	1223	605	194	182	54	26	10	4	0	1	0	0	1	13	0	27	5	2	3	1	4	14	1146	77	742	충청
충청북도	제천시	한수면	679	424	234	65	61	13	0	4	0	0	0	2	1	1	0	1	1	0	0	3	0	0	5	391	33	255	충청
충청북도	제천시	백운면	2914	1745	879	313	265	42	58	12	1	1	3	3	2	2	13	3	10	2	0	7	2	7	6	1631	114	1169	충청
충청북도	제천시	송학면	4446	2605	1356	400	401	94	66	20	1	3	3	1	1	8	21	8	3	6	2	14	3	7	19	2437	168	1841	충청
충청북도	제천시	교동	13193	7019	2661	1814	1465	460	178	40	6	2	3	2	3	8	51	19	28	16	4	7	2	6	31	6806	213	6174	충청
충청북도	제천시	의암동	7085	4021	1528	1042	833	244	95	38	2	6	4	0	2	4	31	7	14	13	2	9	6	3	17	3900	121	3064	충청
충청북도	제천시	인성동	5996	3304	1620	633	599	141	75	24	4	2	4	6	1	9	23	6	13	4	2	14	2	2	11	3195	109	2692	충청
충청북도	제천시	남현동	5045	2715	1380	534	424	112	57	23	6	0	0	0	1	4	15	6	8	7	3	7	5	2	12	2606	109	2330	충청
충청북도	제천시	영서동	7307	3888	1800	853	682	170	66	39	1	2	2	0	2	5	19	9	12	8	3	8	39	5	22	3747	141	3419	충청
충청북도	제천시	용두동	13695	7252	2757	1884	1482	512	158	47	9	8	4	8	5	10	35	21	42	21	2	20	7	7	24	7063	189	6443	충청
충청북도	제천시	신백동	9905	5128	1954	1355	991	316	95	48	3	2	9	4	4	7	31	17	23	17	4	15	6	9	29	4939	189	4777	충청
충청북도	제천시	청전동	15291	8502	3860	1883	1632	372	184	64	5	5	4	7	4	11	54	13	40	25	1	28	7	9	36	8244	258	6789	충청
충청북도	제천시	화산동	9356	4676	2097	1043	829	238	101	48	5	4	2	1	4	9	21	18	13	14	5	22	4	7	31	4516	160	4680	충청
충청북도	증평군	증평읍	26315	13201	4955	3401	2933	576	336	134	22	14	12	10	6	20	68	41	50	37	18	40	8	19	64	12764	437	13114	충청
충청북도	증평군	도안면	1873	1099	480	236	179	31	18	13	2	2	1	1	1	4	6	2	9	3	2	9	4	2	12	1017	82	774	충청
충청북도	진천군	진천읍	23215	14833	5514	4688	2816	518	264	169	14	21	9	11	10	32	69	38	39	53	14	27	12	16	59	14393	440	8382	충청
충청북도	진천군	덕산면	7132	4234	1465	1256	839	221	117	43	6	4	1	4	3	9	27	5	14	20	2	9	3	9	17	4074	160	2898	충청
충청북도	진천군	초평면	2952	1962	785	562	294	57	39	20	2	1	2	3	1	1	10	3	3	16	0	8	2	9	8	1826	136	990	충청
충청북도	진천군	문백면	3209	2132	911	564	318	51	55	17	2	1	1	1	2	3	11	5	5	8	1	6	1	9	22	1994	138	1077	충청
충청북도	진천군	백곡면	1917	1342	687	274	177	46	29	10	0	2	0	1	4	2	7	4	1	6	1	2	0	1	7	1261	81	575	충청
충청북도	진천군	이월면	5959	3647	1388	1041	673	125	75	47	4	4	5	3	2	3	11	9	4	26	2	8	2	8	24	3464	183	2312	충청
충청북도	진천군	광혜원면	8539	4438	1630	1221	918	185	115	60	3	1	0	2	3	8	30	11	19	11	9	5	3	4	34	4272	166	4101	충청
충청북도	청주시상당구	중앙동	5552	3231	1396	755	647	157	51	22	2	0	2	2	5	3	12	4	15	9	2	31	7	0	8	3130	101	2321	충청
충청북도	청주시상당구	성안동	6001	3279	1592	688	554	131	80	22	1	4	3	2	1	2	6	2	21	9	3	16	7	0	14	3158	121	2722	충청
충청북도	청주시상당구	탑·대성동	9055	4948	2109	1151	931	249	114	34	3	3	3	1	3	8	27	8	30	11	5	41	5	2	19	4757	191	4107	충청
충청북도	청주시상당구	용담·명암·산성동	8405	5046	1664	1473	1112	361	117	39	1	6	2	3	1	5	30	11	35	12	2	26	7	3	15	4925	121	3359	충청
충청북도	청주시상당구	금천동	24582	14368	4778	4264	2935	905	546	98	17	5	6	5	5	16	81	44	74	52	9	101	17	4	45	14007	361	10214	충청
충청북도	청주시상당구	영운동	9684	5232	2142	1348	967	227	173	38	6	5	1	3	3	3	27	18	21	19	3	32	9	2	19	5066	166	4452	충청
충청북도	청주시상당구	용암제1동	32239	17759	5658	5425	4000	1125	489	127	12	16	7	4	11	17	82	47	88	71	11	108	15	10	50	17373	386	14480	충청
충청북도	청주시상당구	용암제2동	17997	10144	3220	3169	2132	650	255	96	10	9	5	3	10	12	65	39	65	37	10	55	13	11	25	9891	253	7853	충청
충청북도	청주시상당구	낭성면	2057	1360	718	235	166	43	55	11	0	2	0	0	1	3	9	4	10	16	0	7	0	1	11	1292	68	697	충청
충청북도	청주시상당구	미원면	4627	2766	1324	489	365	69	90	30	3	1	1	0	9	3	19	3	14	118	1	18	8	7	24	2596	170	1861	충청
충청북도	청주시상당구	가덕면	3846	2281	1028	475	374	68	70	19	0	0	3	2	4	4	8	5	5	6	0	17	2	2	20	2112	169	1565	충청
충청북도	청주시상당구	남일면	6192	3652	1572	871	640	169	95	24	3	5	0	2	2	6	18	14	13	11	2	27	3	5	20	3502	150	2540	충청
충청북도	청주시상당구	문의면	3916	2319	1044	488	332	83	64	19	1	1	1	0	3	4	16	8	10	11	0	16	2	5	31	2139	180	1597	충청
충청북도	청주시서원구	남이면	6106	3372	1467	706	600	161	153	32	3	0	5	4	3	3	19	6	10	13	1	5	3	7	22	3223	149	2734	충청
충청북도	청주시서원구	현도면	3330	1948	822	376	371	103	50	22	4	3	3	1	3	3	8	6	6	3	2	9	2	2	17	1816	132	1382	충청
충청북도	청주시서원구	사직1동	8133	4645	2015	1035	943	245	96	31	1	6	2	2	1	5	27	11	21	13	5	15	3	4	21	4502	143	3488	충청
충청북도	청주시서원구	사직2동	11976	7539	2710	1939	1917	463	159	47	5	5	5	2	4	10	36	10	28	15	3	17	5	4	13	7397	142	4437	충청
충청북도	청주시서원구	사창동	14464	7711	2749	2109	1727	534	161	49	5	5	1	3	1	5	36	11	49	20	9	17	2	3	20	7516	195	6753	충청
충청북도	청주시서원구	모충동	14079	7340	2978	1874	1456	381	174	43	2	7	2	2	3	4	26	15	25	16	9	30	6	2	18	7073	267	6739	충청
충청북도	청주시서원구	산남동	20211	12293	3323	3793	3246	1098	289	63	7	9	7	3	3	8	66	25	94	39	5	22	2	5	12	12119	174	7918	충청
충청북도	청주시서원구	분평동	24682	15207	4436	4624	3911	1156	312	93	8	8	7	7	6	14	80	41	100	51	5	29	3	1	27	14919	288	9475	충청
충청북도	청주시서원구	수곡1동	13097	7107	2763	1834	1484	431	192	44	8	4	5	3	3	7	39	23	40	20	4	16	2	3	12	6937	170	5990	충청
충청북도	청주시서원구	수곡2동	12918	7537	2915	1938	1576	426	198	48	3	4	1	6	3	12	36	29	40	12	8	21	3	2	28	7309	228	5381	충청
충청북도	청주시서원구	성화·개신·죽림동	35843	20453	6005	6158	5248	1563	504	99	12	8	10	7	5	19	93	44	140	54	17	51	10	4	39	20090	363	15390	충청
충청북도	청주시청원구	내수읍	16394	8572	3193	2088	1714	393	336	117	12	5	11	11	1	19	48	30	29	120	7	31	8	7	51	8231	341	7822	충청
충청북도	청주시청원구	오창읍	39354	21825	5506	7404	5825	1589	336	192	17	17	8	12	8	18	81	66	92	143	20	22	8	8	42	21414	411	17529	충청
충청북도	청주시청원구	북이면	4475	2749	1232	485	396	89	89	43	4	1	3	2	3	8	15	6	6	129	6	7	5	5	30	2564	185	1726	충청
충청북도	청주시청원구	우암동	10913	5791	2578	1374	1089	255	123	47	2	2	3	1	2	8	23	14	31	23	5	16	4	3	24	5627	164	5122	충청
충청북도	청주시청원구	내덕제1동	8743	4804	2166	1111	929	171	137	40	5	3	2	1	1	2	26	15	17	17	4	13	2	1	24	4687	117	3939	충청
충청북도	청주시청원구	내덕제2동	9428	5173	2134	1292	1015	240	121	40	4	6	2	3	6	8	19	12	20	25	3	22	8	5	23	5008	165	4255	충청
충청북도	청주시청원구	율량·사천동	35924	20038	6217	6083	4904	1208	436	165	17	20	11	5	5	21	108	44	112	122	20	43	11	10	44	19606	432	15886	충청
충청북도	청주시청원구	오근장동	12764	7293	2174	2268	1901	448	125	78	8	4	2	4	3	11	24	13	30	36	4	16	3	3	18	7173	120	5471	충청
충청북도	청주시흥덕구	오송읍	15715	8868	2536	2785	2047	773	195	65	6	4	3	3	4	3	38	30	43	48	8	13	6	2	20	8632	236	6847	충청
충청북도	청주시흥덕구	강내면	8583	4999	1673	1360	1095	288	181	32	4	5	1	1	2	8	34	17	35	48	5	15	1	5	18	4828	171	3584	충청
충청북도	청주시흥덕구	옥산면	7839	4007	1596	993	778	191	118	34	5	4	2	2	2	6	25	8	12	23	5	14	3	8	22	3851	156	3832	충청
충청북도	청주시흥덕구	운천·신봉동	15807	8296	3017	2269	1829	433	211	62	10	3	4	5	3	13	39	25	43	23	6	28	8	3	21	8055	241	7511	충청
충청북도	청주시흥덕구	복대제1동	37362	20575	5458	6857	5397	1488	391	164	19	23	10	9	6	22	91	72	112	56	10	14	4	5	50	20258	317	16787	충청
충청북도	청주시흥덕구	복대제2동	15134	7479	2882	1918	1524	428	190	72	7	13	2	7	2	12	60	22	36	29	9	18	4	4	22	7261	218	7655	충청
충청북도	청주시흥덕구	가경동	38449	21265	6394	6728	5092	1452	460	181	16	19	6	10	6	24	85	65	86	64	20	50	9	3	37	20807	458	17184	충청
충청북도	청주시흥덕구	봉명제1동	10108	4634	1610	1268	1010	293	166	26	4	5	1	1	3	4	21	17	24	11	5	15	0	1	11	4496	138	5474	충청
충청북도	청주시흥덕구	봉명제2·송정동	20869	10131	3100	3127	2257	690	326	91	8	9	6	6	3	12	68	39	72	34	11	24	8	2	22	9915	216	10738	충청
충청북도	청주시흥덕구	강서제1동	17369	9162	3088	2552	2090	572	252	83	13	7	3	8	4	13	41	33	36	18	6	31	13	3	38	8904	258	8207	충청
충청북도	청주시흥덕구	강서제2동	3701	1862	626	577	365	114	27	19	0	2	0	2	0	2	11	6	8	3	1	3	2	1	9	1778	84	1839	충청
충청북도	충주시	주덕읍	4977	2679	1327	476	432	71	84	27	3	0	4	1	4	7	11	4	7	11	2	14	4	1	28	2518	161	2298	충청
충청북도	충주시	살미면	1975	1163	555	195	205	38	32	11	1	1	1	2	1	0	5	2	6	6	2	3	1	2	7	1076	87	812	충청
충청북도	충주시	수안보면	2949	1625	858	239	263	40	45	10	2	2	2	1	2	1	18	2	11	9	0	1	1	2	28	1537	88	1324	충청
충청북도	충주시	대소원면	4882	2354	1109	446	424	69	38	24	4	3	0	3	1	5	10	8	8	5	0	13	2	4	19	2195	159	2528	충청
충청북도	충주시	신니면	3039	1751	883	331	273	46	31	21	2	0	8	1	0	8	3	1	3	5	0	9	1	5	11	1642	109	1288	충청
충청북도	충주시	노은면	2236	1255	625	225	205	31	17	8	0	0	0	0	0	1	5	2	1	2	2	5	1	3	6	1139	116	981	충청
충청북도	충주시	앙성면	3814	2142	1197	279	340	49	50	17	2	1	0	0	4	6	12	4	3	3	4	5	2	1	15	1994	148	1672	충청
충청북도	충주시	중앙탑면	2501	1459	745	250	244	40	44	13	0	0	2	0	0	2	11	2	6	5	0	8	2	1	13	1388	71	1042	충청
충청북도	충주시	금가면	3308	1900	791	410	380	73	43	20	2	0	2	1	0	7	12	7	6	10	2	4	3	2	7	1782	118	1408	충청
충청북도	충주시	동량면	3593	2050	1024	315	317	69	73	18	3	1	1	2	5	1	13	8	6	6	0	13	5	6	16	1902	148	1543	충청
충청북도	충주시	산척면	2364	1456	758	213	214	45	61	8	1	0	1	1	2	0	11	4	5	6	0	7	1	5	10	1353	103	908	충청
충청북도	충주시	엄정면	3195	1855	967	273	280	54	52	19	2	1	2	0	5	1	14	3	4	3	2	15	3	2	15	1717	138	1340	충청
충청북도	충주시	소태면	1708	1039	550	165	152	28	32	10	0	0	0	0	0	5	6	2	5	7	0	2	1	2	11	978	61	669	충청
충청북도	충주시	성내·충인동	2976	1490	765	282	247	50	33	8	0	1	2	1	2	3	6	1	3	5	0	2	2	2	9	1424	66	1486	충청
충청북도	충주시	교현·안림동	18428	8816	3713	1983	1770	453	240	83	10	4	1	7	6	11	42	16	39	26	4	27	12	3	49	8499	317	9612	충청
충청북도	충주시	교현2동	7114	3488	1616	693	629	129	94	22	5	1	4	2	3	5	20	11	17	11	2	20	10	5	23	3322	166	3626	충청
충청북도	충주시	용산동	12349	6336	2339	1628	1384	351	153	56	5	1	5	4	4	10	28	14	32	19	6	24	3	5	26	6097	239	6013	충청
충청북도	충주시	지현동	4971	2569	1176	530	468	104	75	21	1	0	3	1	2	4	14	7	6	12	1	14	4	3	14	2460	109	2402	충청
충청북도	충주시	문화동	9365	5019	2470	916	1006	171	117	52	1	1	1	3	3	3	16	13	18	6	3	16	7	2	25	4850	169	4346	충청
충청북도	충주시	호암·직동	7888	3958	1382	1058	885	235	103	38	6	2	3	1	3	3	13	13	27	13	4	16	4	5	14	3828	130	3930	충청
충청북도	충주시	달천동	3829	1855	830	350	323	100	58	14	3	0	0	1	0	5	12	5	8	4	1	16	7	2	7	1746	109	1974	충청
충청북도	충주시	봉방동	8578	4341	1908	938	856	185	108	28	5	2	1	9	4	3	13	9	21	16	6	14	9	1	23	4159	182	4237	충청
충청북도	충주시	칠금·금릉동	12692	6704	2391	1735	1562	425	169	57	2	5	3	3	4	4	24	14	26	26	3	26	6	3	26	6514	190	5988	충청
충청북도	충주시	연수동	30561	15047	5656	3791	3343	836	407	142	8	11	10	10	9	19	70	45	65	66	13	42	18	7	61	14629	418	15514	충청
충청북도	충주시	목행·용탄동	5244	2710	980	743	593	161	48	21	3	0	0	4	2	1	16	12	8	5	1	9	5	1	14	2627	83	2534	충청
충청남도	계룡시	두마면	5170	3174	1047	795	936	186	77	15	2	0	2	0	0	2	16	4	10	8	4	5	3	3	5	3120	54	1996	충청
충청남도	계룡시	엄사면	12624	7003	2399	1706	1860	343	239	47	5	9	6	6	2	6	46	10	35	42	5	3	2	3	22	6796	207	5621	충청
충청남도	계룡시	신도안면	5015	3350	1379	622	998	113	119	9	2	0	2	3	2	7	19	5	11	9	2	0	1	0	4	3307	43	1665	충청
충청남도	계룡시	금암동	6107	3767	1243	865	1134	240	120	18	4	1	6	1	0	2	21	7	15	16	1	6	2	0	3	3705	62	2340	충청
충청남도	공주시	유구읍	7115	3881	1971	735	585	102	133	32	4	3	2	0	4	11	24	12	6	14	1	13	7	12	23	3694	187	3234	충청
충청남도	공주시	이인면	3253	1882	833	450	288	51	47	23	1	0	2	0	2	4	10	0	9	4	3	8	2	6	14	1757	125	1371	충청
충청남도	공주시	탄천면	2942	1691	682	421	271	52	55	27	3	0	1	1	2	3	5	1	5	7	1	8	0	4	20	1569	122	1251	충청
충청남도	공주시	계룡면	5281	3025	1349	698	516	84	77	23	4	0	2	3	7	4	11	4	6	8	0	11	1	4	14	2826	199	2256	충청
충청남도	공주시	반포면	4100	2211	908	496	434	96	52	18	3	0	2	2	1	4	13	2	14	1	3	8	3	6	12	2078	133	1889	충청
충청남도	공주시	의당면	4542	2568	929	757	471	88	88	34	2	1	0	0	3	1	17	5	6	19	2	8	5	6	7	2449	119	1974	충청
