광역	시군구	읍면동	투표소	선거인수	투표수	기권수	무효표	유효투표수	새누리당	민주통합당	자유선진당	통합진보당	창조한국당	국민생각	가자!대국민중심당	친박연합	국민행복당	기독당	녹색당	대한국당	미래연합	불교연합당	정통민주당	진보신당	청년당	한국기독당	한국문화예술당	한나라당
서울특별시	종로구	계	계	142069	81211	60858	1023	80188	34185	31488	1532	7441	237	481	89	200	154	635	774	68	26	109	194	1844	208	141	62	320
서울특별시	종로구	재외투표	재외투표	1171	667	504	2	665	319	201	10	78	1	1	3	6	0	1	6	2	0	2	3	21	1	3	1	6
서울특별시	종로구	국내부재자투표	국내부재자투표	2346	2155	191	75	2080	827	776	82	151	17	17	4	7	8	18	28	2	6	7	10	48	9	1	14	48
서울특별시	종로구	청운효자동	소계	11700	7269	4431	77	7192	3062	2647	153	778	20	64	15	23	13	31	91	4	1	4	11	199	25	13	10	28
서울특별시	종로구	청운효자동	청운효자동제1투	3644	2218	1426	24	2194	1005	726	49	233	6	28	4	9	2	8	37	0	1	1	5	60	6	5	2	7
서울특별시	종로구	청운효자동	청운효자동제2투	3760	2395	1365	29	2366	1039	883	34	245	4	21	9	5	4	11	26	3	0	1	4	55	7	2	3	10
서울특별시	종로구	청운효자동	청운효자동제3투	4296	2656	1640	24	2632	1018	1038	70	300	10	15	2	9	7	12	28	1	0	2	2	84	12	6	5	11
서울특별시	종로구	사직동	소계	8504	5052	3452	55	4997	2669	1485	88	411	9	43	3	9	8	19	58	6	1	7	3	137	7	9	1	24
서울특별시	종로구	사직동	사직동제1투	3805	2134	1671	23	2111	916	809	33	198	3	5	0	8	1	13	27	4	0	5	3	67	2	4	1	12
서울특별시	종로구	사직동	사직동제2투	4699	2918	1781	32	2886	1753	676	55	213	6	38	3	1	7	6	31	2	1	2	0	70	5	5	0	12
서울특별시	종로구	삼청동	소계	2831	1708	1123	14	1694	857	526	27	159	7	10	2	3	0	8	17	0	0	3	3	53	9	2	0	8
서울특별시	종로구	삼청동	삼청동투표소	2831	1708	1123	14	1694	857	526	27	159	7	10	2	3	0	8	17	0	0	3	3	53	9	2	0	8
서울특별시	종로구	부암동	소계	9024	5344	3680	44	5300	2500	1667	96	630	14	39	4	17	12	16	88	4	6	6	13	149	15	5	5	14
서울특별시	종로구	부암동	부암동제1투	3622	2077	1545	17	2060	939	640	23	275	6	19	2	8	2	4	53	3	2	3	4	65	4	2	2	4
서울특별시	종로구	부암동	부암동제2투	2701	1640	1061	16	1624	745	498	42	208	5	10	0	5	6	7	24	0	3	3	5	47	7	2	1	6
서울특별시	종로구	부암동	부암동제3투	2701	1627	1074	11	1616	816	529	31	147	3	10	2	4	4	5	11	1	1	0	4	37	4	1	2	4
서울특별시	종로구	평창동	소계	15750	9534	6216	73	9461	5147	2547	159	804	29	92	6	23	31	186	123	6	1	12	11	215	22	17	7	23
서울특별시	종로구	평창동	평창동제1투	3222	1827	1395	16	1811	965	503	26	161	1	19	2	4	3	27	36	3	0	3	3	45	5	2	0	3
서울특별시	종로구	평창동	평창동제2투	4655	2816	1839	12	2804	1564	674	52	225	9	27	2	3	5	127	29	0	0	3	3	62	2	8	3	6
서울특별시	종로구	평창동	평창동제3투	2518	1537	981	14	1523	862	386	22	133	7	13	1	5	5	8	14	0	0	4	1	51	6	2	1	2
서울특별시	종로구	평창동	평창동제4투	2507	1591	916	16	1575	795	478	34	156	6	12	1	6	18	6	20	2	0	2	1	24	5	2	1	6
서울특별시	종로구	평창동	평창동제5투	2848	1763	1085	15	1748	961	506	25	129	6	21	0	5	0	18	24	1	1	0	3	33	4	3	2	6
서울특별시	종로구	무악동	소계	6633	4179	2454	43	4136	1844	1555	70	426	15	12	9	11	3	35	33	0	1	7	10	65	16	13	3	8
서울특별시	종로구	무악동	무악동제1투	2436	1623	813	16	1607	735	579	26	172	4	6	3	3	0	12	9	0	0	3	3	34	8	5	2	3
서울특별시	종로구	무악동	무악동제2투	4197	2556	1641	27	2529	1109	976	44	254	11	6	6	8	3	23	24	0	1	4	7	31	8	8	1	5
서울특별시	종로구	교남동	소계	7552	3874	3678	62	3812	1530	1587	65	358	14	16	9	19	7	44	22	1	2	3	14	80	15	9	3	14
서울특별시	종로구	교남동	교남동제1투	4417	2233	2184	36	2197	851	909	32	232	9	12	6	17	5	30	13	1	1	0	7	48	7	6	1	10
서울특별시	종로구	교남동	교남동제2투	3135	1641	1494	26	1615	679	678	33	126	5	4	3	2	2	14	9	0	1	3	7	32	8	3	2	4
서울특별시	종로구	가회동	소계	4576	2725	1851	28	2697	1213	932	39	308	12	17	3	3	4	5	34	1	0	0	3	90	10	2	0	21
서울특별시	종로구	가회동	가회동투표소	4576	2725	1851	28	2697	1213	932	39	308	12	17	3	3	4	5	34	1	0	0	3	90	10	2	0	21
서울특별시	종로구	종로1·2·3·4가동	소계	7320	3505	3815	59	3446	1673	1286	54	250	8	22	7	10	15	14	27	3	0	5	9	42	8	2	1	10
서울특별시	종로구	종로1·2·3·4가동	종로1·2·3·4가동제1투	3962	1670	2292	31	1639	817	620	21	97	3	11	4	4	6	9	13	3	0	3	6	12	4	0	0	6
서울특별시	종로구	종로1·2·3·4가동	종로1·2·3·4가동제2투	3358	1835	1523	28	1807	856	666	33	153	5	11	3	6	9	5	14	0	0	2	3	30	4	2	1	4
서울특별시	종로구	종로5·6가동	소계	5246	2666	2580	41	2625	1108	1177	58	169	6	6	2	6	2	22	9	2	1	5	1	19	3	10	2	17
서울특별시	종로구	종로5·6가동	종로5·6가동제1투	2426	1202	1224	15	1187	568	462	37	72	2	2	1	4	1	6	5	0	0	4	0	5	2	7	1	8
서울특별시	종로구	종로5·6가동	종로5·6가동제2투	2820	1464	1356	26	1438	540	715	21	97	4	4	1	2	1	16	4	2	1	1	1	14	1	3	1	9
서울특별시	종로구	이화동	소계	7832	4200	3632	64	4136	1463	1805	81	474	11	22	5	14	8	36	41	6	1	9	14	115	11	9	1	10
서울특별시	종로구	이화동	이화동제1투	4005	2308	1697	22	2286	802	972	44	300	6	11	3	5	5	16	27	2	1	5	8	61	5	6	1	6
서울특별시	종로구	이화동	이화동제2투	3827	1892	1935	42	1850	661	833	37	174	5	11	2	9	3	20	14	4	0	4	6	54	6	3	0	4
서울특별시	종로구	혜화동	소계	10004	6121	3883	59	6062	2483	2255	139	688	26	31	6	8	8	38	93	7	1	6	13	215	14	12	4	15
서울특별시	종로구	혜화동	혜화동제1투	3631	2298	1333	30	2268	875	888	52	274	7	13	3	2	1	14	27	3	0	4	7	82	4	6	2	4
서울특별시	종로구	혜화동	혜화동제2투	3053	1823	1230	14	1809	759	663	37	193	8	7	0	1	4	15	33	2	1	1	5	62	6	3	0	9
서울특별시	종로구	혜화동	혜화동제3투	3320	2000	1320	15	1985	849	704	50	221	11	11	3	5	3	9	33	2	0	1	1	71	4	3	2	2
서울특별시	종로구	명륜3가동	소계	5465	3205	2260	44	3161	1012	1374	63	412	13	12	4	3	7	17	51	1	0	3	8	157	8	5	2	9
서울특별시	종로구	명륜3가동	명륜3가동제1투	2862	1703	1159	24	1679	499	754	36	224	13	5	2	1	4	6	32	0	0	2	2	91	5	0	1	2
서울특별시	종로구	명륜3가동	명륜3가동제2투	2603	1502	1101	20	1482	513	620	27	188	0	7	2	2	3	11	19	1	0	1	6	66	3	5	1	7
서울특별시	종로구	창신제1동	소계	5795	2893	2902	50	2843	1006	1480	60	187	4	12	2	5	0	20	4	3	1	5	9	28	5	7	0	5
서울특별시	종로구	창신제1동	창신제1동제1투	1965	777	1188	21	756	316	352	13	43	1	5	1	2	0	7	1	3	0	1	2	6	0	2	0	1
서울특별시	종로구	창신제1동	창신제1동제2투	3830	2116	1714	29	2087	690	1128	47	144	3	7	1	3	0	13	3	0	1	4	7	22	5	5	0	4
서울특별시	종로구	창신제2동	소계	9488	4944	4544	97	4847	1462	2801	87	280	8	17	1	12	9	42	11	7	1	10	20	49	7	7	2	14
서울특별시	종로구	창신제2동	창신제2동제1투	2604	1233	1371	22	1211	382	712	19	50	1	3	0	2	5	8	0	5	1	4	4	11	1	1	0	2
서울특별시	종로구	창신제2동	창신제2동제2투	3394	1868	1526	38	1830	578	1010	32	116	3	9	1	6	3	21	5	0	0	3	10	17	4	5	0	7
서울특별시	종로구	창신제2동	창신제2동제3투	3490	1843	1647	37	1806	502	1079	36	114	4	5	0	4	1	13	6	2	0	3	6	21	2	1	2	5
서울특별시	종로구	창신제3동	소계	6726	3940	2786	34	3906	1367	1936	79	324	10	17	3	10	7	23	11	3	2	5	17	61	10	6	2	13
서울특별시	종로구	창신제3동	창신제3동제1투	2624	1375	1249	15	1360	419	749	28	99	2	5	0	4	6	8	3	0	0	3	11	9	5	2	0	7
서울특별시	종로구	창신제3동	창신제3동제2투	4102	2565	1537	19	2546	948	1187	51	225	8	12	3	6	1	15	8	3	2	2	6	52	5	4	2	6
서울특별시	종로구	숭인제1동	소계	6099	3201	2898	50	3151	1152	1538	54	250	5	17	0	4	6	21	13	4	0	4	8	49	10	3	3	10
서울특별시	종로구	숭인제1동	숭인제1동제1투	3706	1832	1874	30	1802	700	857	35	130	1	9	0	2	3	15	5	2	0	2	3	23	7	2	2	4
서울특별시	종로구	숭인제1동	숭인제1동제2투	2393	1369	1024	20	1349	452	681	19	120	4	8	0	2	3	6	8	2	0	2	5	26	3	1	1	6
서울특별시	종로구	숭인제2동	소계	8007	4029	3978	52	3977	1491	1913	68	304	8	14	1	7	6	39	14	6	1	6	14	52	3	6	1	23
서울특별시	종로구	숭인제2동	숭인제2동제1투	1787	864	923	10	854	357	360	17	68	2	5	1	2	1	12	2	0	0	3	4	13	1	1	1	4
서울특별시	종로구	숭인제2동	숭인제2동제2투	3452	1651	1801	19	1632	621	776	28	122	6	6	0	1	3	12	7	3	1	1	5	25	0	4	0	11
서울특별시	종로구	숭인제2동	숭인제2동제3투	2768	1514	1254	23	1491	513	777	23	114	0	3	0	4	2	15	5	3	0	2	5	14	2	1	0	8
서울특별시	중구	계	계	115683	63009	52674	1114	61895	26720	24430	1074	5420	198	642	84	170	68	516	387	45	22	61	148	700	779	109	43	279
서울특별시	중구	재외투표	재외투표	831	470	361	6	464	256	129	2	38	2	2	1	4	1	2	2	0	0	1	0	7	2	1	0	14
서울특별시	중구	국내부재자투표	국내부재자투표	1578	1439	139	43	1396	579	481	19	94	11	34	6	5	6	4	5	5	2	3	1	8	92	2	11	28
서울특별시	중구	소공동	소계	1147	602	545	8	594	254	201	15	69	4	5	0	1	0	1	16	0	0	0	1	17	8	0	0	2
서울특별시	중구	소공동	소공동제1투	552	255	297	3	252	107	99	9	23	3	2	0	0	0	0	0	0	0	0	1	4	2	0	0	2
서울특별시	중구	소공동	소공동제2투	595	347	248	5	342	147	102	6	46	1	3	0	1	0	1	16	0	0	0	0	13	6	0	0	0
서울특별시	중구	회현동	소계	5218	2417	2801	58	2359	1216	841	40	133	4	15	6	7	2	21	8	0	0	1	4	24	14	4	2	17
서울특별시	중구	회현동	회현동제1투	4030	1877	2153	34	1843	952	643	35	115	3	10	5	6	2	19	6	0	0	1	0	20	10	3	2	11
서울특별시	중구	회현동	회현동제2투	1188	540	648	24	516	264	198	5	18	1	5	1	1	0	2	2	0	0	0	4	4	4	1	0	6
서울특별시	중구	명동	소계	3082	1531	1551	19	1512	700	553	22	99	1	24	0	3	1	8	64	1	2	3	2	9	10	1	0	9
서울특별시	중구	명동	명동제1투	2728	1366	1362	16	1350	619	492	20	90	1	21	0	3	1	8	63	1	2	2	1	9	8	0	0	9
서울특별시	중구	명동	명동제2투	354	165	189	3	162	81	61	2	9	0	3	0	0	0	0	1	0	0	1	1	0	2	1	0	0
서울특별시	중구	필동	소계	4037	2121	1916	42	2079	925	782	43	188	8	18	5	8	3	9	14	0	1	2	7	27	28	3	1	7
서울특별시	중구	필동	필동제1투	2010	1009	1001	23	986	445	382	16	77	5	12	4	4	2	5	3	0	0	1	2	12	11	3	1	1
서울특별시	중구	필동	필동제2투	2027	1112	915	19	1093	480	400	27	111	3	6	1	4	1	4	11	0	1	1	5	15	17	0	0	6
서울특별시	중구	장충동	소계	4800	2542	2258	41	2501	982	997	54	262	17	24	1	8	4	10	22	0	1	4	3	53	46	5	1	7
서울특별시	중구	장충동	장충동제1투	2521	1282	1239	20	1262	577	470	26	106	9	16	1	5	2	4	7	0	0	1	3	17	10	3	0	5
서울특별시	중구	장충동	장충동제2투	2279	1260	1019	21	1239	405	527	28	156	8	8	0	3	2	6	15	0	1	3	0	36	36	2	1	2
서울특별시	중구	광희동	소계	5083	2519	2564	53	2466	1234	878	38	179	2	30	2	4	5	15	9	3	1	4	7	18	26	1	0	10
서울특별시	중구	광희동	광희동제1투	2713	1222	1491	31	1191	569	441	21	78	2	19	1	3	3	8	4	2	0	3	4	10	15	1	0	7
서울특별시	중구	광희동	광희동제2투	2370	1297	1073	22	1275	665	437	17	101	0	11	1	1	2	7	5	1	1	1	3	8	11	0	0	3
서울특별시	중구	을지로동	소계	1861	827	1034	14	813	459	245	8	53	1	8	0	0	1	13	1	1	0	0	5	6	8	2	0	2
서울특별시	중구	을지로동	을지로동제1투	1017	407	610	9	398	248	98	2	19	1	3	0	0	1	9	1	1	0	0	5	4	4	1	0	1
서울특별시	중구	을지로동	을지로동제2투	844	420	424	5	415	211	147	6	34	0	5	0	0	0	4	0	0	0	0	0	2	4	1	0	1
서울특별시	중구	신당제1동	소계	6838	3323	3515	63	3260	1364	1414	51	267	8	25	1	7	2	26	7	1	2	4	9	27	30	6	3	6
서울특별시	중구	신당제1동	신당제1동제1투	3071	1420	1651	31	1389	547	636	30	109	5	14	0	3	1	7	3	1	0	2	3	10	12	2	1	3
서울특별시	중구	신당제1동	신당제1동제2투	795	398	397	5	393	181	141	3	38	1	1	0	2	0	12	0	0	0	1	2	5	3	0	0	3
서울특별시	중구	신당제1동	신당제1동제3투	2972	1505	1467	27	1478	636	637	18	120	2	10	1	2	1	7	4	0	2	1	4	12	15	4	2	0
서울특별시	중구	신당제2동	소계	13747	7255	6492	134	7121	2763	3032	119	686	24	77	13	17	16	63	40	2	2	7	19	93	94	13	7	34
서울특별시	중구	신당제2동	신당제2동제1투	3619	1873	1746	35	1838	750	753	26	188	7	14	2	4	8	11	23	0	1	1	4	17	19	2	1	7
서울특별시	중구	신당제2동	신당제2동제2투	3439	1875	1564	35	1840	748	778	29	172	5	21	2	4	2	12	1	0	1	3	5	22	21	2	0	12
서울특별시	중구	신당제2동	신당제2동제3투	3321	1687	1634	37	1650	589	719	31	154	10	24	5	3	3	18	8	1	0	1	6	31	30	6	4	7
서울특별시	중구	신당제2동	신당제2동제4투	3368	1820	1548	27	1793	676	782	33	172	2	18	4	6	3	22	8	1	0	2	4	23	24	3	2	8
서울특별시	중구	신당제3동	소계	16090	9278	6812	168	9110	4047	3431	136	873	25	107	15	23	7	57	55	18	3	8	27	120	96	21	6	35
서울특별시	중구	신당제3동	신당제3동제1투	2367	1188	1179	37	1151	539	422	14	92	4	11	1	1	1	11	6	3	0	4	3	10	17	2	1	9
서울특별시	중구	신당제3동	신당제3동제2투	2418	1443	975	35	1408	569	612	15	109	6	20	3	4	1	11	4	12	0	2	4	13	12	5	0	6
서울특별시	중구	신당제3동	신당제3동제3투	3605	2237	1368	21	2216	1095	677	39	253	6	28	5	4	2	5	21	1	0	0	5	50	19	2	1	3
서울특별시	중구	신당제3동	신당제3동제4투	3768	2313	1455	25	2288	1084	784	43	241	3	24	4	6	2	13	19	0	1	0	6	28	19	3	2	6
서울특별시	중구	신당제3동	신당제3동제5투	3932	2097	1835	50	2047	760	936	25	178	6	24	2	8	1	17	5	2	2	2	9	19	29	9	2	11
서울특별시	중구	신당제4동	소계	12794	7723	5071	116	7607	3303	2842	130	808	24	82	9	24	8	54	54	3	2	5	10	92	109	15	5	28
서울특별시	중구	신당제4동	신당제4동제1투	1893	1021	872	15	1006	390	435	17	101	1	9	3	6	1	6	7	1	0	1	0	10	13	1	0	4
서울특별시	중구	신당제4동	신당제4동제2투	2448	1204	1244	18	1186	500	416	18	164	3	18	1	4	0	10	2	0	1	1	4	19	19	3	1	2
서울특별시	중구	신당제4동	신당제4동제3투	2624	1819	805	26	1793	905	552	39	171	7	19	2	3	1	14	20	1	1	0	1	25	21	3	2	6
서울특별시	중구	신당제4동	신당제4동제4투	2520	1607	913	29	1578	586	660	22	189	5	20	1	4	4	9	9	0	0	1	1	21	33	4	0	9
서울특별시	중구	신당제4동	신당제4동제5투	3309	2072	1237	28	2044	922	779	34	183	8	16	2	7	2	15	16	1	0	2	4	17	23	4	2	7
서울특별시	중구	신당제5동	소계	8346	4444	3902	94	4350	1675	1957	79	341	13	31	3	14	3	92	23	3	2	5	11	39	33	8	1	17
서울특별시	중구	신당제5동	신당제5동제1투	2686	1308	1378	38	1270	506	575	20	81	2	9	0	3	2	36	3	1	1	1	3	10	12	2	0	3
서울특별시	중구	신당제5동	신당제5동제2투	4070	2294	1776	33	2261	851	993	44	203	9	19	3	8	1	43	17	2	1	3	2	25	18	6	1	12
서울특별시	중구	신당제5동	신당제5동제3투	1590	842	748	23	819	318	389	15	57	2	3	0	3	0	13	3	0	0	1	6	4	3	0	0	2
서울특별시	중구	신당제6동	소계	9303	5457	3846	66	5391	2392	2119	101	458	18	61	2	11	2	49	23	4	1	4	12	48	58	7	3	18
서울특별시	중구	신당제6동	신당제6동제1투	1977	1061	916	19	1042	462	374	29	107	2	14	0	2	0	11	6	0	0	0	3	11	13	3	1	4
서울특별시	중구	신당제6동	신당제6동제2투	2608	1659	949	22	1637	770	610	25	117	4	22	1	2	2	19	8	3	1	1	9	16	17	3	0	7
서울특별시	중구	신당제6동	신당제6동제3투	2603	1558	1045	14	1544	711	599	25	127	9	22	0	1	0	6	6	0	0	1	0	17	14	0	1	5
서울특별시	중구	신당제6동	신당제6동제4투	2115	1179	936	11	1168	449	536	22	107	3	3	1	6	0	13	3	1	0	2	0	4	14	1	1	2
서울특별시	중구	황학동	소계	10554	5390	5164	94	5296	2226	2191	101	431	21	51	8	18	3	59	22	0	2	5	12	44	71	9	2	20
서울특별시	중구	황학동	황학동제1투	4578	2230	2348	50	2180	894	948	37	144	6	26	1	10	2	28	8	0	0	0	6	20	37	4	1	8
서울특별시	중구	황학동	황학동제2투	2057	1081	976	25	1056	451	475	15	63	5	5	3	1	0	12	3	0	0	3	1	6	6	3	1	3
서울특별시	중구	황학동	황학동제3투	3919	2079	1840	19	2060	881	768	49	224	10	20	4	7	1	19	11	0	2	2	5	18	28	2	0	9
서울특별시	중구	중림동	소계	10374	5671	4703	95	5576	2345	2337	116	441	15	48	12	16	4	33	22	4	1	5	18	68	54	11	1	25
서울특별시	중구	중림동	중림동제1투	2611	1237	1374	21	1216	482	548	24	79	6	10	1	5	0	5	3	0	1	1	2	25	12	4	1	7
서울특별시	중구	중림동	중림동제2투	2127	1057	1070	19	1038	387	486	20	94	2	4	0	2	2	9	2	0	0	2	0	11	9	3	0	5
서울특별시	중구	중림동	중림동제3투	3229	1752	1477	27	1725	715	746	31	138	4	12	6	6	1	9	10	2	0	2	9	13	13	0	0	8
서울특별시	중구	중림동	중림동제4투	2407	1625	782	28	1597	761	557	41	130	3	22	5	3	1	10	7	2	0	0	7	19	20	4	0	5
서울특별시	용산구	계	계	207691	107965	99726	1689	106276	49767	36040	2204	10138	396	729	127	472	370	861	799	91	56	101	1484	1576	249	196	67	553
서울특별시	용산구	재외투표	재외투표	1647	868	779	2	866	450	257	8	96	3	4	0	2	5	6	2	0	0	3	0	15	1	4	2	8
서울특별시	용산구	국내부재자투표	국내부재자투표	2965	2667	298	95	2572	1187	786	57	204	31	21	11	15	36	18	40	9	10	4	11	31	13	10	10	68
서울특별시	용산구	후암동	소계	16264	8226	8038	144	8082	3125	3276	137	914	41	55	7	36	47	55	68	13	2	14	81	130	17	10	3	51
서울특별시	용산구	후암동	후암동제1투	4423	2090	2333	40	2050	744	873	41	248	9	8	4	7	11	12	24	4	0	3	17	28	6	2	0	9
서울특별시	용산구	후암동	후암동제2투	3783	1912	1871	32	1880	718	755	25	218	16	22	1	8	8	9	18	2	1	2	11	45	2	3	0	16
서울특별시	용산구	후암동	후암동제3투	3979	2068	1911	27	2041	855	762	35	207	10	13	2	14	18	17	14	3	0	6	38	28	4	2	1	12
서울특별시	용산구	후암동	후암동제4투	4079	2156	1923	45	2111	808	886	36	241	6	12	0	7	10	17	12	4	1	3	15	29	5	3	2	14
서울특별시	용산구	용산2가동	소계	10927	5430	5497	119	5311	2215	2006	124	551	22	27	5	43	12	52	46	3	7	6	36	96	13	15	1	31
서울특별시	용산구	용산2가동	용산2가동제1투	3625	1729	1896	48	1681	686	646	36	168	10	10	2	14	6	21	18	0	1	1	5	36	5	5	1	10
서울특별시	용산구	용산2가동	용산2가동제2투	2481	1230	1251	28	1202	540	433	20	134	4	4	0	13	1	8	13	1	1	0	8	15	2	1	0	4
서울특별시	용산구	용산2가동	용산2가동제3투	2456	1312	1144	23	1289	535	488	43	109	4	8	1	10	1	13	12	2	5	0	16	22	3	8	0	9
서울특별시	용산구	용산2가동	용산2가동제4투	2365	1159	1206	20	1139	454	439	25	140	4	5	2	6	4	10	3	0	0	5	7	23	3	1	0	8
서울특별시	용산구	남영동	소계	6925	3069	3856	95	2974	1142	1238	61	314	10	16	1	14	16	28	13	2	1	3	45	47	4	5	0	14
서울특별시	용산구	남영동	남영동제1투	3816	1671	2145	29	1642	638	660	35	188	8	6	1	6	13	12	8	1	1	1	19	31	3	4	0	7
서울특별시	용산구	남영동	남영동제2투	3109	1398	1711	66	1332	504	578	26	126	2	10	0	8	3	16	5	1	0	2	26	16	1	1	0	7
서울특별시	용산구	청파동	소계	19664	9422	10242	166	9256	3321	3788	195	1080	39	49	7	48	34	112	122	8	1	8	195	159	23	18	4	45
서울특별시	용산구	청파동	청파동제1투	3481	1371	2110	34	1337	516	508	30	161	7	11	0	7	7	15	9	3	0	0	25	22	5	1	2	8
서울특별시	용산구	청파동	청파동제2투	2874	1330	1544	34	1296	443	600	26	140	0	6	2	6	3	25	4	2	0	0	16	13	2	4	0	4
서울특별시	용산구	청파동	청파동제3투	3109	1504	1605	25	1479	487	675	34	155	6	6	0	11	4	15	7	1	1	0	40	17	4	3	0	13
서울특별시	용산구	청파동	청파동제4투	4010	2042	1968	31	2011	713	810	45	246	12	11	4	12	11	22	12	1	0	1	54	35	6	4	1	11
서울특별시	용산구	청파동	청파동제5투	3058	1550	1508	15	1535	601	577	21	188	7	11	0	6	4	14	25	1	0	2	30	36	2	2	1	7
서울특별시	용산구	청파동	청파동제6투	3132	1625	1507	27	1598	561	618	39	190	7	4	1	6	5	21	65	0	0	5	30	36	4	4	0	2
서울특별시	용산구	원효로제1동	소계	10420	5656	4764	71	5585	2294	2131	113	636	21	46	7	15	13	42	41	0	2	9	77	79	16	13	2	28
서울특별시	용산구	원효로제1동	원효로제1동제1투	3901	2005	1896	26	1979	774	760	38	230	7	16	1	11	6	13	10	0	1	4	36	40	8	5	0	19
서울특별시	용산구	원효로제1동	원효로제1동제2투	3161	1743	1418	28	1715	686	688	37	177	5	10	0	3	3	15	16	0	1	2	31	25	5	7	1	3
서울특별시	용산구	원효로제1동	원효로제1동제3투	3358	1908	1450	17	1891	834	683	38	229	9	20	6	1	4	14	15	0	0	3	10	14	3	1	1	6
서울특별시	용산구	원효로제2동	소계	12432	7190	5242	79	7111	3135	2557	134	748	31	44	3	35	19	51	52	2	5	8	119	107	17	16	3	25
서울특별시	용산구	원효로제2동	원효로제2동제1투	5072	2993	2079	29	2964	1366	1011	61	318	19	16	1	12	5	14	22	1	0	5	37	54	6	8	0	8
서울특별시	용산구	원효로제2동	원효로제2동제2투	3717	2189	1528	28	2161	990	730	35	227	6	21	1	14	6	18	20	1	2	0	43	29	7	1	1	9
서울특별시	용산구	원효로제2동	원효로제2동제3투	3643	2008	1635	22	1986	779	816	38	203	6	7	1	9	8	19	10	0	3	3	39	24	4	7	2	8
서울특별시	용산구	효창동	소계	9055	5119	3936	92	5027	2143	1871	108	533	17	17	18	29	11	59	37	7	1	4	71	61	11	8	3	18
서울특별시	용산구	효창동	효창동제1투	3525	1945	1580	36	1909	774	719	45	229	4	10	1	15	4	19	14	1	0	1	34	18	6	4	1	10
서울특별시	용산구	효창동	효창동제2투	2858	1743	1115	26	1717	735	639	44	183	11	7	0	4	6	19	13	3	1	1	15	28	2	1	2	3
서울특별시	용산구	효창동	효창동제3투	2672	1431	1241	30	1401	634	513	19	121	2	0	17	10	1	21	10	3	0	2	22	15	3	3	0	5
서울특별시	용산구	용문동	소계	10629	6116	4513	124	5992	2466	2304	89	602	30	26	2	49	16	56	44	1	5	7	139	92	18	13	2	31
서울특별시	용산구	용문동	용문동제1투	3999	2071	1928	54	2017	778	825	22	196	9	4	2	16	7	29	15	1	3	1	53	26	11	5	2	12
서울특별시	용산구	용문동	용문동제2투	3280	1790	1490	41	1749	698	693	26	162	7	10	0	19	6	18	11	0	0	3	59	21	2	5	0	9
서울특별시	용산구	용문동	용문동제3투	3350	2255	1095	29	2226	990	786	41	244	14	12	0	14	3	9	18	0	2	3	27	45	5	3	0	10
서울특별시	용산구	한강로동	소계	13398	6736	6662	85	6651	3657	1932	164	462	14	50	8	18	18	62	46	10	2	5	72	83	13	12	6	17
서울특별시	용산구	한강로동	한강로동제1투	2959	1568	1391	17	1551	822	502	32	114	4	9	1	4	5	11	6	5	1	1	6	20	2	3	2	1
서울특별시	용산구	한강로동	한강로동제2투	1680	491	1189	11	480	241	163	7	28	1	3	1	2	0	6	6	0	1	1	12	6	0	0	1	1
서울특별시	용산구	한강로동	한강로동제3투	1820	893	927	11	882	378	325	22	87	2	5	1	1	6	3	8	1	0	1	10	28	1	1	1	1
서울특별시	용산구	한강로동	한강로동제4투	4646	2612	2034	25	2587	1697	534	82	139	6	27	1	6	4	17	16	1	0	1	15	15	10	6	1	9
서울특별시	용산구	한강로동	한강로동제5투	2293	1172	1121	21	1151	519	408	21	94	1	6	4	5	3	25	10	3	0	1	29	14	0	2	1	5
서울특별시	용산구	이촌제1동	소계	20773	12028	8745	107	11921	7339	2652	310	947	26	101	21	16	33	63	95	3	2	8	51	188	13	15	5	33
서울특별시	용산구	이촌제1동	이촌제1동제1투	4585	2683	1902	17	2666	1857	429	71	163	2	33	8	2	8	8	14	2	1	1	10	39	1	4	3	10
서울특별시	용산구	이촌제1동	이촌제1동제2투	5894	3139	2755	36	3103	1711	845	87	274	10	21	6	4	9	17	37	0	0	2	8	56	5	4	0	7
서울특별시	용산구	이촌제1동	이촌제1동제3투	3951	2349	1602	18	2331	1522	435	53	192	6	20	2	5	5	13	8	0	1	2	17	36	3	4	1	6
서울특별시	용산구	이촌제1동	이촌제1동제4투	4183	2631	1552	26	2605	1433	707	78	235	5	18	1	5	7	15	26	1	0	2	11	47	3	1	0	10
서울특별시	용산구	이촌제1동	이촌제1동제5투	2160	1226	934	10	1216	816	236	21	83	3	9	4	0	4	10	10	0	0	1	5	10	1	2	1	0
서울특별시	용산구	이촌제2동	소계	8691	5100	3591	78	5022	2304	1746	119	493	10	45	2	22	5	55	20	4	0	2	66	72	12	13	4	28
서울특별시	용산구	이촌제2동	이촌제2동제1투	3036	1629	1407	22	1607	680	614	40	179	4	10	1	4	0	19	6	1	0	1	7	22	3	2	3	11
서울특별시	용산구	이촌제2동	이촌제2동제2투	2834	1745	1089	38	1707	816	586	34	144	1	10	0	7	2	20	9	1	0	0	39	22	1	7	0	8
서울특별시	용산구	이촌제2동	이촌제2동제3투	2821	1726	1095	18	1708	808	546	45	170	5	25	1	11	3	16	5	2	0	1	20	28	8	4	1	9
서울특별시	용산구	이태원제1동	소계	7486	3247	4239	34	3213	1684	999	50	253	7	23	3	15	12	21	18	5	5	3	17	52	15	10	2	19
