광역	시군구	읍면동	투표소	선거인수	투표수	기권수	무효표	유효투표수	새누리당	민주통합당	자유선진당	통합진보당	창조한국당	국민생각	가자!대국민중심당	친박연합	국민행복당	기독당	녹색당	대한국당	미래연합	불교연합당	정통민주당	진보신당	청년당	한국기독당	한국문화예술당	한나라당
부산광역시	연제구	잘못 투입·구분된 투표지	잘못 투입·구분된 투표지	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
부산광역시	수영구	계	계	148078	83857	64221	1847	82010	46235	22113	1518	6216	354	654	823	612	100	628	329	25	54	235	35	735	172	134	67	971
부산광역시	수영구	재외투표	재외투표	564	254	310	3	251	103	79	0	49	1	3	0	1	0	0	1	0	0	1	0	8	1	2	0	2
부산광역시	수영구	국내부재자투표	국내부재자투표	2869	2523	346	51	2472	1128	745	52	218	31	31	9	12	9	17	45	1	7	9	0	49	17	2	12	78
부산광역시	수영구	남천제1동	소계	11648	6699	4949	120	6579	3854	1642	128	501	26	72	55	43	7	40	21	0	5	19	2	60	12	15	6	71
부산광역시	수영구	남천제1동	남천제1동제1투	2683	1505	1178	36	1469	862	360	28	104	10	19	19	7	3	7	10	0	1	2	0	13	5	0	1	18
부산광역시	수영구	남천제1동	남천제1동제2투	2790	1658	1132	21	1637	1000	400	41	91	5	20	10	15	1	5	0	0	0	5	1	17	1	6	1	18
부산광역시	수영구	남천제1동	남천제1동제3투	3285	1943	1342	43	1900	1083	487	35	166	5	18	12	10	2	16	5	0	2	7	1	21	2	6	4	18
부산광역시	수영구	남천제1동	남천제1동제4투	2890	1593	1297	20	1573	909	395	24	140	6	15	14	11	1	12	6	0	2	5	0	9	4	3	0	17
부산광역시	수영구	남천제2동	소계	11814	6817	4997	122	6695	3959	1636	175	537	34	58	30	22	5	40	19	1	3	18	1	87	14	9	3	44
부산광역시	수영구	남천제2동	남천제2동제1투	3403	2042	1361	39	2003	1128	531	47	180	5	15	13	8	2	16	8	0	1	2	0	30	6	2	1	8
부산광역시	수영구	남천제2동	남천제2동제2투	3775	2138	1637	40	2098	1267	498	54	168	13	22	6	6	0	9	2	0	1	6	1	21	5	3	0	16
부산광역시	수영구	남천제2동	남천제2동제3투	4636	2637	1999	43	2594	1564	607	74	189	16	21	11	8	3	15	9	1	1	10	0	36	3	4	2	20
부산광역시	수영구	수영동	소계	13271	7858	5413	237	7621	4546	1913	139	503	23	51	116	55	14	44	10	2	5	31	7	45	16	11	3	87
부산광역시	수영구	수영동	수영동제1투	2940	1656	1284	74	1582	948	376	25	83	6	8	56	18	1	7	3	0	0	7	2	6	3	5	1	27
부산광역시	수영구	수영동	수영동제2투	2280	1276	1004	46	1230	744	284	22	90	4	9	12	10	7	11	3	0	0	4	3	4	4	4	0	15
부산광역시	수영구	수영동	수영동제3투	2549	1341	1208	43	1298	777	316	22	95	2	7	21	7	0	9	0	1	3	13	1	10	1	0	0	13
부산광역시	수영구	수영동	수영동제4투	2896	1856	1040	44	1812	1095	475	39	111	3	11	15	8	3	7	1	1	2	3	1	10	4	1	1	21
부산광역시	수영구	수영동	수영동제5투	2606	1729	877	30	1699	982	462	31	124	8	16	12	12	3	10	3	0	0	4	0	15	4	1	1	11
부산광역시	수영구	망미제1동	소계	24877	13762	11115	263	13499	7838	3583	222	976	50	100	105	95	17	111	40	5	9	40	4	106	23	20	12	143
부산광역시	수영구	망미제1동	망미제1동제1투	5207	2961	2246	41	2920	1715	766	61	205	14	16	20	22	1	24	9	3	1	12	1	18	3	5	1	23
부산광역시	수영구	망미제1동	망미제1동제2투	3291	1998	1293	39	1959	1164	498	34	139	5	17	13	19	1	9	6	1	1	7	0	22	4	2	1	16
부산광역시	수영구	망미제1동	망미제1동제3투	3333	1876	1457	35	1841	1087	486	26	129	4	10	15	9	0	18	7	0	2	4	1	13	8	2	0	20
부산광역시	수영구	망미제1동	망미제1동제4투	3636	1961	1675	53	1908	1052	544	27	150	8	19	18	11	5	18	5	1	0	6	1	17	0	2	3	21
부산광역시	수영구	망미제1동	망미제1동제5투	2869	1497	1372	35	1462	901	326	30	97	5	10	16	17	4	11	3	0	1	4	0	11	1	5	0	20
부산광역시	수영구	망미제1동	망미제1동제6투	3424	1831	1593	25	1806	1022	505	29	131	9	15	8	10	4	19	7	0	2	3	0	15	2	3	3	19
부산광역시	수영구	망미제1동	망미제1동제7투	3117	1638	1479	35	1603	897	458	15	125	5	13	15	7	2	12	3	0	2	4	1	10	5	1	4	24
부산광역시	수영구	망미제2동	소계	11375	6288	5087	145	6143	3259	1826	118	523	22	46	79	42	7	41	10	4	1	17	3	51	7	9	7	71
부산광역시	수영구	망미제2동	망미제2동제1투	3897	2112	1785	61	2051	1147	561	41	141	4	15	40	15	4	14	3	2	1	6	1	14	4	5	3	30
부산광역시	수영구	망미제2동	망미제2동제2투	3734	2167	1567	38	2129	1014	718	43	245	8	15	14	8	0	9	6	1	0	3	1	27	0	1	4	12
부산광역시	수영구	망미제2동	망미제2동제3투	3744	2009	1735	46	1963	1098	547	34	137	10	16	25	19	3	18	1	1	0	8	1	10	3	3	0	29
부산광역시	수영구	광안제1동	소계	19934	11305	8629	251	11054	6039	3234	199	801	60	89	103	78	9	98	30	3	6	24	7	106	18	14	6	130
부산광역시	수영구	광안제1동	광안제1동제1투	4344	2318	2026	54	2264	1235	681	37	147	5	18	28	21	2	23	4	0	3	5	4	14	1	3	1	32
부산광역시	수영구	광안제1동	광안제1동제2투	3943	2502	1441	44	2458	1347	727	44	189	17	18	22	10	3	14	9	0	0	2	2	23	0	4	2	25
부산광역시	수영구	광안제1동	광안제1동제3투	3698	2437	1261	51	2386	1260	711	46	201	14	29	13	21	0	15	6	0	2	5	0	28	8	2	0	25
부산광역시	수영구	광안제1동	광안제1동제4투	4111	1963	2148	57	1906	1033	542	33	146	13	16	17	11	3	21	6	0	1	6	0	29	6	1	1	21
부산광역시	수영구	광안제1동	광안제1동제5투	3838	2085	1753	45	2040	1164	573	39	118	11	8	23	15	1	25	5	3	0	6	1	12	3	4	2	27
부산광역시	수영구	광안제2동	소계	12973	6972	6001	161	6811	3891	1794	141	552	21	45	66	49	10	49	12	1	4	17	2	51	16	13	6	71
부산광역시	수영구	광안제2동	광안제2동제1투	3773	2061	1712	49	2012	1220	487	46	138	6	15	16	12	3	17	2	0	0	5	0	9	7	4	2	23
부산광역시	수영구	광안제2동	광안제2동제2투	3149	1668	1481	24	1644	937	440	40	142	4	8	10	11	1	8	3	1	0	2	0	13	3	2	1	18
부산광역시	수영구	광안제2동	광안제2동제3투	2758	1472	1286	39	1433	820	362	29	118	4	16	17	12	1	6	5	0	2	6	0	18	3	1	1	12
부산광역시	수영구	광안제2동	광안제2동제4투	3293	1771	1522	49	1722	914	505	26	154	7	6	23	14	5	18	2	0	2	4	2	11	3	6	2	18
부산광역시	수영구	광안제3동	소계	8683	4751	3932	137	4614	2592	1270	74	308	16	40	64	51	5	45	10	1	3	16	1	37	9	6	3	63
부산광역시	수영구	광안제3동	광안제3동제1투	3293	1662	1631	57	1605	862	502	26	116	5	12	15	11	1	7	1	0	0	5	0	12	5	2	0	23
부산광역시	수영구	광안제3동	광안제3동제2투	2831	1638	1193	33	1605	933	411	25	94	3	14	30	15	2	22	3	0	2	6	0	16	2	1	1	25
부산광역시	수영구	광안제3동	광안제3동제3투	2559	1451	1108	47	1404	797	357	23	98	8	14	19	25	2	16	6	1	1	5	1	9	2	3	2	15
부산광역시	수영구	광안제4동	소계	12015	6952	5063	150	6802	3634	1916	121	541	31	51	61	69	5	61	107	4	3	16	2	59	19	18	6	78
부산광역시	수영구	광안제4동	광안제4동제1투	4157	2346	1811	60	2286	1231	654	50	199	9	9	21	28	2	11	1	1	3	6	2	16	6	6	3	28
부산광역시	수영구	광안제4동	광안제4동제2투	4059	2440	1619	46	2394	1245	638	38	196	16	26	20	20	1	29	94	0	0	5	0	23	9	7	2	25
부산광역시	수영구	광안제4동	광안제4동제3투	3799	2166	1633	44	2122	1158	624	33	146	6	16	20	21	2	21	12	3	0	5	0	20	4	5	1	25
부산광역시	수영구	민락동	소계	18055	9676	8379	207	9469	5392	2475	149	707	39	68	135	95	12	82	24	3	8	27	6	76	20	15	3	133
부산광역시	수영구	민락동	민락동제1투	4716	2351	2365	54	2297	1306	577	41	190	7	20	22	32	3	18	8	1	1	3	1	20	5	5	1	36
부산광역시	수영구	민락동	민락동제2투	3388	1740	1648	51	1689	939	474	24	100	8	7	42	14	6	15	2	0	1	4	3	12	6	2	2	28
부산광역시	수영구	민락동	민락동제3투	3638	1941	1697	48	1893	1054	508	22	138	6	18	43	27	1	12	6	0	2	8	0	11	5	2	0	30
부산광역시	수영구	민락동	민락동제4투	2607	1371	1236	28	1343	782	355	23	94	10	8	13	13	1	12	4	0	0	4	1	7	2	2	0	12
부산광역시	수영구	민락동	민락동제5투	3706	2273	1433	26	2247	1311	561	39	185	8	15	15	9	1	25	4	2	4	8	1	26	2	4	0	27
부산광역시	사상구	계	계	208242	119570	88672	2422	117148	55063	47247	1615	7374	363	560	106	625	172	1232	185	42	54	197	144	705	238	221	65	940
부산광역시	사상구	재외투표	재외투표	427	155	272	4	151	49	65	2	18	0	1	0	0	0	0	1	0	1	1	0	9	0	0	0	4
부산광역시	사상구	국내부재자투표	국내부재자투표	4396	4057	339	87	3970	1525	1607	95	276	38	76	20	15	19	39	18	2	6	21	8	38	24	11	7	125
부산광역시	사상구	삼락동	소계	6932	3516	3416	86	3430	1671	1412	52	147	6	19	3	23	3	30	2	0	1	7	5	8	5	2	1	33
부산광역시	사상구	삼락동	삼락동제1투	1172	624	548	12	612	341	215	9	17	1	3	2	3	0	3	1	0	1	1	0	2	1	0	0	12
부산광역시	사상구	삼락동	삼락동제2투	2943	1449	1494	42	1407	695	585	23	50	4	8	1	14	1	11	0	0	0	3	2	2	1	0	0	7
부산광역시	사상구	삼락동	삼락동제3투	2817	1443	1374	32	1411	635	612	20	80	1	8	0	6	2	16	1	0	0	3	3	4	3	2	1	14
부산광역시	사상구	모라제1동	소계	27160	15342	11818	292	15050	7137	6003	184	1003	46	59	10	86	24	159	22	11	6	31	14	106	20	27	3	99
부산광역시	사상구	모라제1동	모라제1동제1투	4117	2427	1690	30	2397	1112	948	27	199	9	6	1	7	3	28	3	1	1	12	3	16	4	3	0	14
부산광역시	사상구	모라제1동	모라제1동제2투	3928	2332	1596	42	2290	979	997	25	178	11	10	1	13	4	24	4	1	2	3	3	15	4	3	1	12
부산광역시	사상구	모라제1동	모라제1동제3투	3638	2147	1491	48	2099	1021	777	34	145	5	20	1	17	7	18	2	2	0	4	3	24	3	4	0	12
부산광역시	사상구	모라제1동	모라제1동제4투	4385	2644	1741	35	2609	1117	1176	35	169	8	7	4	14	3	22	3	4	0	4	2	20	3	8	0	10
부산광역시	사상구	모라제1동	모라제1동제5투	3747	1894	1853	44	1850	835	791	25	120	3	1	0	10	4	23	4	0	0	2	0	13	0	2	1	16
부산광역시	사상구	모라제1동	모라제1동제6투	2629	1365	1264	26	1339	736	450	17	69	5	5	2	6	0	14	3	2	1	2	2	9	2	1	0	13
부산광역시	사상구	모라제1동	모라제1동제7투	2377	1303	1074	34	1269	672	452	11	65	4	8	1	10	3	15	2	1	1	1	0	8	1	3	1	10
부산광역시	사상구	모라제1동	모라제1동제8투	2339	1230	1109	33	1197	665	412	10	58	1	2	0	9	0	15	1	0	1	3	1	1	3	3	0	12
부산광역시	사상구	모라제3동	소계	12643	7175	5468	261	6914	3333	2732	79	381	22	32	9	47	11	113	9	1	3	9	7	27	12	14	4	69
부산광역시	사상구	모라제3동	모라제3동제1투	3690	2115	1575	50	2065	969	843	24	122	9	7	1	9	5	29	6	0	2	4	4	7	1	3	1	19
부산광역시	사상구	모라제3동	모라제3동제2투	2969	1651	1318	85	1566	817	574	22	61	1	10	4	10	3	32	1	0	1	2	1	5	3	5	0	14
부산광역시	사상구	모라제3동	모라제3동제3투	3056	1681	1375	86	1595	783	611	21	84	5	5	2	12	0	33	1	0	0	1	2	7	6	2	2	18
부산광역시	사상구	모라제3동	모라제3동제4투	2928	1728	1200	40	1688	764	704	12	114	7	10	2	16	3	19	1	1	0	2	0	8	2	4	1	18
부산광역시	사상구	덕포제1동	소계	10006	5418	4588	128	5290	2507	2160	67	294	15	20	0	30	2	85	4	4	2	9	8	24	6	12	2	39
부산광역시	사상구	덕포제1동	덕포제1동제1투	3556	1966	1590	50	1916	939	761	19	98	3	4	0	15	2	30	1	1	1	1	0	12	4	5	2	18
부산광역시	사상구	덕포제1동	덕포제1동제2투	3540	1732	1808	48	1684	836	673	28	64	2	10	0	8	0	25	3	2	0	6	4	7	0	5	0	11
부산광역시	사상구	덕포제1동	덕포제1동제3투	2910	1720	1190	30	1690	732	726	20	132	10	6	0	7	0	30	0	1	1	2	4	5	2	2	0	10
부산광역시	사상구	덕포제2동	소계	12983	7422	5561	160	7262	3208	3141	81	450	22	31	6	44	14	110	8	1	1	8	8	37	12	22	4	54
부산광역시	사상구	덕포제2동	덕포제2동제1투	2741	1493	1248	35	1458	674	605	17	65	3	9	1	9	3	38	1	0	0	0	3	5	2	3	0	20
부산광역시	사상구	덕포제2동	덕포제2동제2투	2689	1634	1055	39	1595	700	703	13	92	8	3	0	6	1	27	2	1	1	0	3	9	4	6	2	14
부산광역시	사상구	덕포제2동	덕포제2동제3투	4006	2200	1806	46	2154	950	913	27	159	6	9	4	19	6	18	1	0	0	5	1	14	5	4	0	13
부산광역시	사상구	덕포제2동	덕포제2동제4투	3547	2095	1452	40	2055	884	920	24	134	5	10	1	10	4	27	4	0	0	3	1	9	1	9	2	7
부산광역시	사상구	괘법동	소계	18087	9904	8183	223	9681	4550	4059	131	513	20	35	3	49	12	93	13	3	5	15	11	63	12	11	6	77
부산광역시	사상구	괘법동	괘법동제1투	3309	1811	1498	50	1761	916	655	17	74	3	4	0	11	0	33	4	0	0	5	5	10	1	3	1	19
부산광역시	사상구	괘법동	괘법동제2투	3537	1711	1826	64	1647	782	726	16	62	2	4	1	6	3	11	3	0	1	2	2	2	3	3	1	17
부산광역시	사상구	괘법동	괘법동제3투	3500	1758	1742	26	1732	891	655	26	92	3	7	0	7	2	15	2	1	1	2	1	11	2	0	0	14
부산광역시	사상구	괘법동	괘법동제4투	3819	2249	1570	31	2218	980	957	34	149	10	10	2	15	1	14	2	1	1	5	1	24	2	0	2	8
부산광역시	사상구	괘법동	괘법동제5투	3922	2375	1547	52	2323	981	1066	38	136	2	10	0	10	6	20	2	1	2	1	2	16	4	5	2	19
부산광역시	사상구	감전동	소계	13155	6920	6235	168	6752	3598	2424	78	300	21	22	10	47	10	96	18	5	1	10	8	10	11	20	2	61
부산광역시	사상구	감전동	감전동제1투	3227	1788	1439	38	1750	902	646	21	83	4	2	2	16	2	40	6	1	0	2	0	2	1	6	0	14
부산광역시	사상구	감전동	감전동제2투	3528	1907	1621	38	1869	1031	645	29	68	6	9	3	13	3	21	1	1	0	0	5	4	2	10	0	18
부산광역시	사상구	감전동	감전동제3투	3379	1705	1674	47	1658	880	616	18	65	5	3	5	10	2	23	3	1	0	4	3	2	3	3	0	12
부산광역시	사상구	감전동	감전동제4투	3021	1520	1501	45	1475	785	517	10	84	6	8	0	8	3	12	8	2	1	4	0	2	5	1	2	17
부산광역시	사상구	주례제1동	소계	14255	8024	6231	150	7874	3805	3063	132	481	17	40	9	46	7	95	11	2	7	9	12	51	17	11	3	56
부산광역시	사상구	주례제1동	주례제1동제1투	2669	1263	1406	47	1216	627	425	19	77	1	11	2	7	3	17	2	2	2	0	4	6	2	0	0	9
부산광역시	사상구	주례제1동	주례제1동제2투	3744	2144	1600	37	2107	976	889	29	122	7	5	2	7	1	23	6	0	1	3	1	10	5	4	1	15
부산광역시	사상구	주례제1동	주례제1동제3투	3809	2246	1563	32	2214	1084	839	28	120	6	14	4	16	2	42	3	0	2	3	3	23	5	4	0	16
부산광역시	사상구	주례제1동	주례제1동제4투	4033	2371	1662	34	2337	1118	910	56	162	3	10	1	16	1	13	0	0	2	3	4	12	5	3	2	16
부산광역시	사상구	주례제2동	소계	21678	12404	9274	227	12177	5822	4710	212	897	46	49	3	58	17	79	16	2	4	26	19	91	27	19	4	76
부산광역시	사상구	주례제2동	주례제2동제1투	3021	1592	1429	28	1564	808	572	17	91	4	4	1	8	3	16	3	1	0	4	4	11	6	4	0	7
부산광역시	사상구	주례제2동	주례제2동제2투	3467	1632	1835	48	1584	842	554	24	94	3	7	0	9	2	7	2	0	0	5	4	11	6	3	0	11
부산광역시	사상구	주례제2동	주례제2동제3투	2886	1496	1390	30	1466	730	539	21	106	2	9	0	9	1	18	3	0	0	2	1	13	2	4	0	6
부산광역시	사상구	주례제2동	주례제2동제4투	1829	880	949	26	854	471	294	10	41	2	2	0	5	0	4	1	0	1	3	2	8	0	0	1	9
부산광역시	사상구	주례제2동	주례제2동제5투	3175	2060	1115	36	2024	926	807	48	163	11	7	0	9	3	9	6	1	1	6	3	12	5	0	1	6
부산광역시	사상구	주례제2동	주례제2동제6투	3507	2217	1290	29	2188	971	879	48	192	16	9	1	9	5	8	1	0	1	3	3	19	3	3	1	16
부산광역시	사상구	주례제2동	주례제2동제7투	3793	2527	1266	30	2497	1074	1065	44	210	8	11	1	9	3	17	0	0	1	3	2	17	5	5	1	21
부산광역시	사상구	주례제3동	소계	13126	7811	5315	115	7696	3675	3004	138	535	25	33	5	37	12	55	12	3	2	8	6	58	17	11	16	44
부산광역시	사상구	주례제3동	주례제3동제1투	3215	1689	1526	37	1652	796	652	24	96	5	4	1	12	1	19	0	1	2	3	4	9	4	3	1	15
부산광역시	사상구	주례제3동	주례제3동제2투	4309	2895	1414	36	2859	1310	1158	56	214	8	15	1	8	6	17	3	1	0	4	0	27	6	3	3	19
부산광역시	사상구	주례제3동	주례제3동제3투	3166	1888	1278	24	1864	870	718	48	141	8	9	0	10	5	14	5	0	0	1	1	16	3	4	1	10
부산광역시	사상구	주례제3동	주례제3동제4투	2436	1339	1097	18	1321	699	476	10	84	4	5	3	7	0	5	4	1	0	0	1	6	4	1	11	0
부산광역시	사상구	학장동	소계	27462	16354	11108	303	16051	7528	6521	187	1071	52	78	12	80	17	144	31	6	13	23	23	96	31	31	8	99
부산광역시	사상구	학장동	학장동제1투	3575	2249	1326	44	2205	1013	907	21	172	2	8	2	11	0	26	4	1	0	5	3	13	3	2	0	12
부산광역시	사상구	학장동	학장동제2투	2740	1307	1433	35	1272	680	466	12	62	7	6	3	5	2	8	0	0	3	0	2	6	2	1	0	7
부산광역시	사상구	학장동	학장동제3투	3615	2238	1377	33	2205	1018	904	34	139	7	12	3	18	7	14	4	0	5	4	2	8	5	6	1	14
부산광역시	사상구	학장동	학장동제4투	3089	1782	1307	35	1747	769	757	25	111	7	7	1	8	1	17	6	0	0	6	6	9	2	2	2	11
부산광역시	사상구	학장동	학장동제5투	4017	2638	1379	27	2611	1290	989	28	188	9	19	0	12	2	27	8	1	1	2	3	13	4	3	2	10
부산광역시	사상구	학장동	학장동제6투	2915	1586	1329	50	1536	747	580	19	102	7	6	1	10	3	15	3	2	0	2	2	9	5	6	1	16
부산광역시	사상구	학장동	학장동제7투	3436	2030	1406	38	1992	933	815	25	128	4	9	1	7	2	19	6	1	1	2	4	14	4	5	1	11
부산광역시	사상구	학장동	학장동제8투	4075	2524	1551	41	2483	1078	1103	23	169	9	11	1	9	0	18	0	1	3	2	1	24	6	6	1	18
부산광역시	사상구	엄궁동	소계	25932	15068	10864	218	14850	6655	6346	177	1008	33	65	16	63	24	134	20	2	2	20	15	87	44	30	5	104
부산광역시	사상구	엄궁동	엄궁동제1투	3511	1940	1571	25	1915	841	823	22	144	2	6	1	6	3	22	2	0	0	3	2	17	4	4	1	12
부산광역시	사상구	엄궁동	엄궁동제2투	3269	1616	1653	38	1578	784	600	15	78	1	10	3	14	3	17	5	2	0	4	1	11	5	3	1	21
부산광역시	사상구	엄궁동	엄궁동제3투	3890	2257	1633	37	2220	1065	883	30	121	5	10	5	12	8	31	4	0	1	3	3	6	11	8	1	13
부산광역시	사상구	엄궁동	엄궁동제4투	3768	2029	1739	37	1992	841	905	21	123	4	14	5	13	0	20	0	0	0	1	4	12	5	4	1	19
부산광역시	사상구	엄궁동	엄궁동제5투	3924	2549	1375	28	2521	1039	1153	30	203	11	7	0	5	3	15	3	0	0	5	0	17	8	5	0	17
부산광역시	사상구	엄궁동	엄궁동제6투	3137	1870	1267	21	1849	792	833	30	130	3	10	2	5	3	13	2	0	0	2	2	9	3	1	1	8
부산광역시	사상구	엄궁동	엄궁동제7투	4433	2807	1626	32	2775	1293	1149	29	209	7	8	0	8	4	16	4	0	1	2	3	15	8	5	0	14
대구광역시	중구	계	계	65078	33669	31409	603	33066	22869	4739	748	2010	234	253	115	388	33	377	277	41	76	76	8	256	132	66	23	345
대구광역시	중구	재외투표	재외투표	228	123	105	2	121	62	29	5	16	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	5
대구광역시	중구	국내부재자투표	국내부재자투표	975	894	81	13	881	457	185	31	63	17	9	2	9	3	12	9	4	2	4	0	7	5	1	6	55
대구광역시	중구	동인동	소계	9106	4378	4728	94	4284	3032	577	91	260	23	22	13	44	4	54	31	8	5	5	1	37	16	14	3	44
대구광역시	중구	동인동	동인동제1투	3034	1426	1608	24	1402	979	186	36	85	10	9	5	16	0	18	17	2	0	2	1	11	9	4	0	12
대구광역시	중구	동인동	동인동제2투	3115	1441	1674	23	1418	993	205	27	93	10	3	5	12	3	7	10	4	3	2	0	13	4	5	0	19
대구광역시	중구	동인동	동인동제3투	2957	1511	1446	47	1464	1060	186	28	82	3	10	3	16	1	29	4	2	2	1	0	13	3	5	3	13
대구광역시	중구	삼덕동	소계	3930	1769	2161	19	1750	1122	297	42	142	23	10	4	16	0	21	12	1	5	7	0	19	6	5	1	17
대구광역시	중구	삼덕동	삼덕동제1투	2172	1047	1125	14	1033	691	148	24	81	18	5	0	11	0	13	7	0	4	4	0	6	4	3	1	13
대구광역시	중구	삼덕동	삼덕동제2투	1758	722	1036	5	717	431	149	18	61	5	5	4	5	0	8	5	1	1	3	0	13	2	2	0	4
대구광역시	중구	성내1동	소계	3980	1964	2016	34	1930	1320	271	55	141	16	11	5	19	1	18	10	2	4	5	0	27	17	1	0	7
대구광역시	중구	성내1동	성내1동제1투	2138	924	1214	17	907	668	97	25	53	9	3	1	8	0	11	3	1	3	3	0	8	7	1	0	6
대구광역시	중구	성내1동	성내1동제2투	1842	1040	802	17	1023	652	174	30	88	7	8	4	11	1	7	7	1	1	2	0	19	10	0	0	1
대구광역시	중구	성내2동	소계	4678	2242	2436	25	2217	1627	296	39	113	15	15	4	23	4	19	10	0	8	5	2	11	7	2	3	14
대구광역시	중구	성내2동	성내2동제1투	2714	1310	1404	14	1296	950	165	28	74	8	4	1	10	0	11	5	0	6	5	1	9	5	1	3	10
대구광역시	중구	성내2동	성내2동제2투	1964	932	1032	11	921	677	131	11	39	7	11	3	13	4	8	5	0	2	0	1	2	2	1	0	4
대구광역시	중구	성내3동	소계	3549	1728	1821	40	1688	1280	201	31	65	6	16	3	18	1	15	8	0	8	3	0	6	1	4	2	20
대구광역시	중구	성내3동	성내3동제1투	1917	910	1007	12	898	690	100	13	39	4	5	1	7	1	8	2	0	6	2	0	6	1	2	2	9
대구광역시	중구	성내3동	성내3동제2투	1632	818	814	28	790	590	101	18	26	2	11	2	11	0	7	6	0	2	1	0	0	0	2	0	11
대구광역시	중구	대신동	소계	4466	2318	2148	49	2269	1638	301	49	120	18	18	7	23	1	28	6	1	5	5	1	13	6	4	0	25
대구광역시	중구	대신동	대신동제1투	1979	1039	940	27	1012	738	132	26	52	8	6	6	10	1	6	1	1	2	1	1	7	1	1	0	12
대구광역시	중구	대신동	대신동제2투	2487	1279	1208	22	1257	900	169	23	68	10	12	1	13	0	22	5	0	3	4	0	6	5	3	0	13
대구광역시	중구	남산1동	소계	3708	1861	1847	35	1826	1252	249	28	106	20	16	11	37	4	36	11	4	4	3	0	9	9	6	2	19
대구광역시	중구	남산1동	남산1동제1투	2190	1079	1111	23	1056	724	143	18	62	11	11	9	23	2	19	5	0	2	2	0	5	6	3	2	9
대구광역시	중구	남산1동	남산1동제2투	1518	782	736	12	770	528	106	10	44	9	5	2	14	2	17	6	4	2	1	0	4	3	3	0	10
대구광역시	중구	남산2동	소계	4247	2198	2049	41	2157	1508	300	49	127	15	22	5	28	1	22	12	7	8	7	2	9	11	4	0	20
대구광역시	중구	남산2동	남산2동제1투	2366	1209	1157	17	1192	811	175	32	78	9	12	0	11	0	14	12	5	2	4	2	5	8	3	0	9
대구광역시	중구	남산2동	남산2동제2투	1881	989	892	24	965	697	125	17	49	6	10	5	17	1	8	0	2	6	3	0	4	3	1	0	11
대구광역시	중구	남산3동	소계	4666	2407	2259	56	2351	1550	332	46	144	14	22	7	33	6	23	97	2	4	6	0	23	10	3	2	27
대구광역시	중구	남산3동	남산3동제1투	2282	1199	1083	27	1172	718	173	26	67	8	12	4	17	2	13	92	0	1	6	0	15	5	0	1	12
대구광역시	중구	남산3동	남산3동제2투	2384	1208	1176	29	1179	832	159	20	77	6	10	3	16	4	10	5	2	3	0	0	8	5	3	1	15
대구광역시	중구	남산4동	소계	11642	6469	5173	109	6360	4342	978	132	409	32	52	30	74	2	85	32	7	13	17	0	62	28	15	2	48
대구광역시	중구	남산4동	남산4동제1투	3957	2012	1945	57	1955	1410	251	29	105	6	20	18	24	2	29	7	2	5	5	0	13	5	3	0	21
대구광역시	중구	남산4동	남산4동제2투	4615	2580	2035	30	2550	1591	478	61	207	18	23	8	30	0	30	18	3	4	7	0	35	15	5	1	16
대구광역시	중구	남산4동	남산4동제3투	3070	1877	1193	22	1855	1341	249	42	97	8	9	4	20	0	26	7	2	4	5	0	14	8	7	1	11
대구광역시	중구	대봉1동	소계	6352	3481	2871	60	3421	2452	461	108	201	23	20	12	35	3	18	23	3	6	4	1	19	8	4	2	18
대구광역시	중구	대봉1동	대봉1동제1투	3358	1758	1600	26	1732	1192	246	64	124	10	10	7	26	1	7	10	2	3	1	0	12	5	1	2	9
대구광역시	중구	대봉1동	대봉1동제2투	2994	1723	1271	34	1689	1260	215	44	77	13	10	5	9	2	11	13	1	3	3	1	7	3	3	0	9
대구광역시	중구	대봉2동	소계	3551	1837	1714	26	1811	1227	262	42	103	12	19	12	29	2	26	15	2	4	5	1	13	8	3	0	26
대구광역시	중구	대봉2동	대봉2동제1투	2014	1003	1011	13	990	636	161	22	73	8	11	3	22	0	12	10	1	2	2	0	9	4	2	0	12
대구광역시	중구	대봉2동	대봉2동제2투	1537	834	703	13	821	591	101	20	30	4	8	9	7	2	14	5	1	2	3	1	4	4	1	0	14
대구광역시	중구	잘못 투입·구분된 투표지	잘못 투입·구분된 투표지	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
대구광역시	동구	계	계	278172	146433	131739	2858	143575	95191	23937	2401	9205	597	681	177	3828	375	1722	683	102	283	342	98	1114	649	357	131	1702
대구광역시	동구	재외투표	재외투표	516	195	321	0	195	87	56	2	32	0	0	1	3	1	2	0	0	0	0	0	3	1	1	2	4
대구광역시	동구	국내부재자투표	국내부재자투표	5783	5289	494	223	5066	2703	1011	117	319	37	46	39	138	58	54	60	22	22	32	11	46	43	20	20	268
대구광역시	동구	신암1동	소계	11586	6050	5536	158	5892	4132	911	87	306	23	28	6	163	10	43	20	2	14	7	0	53	20	5	6	56
대구광역시	동구	신암1동	신암1동제1투	3594	1908	1686	45	1863	1300	289	28	108	6	9	3	47	4	19	4	0	2	1	0	17	5	0	1	20
