광역	시군구	읍면동	종류	선거인수	투표수	기권수	무효표	유효투표수	공화당	새누리당	새정치민주연합	통합진보당	정의당	국제녹색당	노동당	녹색당	새정치당	한나라당
서울특별시	종로구	관외사전투표		7058	7056	2	93	6963	0	2788	3396	207	344	9	73	86	12	48
서울특별시	종로구	거소우편투표		224	210	14	10	200	0	113	65	8	5	0	3	1	1	4
서울특별시	종로구	청운효자동	계	11003	6962	4041	113	6849	0	3114	2861	199	390	9	112	100	8	56
서울특별시	종로구	사직동	계	8044	4850	3194	86	4764	0	2642	1641	102	219	4	64	56	7	29
서울특별시	종로구	삼청동	계	2582	1489	1093	31	1458	0	780	520	43	63	4	8	25	1	14
서울특별시	종로구	부암동	계	8536	5133	3403	75	5058	0	2425	1948	164	304	8	63	81	8	57
서울특별시	종로구	평창동	계	15493	9327	6166	153	9174	0	5182	3146	197	401	11	68	106	9	54
서울특별시	종로구	무악동	계	6539	4181	2358	78	4103	0	1917	1768	101	197	6	44	30	6	34
서울특별시	종로구	교남동	계	4191	2119	2072	52	2067	0	855	984	54	84	2	33	16	6	33
서울특별시	종로구	가회동	계	4201	2535	1666	53	2482	0	1165	981	76	142	2	43	45	5	23
서울특별시	종로구	종로1·2·3·4가동	계	7025	3124	3901	61	3063	0	1606	1219	65	85	4	22	24	4	34
서울특별시	종로구	종로5·6가동	계	4988	2518	2470	62	2456	0	1140	1129	58	55	3	15	14	7	35
서울특별시	종로구	이화동	계	7516	4236	3280	104	4132	0	1526	2141	149	210	4	22	41	7	32
서울특별시	종로구	혜화동	계	14841	9228	5613	187	9041	0	3508	4346	296	607	21	82	102	13	66
서울특별시	종로구	창신제1동	계	5336	2627	2709	61	2566	0	1090	1291	74	47	6	12	8	7	31
서울특별시	종로구	창신제2동	계	8827	4508	4319	130	4378	0	1614	2429	125	102	21	19	17	15	36
서울특별시	종로구	창신제3동	계	6446	3822	2624	63	3759	0	1506	1918	123	137	1	13	15	19	27
서울특별시	종로구	숭인제1동	계	5841	3063	2778	59	3004	0	1246	1514	99	94	7	10	9	5	20
서울특별시	종로구	숭인제2동	계	8234	4091	4143	105	3986	0	1602	2054	115	120	7	18	25	16	29
서울특별시	중구	관외사전투표		5425	5424	1	81	5343	0	2171	2644	144	226	9	41	34	18	56
서울특별시	중구	거소우편투표		160	152	8	9	143	0	75	50	7	3	1	2	0	0	5
서울특별시	중구	소공동	계	1102	576	526	6	570	0	267	228	20	32	1	6	10	0	6
서울특별시	중구	회현동	계	5384	2504	2880	73	2431	0	1454	803	48	66	8	13	4	7	28
서울특별시	중구	명동	계	2771	1437	1334	27	1410	0	725	565	49	26	2	10	17	2	14
서울특별시	중구	필동	계	3841	2125	1716	46	2079	0	1018	879	63	74	4	10	16	1	14
서울특별시	중구	장충동	계	4594	2513	2081	42	2471	0	1042	1202	56	116	2	17	13	4	19
서울특별시	중구	광희동	계	4561	2340	2221	37	2303	0	1260	922	47	42	2	7	4	2	17
서울특별시	중구	을지로동	계	1639	755	884	14	741	0	453	251	7	12	1	1	1	3	12
서울특별시	중구	신당동	계	6550	3274	3276	83	3191	0	1484	1478	84	73	3	15	8	10	36
서울특별시	중구	다산동	계	13134	7166	5968	126	7040	0	3030	3417	192	210	17	47	41	17	69
서울특별시	중구	약수동	계	15486	9128	6358	196	8932	0	4195	3914	247	365	19	49	44	13	86
서울특별시	중구	청구동	계	12482	7603	4879	139	7464	0	3436	3373	195	298	12	39	37	16	58
서울특별시	중구	신당제5동	계	8439	4563	3876	90	4473	0	1932	2219	103	104	4	27	25	12	47
서울특별시	중구	동화동	계	9363	5744	3619	106	5638	0	2676	2528	130	208	7	26	15	9	39
서울특별시	중구	황학동	계	10414	5443	4971	99	5344	0	2323	2595	120	173	14	32	20	12	55
서울특별시	중구	중림동	계	7890	4620	3270	114	4506	0	2073	2055	113	153	9	25	32	3	43
서울특별시	용산구	관외사전투표		10337	10333	4	156	10177	0	4766	4387	288	428	28	80	71	18	111
서울특별시	용산구	거소우편투표		283	266	17	7	259	0	151	71	10	6	1	6	1	3	10
서울특별시	용산구	후암동	계	15469	8410	7059	148	8262	0	3601	3773	235	402	11	61	64	22	93
서울특별시	용산구	용산2가동	계	10228	5505	4723	122	5383	0	2481	2323	137	228	11	43	63	18	79
서울특별시	용산구	남영동	계	7008	3316	3692	71	3245	0	1499	1440	82	125	6	35	16	6	36
서울특별시	용산구	청파동	계	18297	9761	8536	200	9561	0	3890	4636	280	487	13	66	57	24	108
서울특별시	용산구	원효로제1동	계	10585	6255	4330	114	6141	0	2851	2616	163	353	12	37	41	16	52
서울특별시	용산구	원효로제2동	계	12162	7534	4628	156	7378	0	3530	2966	211	487	12	53	35	25	59
서울특별시	용산구	효창동	계	8839	5381	3458	79	5302	0	2468	2291	161	238	3	28	45	14	54
서울특별시	용산구	용문동	계	10176	6145	4031	109	6036	0	2736	2657	153	337	13	45	35	11	49
서울특별시	용산구	한강로동	계	12541	6692	5849	116	6576	0	3926	2179	106	234	9	23	29	16	54
서울특별시	용산구	이촌제1동	계	20561	12571	7990	158	12413	0	7742	3630	258	558	21	45	94	7	58
서울특별시	용산구	이촌제2동	계	7979	5198	2781	116	5082	0	2723	1916	122	205	9	38	18	8	43
서울특별시	용산구	이태원제1동	계	7051	3438	3613	84	3354	0	1871	1159	71	151	9	28	22	7	36
서울특별시	용산구	이태원제2동	계	9156	5019	4137	141	4878	0	2427	1884	125	253	9	46	33	14	87
서울특별시	용산구	한남동	계	19137	8850	10287	203	8647	0	4382	3354	226	431	25	71	58	16	84
서울특별시	용산구	서빙고동	계	10474	6254	4220	105	6149	0	4064	1685	74	204	10	22	18	13	59
서울특별시	용산구	보광동	계	14246	7229	7017	195	7034	0	3441	2874	152	347	15	46	40	14	105
서울특별시	성동구	관외사전투표		11668	11666	2	147	11519	0	4678	5655	442	438	19	87	70	16	114
서울특별시	성동구	거소우편투표		370	357	13	15	342	0	174	122	18	7	3	6	5	1	6
서울특별시	성동구	금호1가동	계	11371	6482	4889	136	6346	0	2880	2860	215	234	6	38	36	15	62
서울특별시	성동구	금호2·3가동	계	18519	10378	8141	234	10144	0	4547	4636	327	352	6	47	53	30	146
서울특별시	성동구	금호4가동	계	12013	6675	5338	134	6541	0	2963	2970	199	285	9	35	38	9	33
서울특별시	성동구	옥수동	계	18893	10957	7936	191	10766	0	5472	4280	317	492	6	50	77	14	58
서울특별시	성동구	응봉동	계	13138	7685	5453	117	7568	0	3713	3245	248	263	8	32	25	7	27
서울특별시	성동구	성수1가제1동	계	13598	7494	6104	111	7383	0	3468	3208	291	274	11	45	20	11	55
서울특별시	성동구	성수1가제2동	계	14733	8453	6280	119	8334	0	3654	3834	345	338	13	41	29	20	60
서울특별시	성동구	성수2가제1동	계	16471	8525	7946	167	8358	0	4073	3592	320	223	6	46	22	18	58
서울특별시	성동구	성수2가제3동	계	10002	5715	4287	105	5610	0	2746	2394	174	186	6	31	31	11	31
서울특별시	성동구	왕십리도선동	계	11817	6504	5313	126	6378	0	3004	2876	191	182	4	37	29	8	47
서울특별시	성동구	왕십리제2동	계	13374	7590	5784	148	7442	0	3120	3663	223	258	16	42	27	19	74
서울특별시	성동구	행당제1동	계	13992	7772	6220	140	7632	0	3534	3471	215	256	13	44	37	16	46
서울특별시	성동구	행당제2동	계	20006	12235	7771	211	12024	0	5218	5642	410	537	11	51	65	18	72
서울특별시	성동구	마장동	계	19935	11388	8547	216	11172	0	4909	5291	415	353	11	62	44	22	65
서울특별시	성동구	사근동	계	8809	4920	3889	119	4801	0	1786	2464	200	235	6	39	21	8	42
서울특별시	성동구	송정동	계	9814	4858	4956	107	4751	0	1936	2417	165	127	5	28	18	10	45
서울특별시	성동구	용답동	계	13785	7103	6682	149	6954	0	3015	3337	252	196	7	41	26	19	61
서울특별시	광진구	관외사전투표		13980	13975	5	188	13787	0	5337	7032	452	554	38	95	96	32	151
서울특별시	광진구	거소우편투표		430	415	15	11	404	0	195	158	10	10	2	5	2	9	13
서울특별시	광진구	중곡제1동	계	13652	7179	6473	146	7033	0	3026	3432	176	258	9	54	23	10	45
서울특별시	광진구	중곡제2동	계	18419	9875	8544	156	9719	0	4132	4736	243	362	24	100	32	21	69
서울특별시	광진구	중곡제3동	계	15039	7816	7223	132	7684	0	3403	3664	217	228	12	53	25	12	70
서울특별시	광진구	중곡제4동	계	25255	13790	11465	219	13571	0	6051	6394	356	448	31	127	38	32	94
서울특별시	광진구	능동	계	9485	5329	4156	101	5228	0	2028	2671	163	257	3	28	33	13	32
서울특별시	광진구	구의제1동	계	18689	9827	8862	184	9643	0	3785	4919	301	443	12	47	47	20	69
서울특별시	광진구	구의제2동	계	21643	11997	9646	270	11727	0	5144	5505	327	478	14	74	45	35	105
서울특별시	광진구	구의제3동	계	23168	14323	8845	214	14109	0	6707	6166	298	712	19	57	49	27	74
서울특별시	광진구	광장동	계	26076	16605	9471	221	16384	0	7850	7089	446	758	16	44	88	26	67
서울특별시	광진구	자양제1동	계	19404	9933	9471	216	9717	0	4039	4800	267	417	16	41	32	23	82
서울특별시	광진구	자양제2동	계	22151	12179	9972	172	12007	0	5355	5649	299	480	20	53	45	25	81
서울특별시	광진구	자양제3동	계	24158	15009	9149	222	14787	0	7000	6520	435	619	6	42	64	21	80
서울특별시	광진구	자양제4동	계	20920	10467	10453	205	10262	0	4479	4918	322	328	13	49	35	24	94
서울특별시	광진구	화양동	계	18967	9069	9898	146	8923	0	3233	4798	283	436	16	44	52	15	46
서울특별시	광진구	군자동	계	17833	9556	8277	168	9388	0	3875	4694	248	365	18	53	39	27	69
서울특별시	동대문구	관외사전투표		14625	14619	6	238	14381	0	5409	7421	487	618	22	142	110	30	142
서울특별시	동대문구	거소우편투표		450	428	22	6	422	0	224	149	18	11	2	5	3	3	7
서울특별시	동대문구	용신동	계	26510	13814	12696	464	13350	0	6122	6135	328	462	20	63	52	40	128
서울특별시	동대문구	제기동	계	22615	12156	10459	257	11899	0	5584	5267	291	445	20	67	54	40	131
서울특별시	동대문구	전농제1동	계	26580	14849	11731	352	14497	0	6635	6698	360	476	17	68	54	42	147
서울특별시	동대문구	전농제2동	계	16442	9910	6532	209	9701	0	4582	4380	268	278	12	38	28	24	91
서울특별시	동대문구	답십리제1동	계	15885	8661	7224	215	8446	0	3805	3985	228	262	12	36	23	14	81
서울특별시	동대문구	답십리제2동	계	24398	14419	9979	490	13929	0	6247	6502	436	434	27	63	40	35	145
서울특별시	동대문구	장안제1동	계	29975	16597	13378	398	16199	0	7501	7541	395	438	30	61	49	46	138
서울특별시	동대문구	장안제2동	계	25458	14488	10970	366	14122	0	6552	6479	376	408	24	52	47	43	141
서울특별시	동대문구	청량리동	계	20039	11302	8737	300	11002	0	5859	4297	248	292	17	47	51	32	159
서울특별시	동대문구	회기동	계	9383	5291	4092	95	5196	0	2128	2445	199	279	4	42	60	8	31
서울특별시	동대문구	휘경제1동	계	13531	7177	6354	222	6955	0	3126	3200	220	256	9	47	33	16	48
서울특별시	동대문구	휘경제2동	계	19988	11806	8182	300	11506	0	4898	5490	395	467	19	83	55	24	75
서울특별시	동대문구	이문제1동	계	24917	13413	11504	462	12951	0	5811	5840	405	566	18	121	71	26	93
서울특별시	동대문구	이문제2동	계	17522	10321	7201	246	10075	0	4409	4783	324	356	9	71	36	13	74
서울특별시	중랑구	관외사전투표		16277	16268	9	256	16012	0	6360	8043	616	508	31	121	99	41	193
서울특별시	중랑구	거소우편투표		708	668	40	41	627	0	332	195	23	18	12	14	10	3	20
서울특별시	중랑구	면목본동	계	30031	14158	15873	222	13936	0	6147	6651	476	327	24	109	50	35	117
서울특별시	중랑구	면목제2동	계	22303	10356	11947	167	10189	0	4485	4822	386	267	13	66	43	17	90
서울특별시	중랑구	면목제3·8동	계	23093	11363	11730	172	11191	0	5065	5284	318	286	14	57	40	36	91
서울특별시	중랑구	면목제4동	계	17582	8989	8593	163	8826	0	3877	4282	237	269	7	43	28	17	66
서울특별시	중랑구	면목제5동	계	11045	5292	5753	103	5189	0	2274	2493	172	137	1	34	9	17	52
서울특별시	중랑구	면목제7동	계	20399	10436	9963	185	10251	0	4738	4739	326	264	6	40	34	23	81
서울특별시	중랑구	상봉제1동	계	19681	11006	8675	148	10858	0	4902	5058	354	304	12	75	49	17	87
서울특별시	중랑구	상봉제2동	계	15464	7138	8326	132	7006	0	3206	3243	239	193	7	37	26	11	44
서울특별시	중랑구	중화제1동	계	16883	9296	7587	154	9142	0	4131	4302	261	252	8	68	29	23	68
서울특별시	중랑구	중화제2동	계	24856	11514	13342	196	11318	0	5245	5276	307	268	8	71	28	22	93
서울특별시	중랑구	묵제1동	계	27809	15484	12325	229	15255	0	6853	7058	478	560	14	96	59	27	110
서울특별시	중랑구	묵제2동	계	16039	8318	7721	131	8187	0	3741	3784	247	247	8	46	26	13	75
서울특별시	중랑구	망우본동	계	27619	13958	13661	213	13745	0	7086	5791	322	329	8	53	46	21	89
서울특별시	중랑구	망우제3동	계	15293	7198	8095	128	7070	0	3451	3139	202	139	11	41	19	19	49
서울특별시	중랑구	신내제1동	계	27900	16511	11389	203	16308	0	7515	7530	504	480	11	90	50	26	102
서울특별시	중랑구	신내제2동	계	18983	11410	7573	177	11233	0	4877	5323	423	395	14	61	43	20	77
서울특별시	성북구	관외사전투표		19179	19165	14	287	18878	0	7331	9472	736	780	35	152	151	32	189
서울특별시	성북구	거소우편투표		597	578	19	14	564	0	270	214	21	25	1	15	3	4	11
서울특별시	성북구	성북동	계	15114	8630	6484	147	8483	0	3854	3610	301	441	13	83	107	14	60
서울특별시	성북구	삼선동	계	22457	12292	10165	212	12080	0	4987	5813	427	539	15	120	69	17	93
서울특별시	성북구	동선동	계	13457	7327	6130	176	7151	0	2871	3496	275	341	9	67	43	15	34
서울특별시	성북구	돈암제1동	계	12703	7664	5039	120	7544	0	3322	3458	310	315	7	34	32	10	56
서울특별시	성북구	돈암제2동	계	17294	10818	6476	207	10611	0	4851	4652	391	500	18	66	66	17	50
서울특별시	성북구	안암동	계	13823	7441	6382	160	7281	0	2965	3420	259	411	18	79	64	18	47
서울특별시	성북구	보문동	계	12139	6308	5831	145	6163	0	2596	2956	208	240	8	49	30	14	62
서울특별시	성북구	정릉제1동	계	15366	9108	6258	152	8956	0	3875	4243	326	333	9	38	53	18	61
서울특별시	성북구	정릉제2동	계	18498	10180	8318	191	9989	0	4530	4491	378	368	12	50	54	19	87
서울특별시	성북구	정릉제3동	계	13723	7194	6529	152	7042	0	3391	2965	271	246	17	22	48	17	65
서울특별시	성북구	정릉제4동	계	21627	12149	9478	201	11948	0	5110	5615	492	472	28	51	84	22	74
서울특별시	성북구	길음제1동	계	27405	17762	9643	267	17495	0	6979	8752	683	814	21	64	70	27	85
서울특별시	성북구	길음제2동	계	16465	8581	7884	166	8415	0	3694	3931	319	303	10	37	39	31	51
서울특별시	성북구	종암동	계	33335	19603	13732	319	19284	0	8058	9331	666	867	24	99	93	27	119
서울특별시	성북구	월곡제1동	계	22262	12715	9547	217	12498	0	4807	6544	490	436	16	47	45	23	90
서울특별시	성북구	월곡제2동	계	17033	9723	7310	154	9569	0	4173	4500	342	357	6	43	49	26	73
서울특별시	성북구	장위제1동	계	19925	9614	10311	146	9468	0	4283	4475	276	238	7	56	35	19	79
서울특별시	성북구	장위제2동	계	17627	8777	8850	162	8615	0	4261	3737	232	212	8	45	29	13	78
서울특별시	성북구	장위제3동	계	14547	7616	6931	175	7441	0	3591	3275	203	232	9	30	19	19	63
서울특별시	성북구	석관동	계	29717	15722	13995	252	15470	0	6986	7206	463	489	22	86	68	37	113
서울특별시	강북구	관외사전투표		12340	12317	23	215	12102	0	4586	6140	524	437	30	121	87	28	149
서울특별시	강북구	거소우편투표		440	422	18	15	407	0	209	149	18	13	1	8	1	2	6
서울특별시	강북구	삼양동	계	24069	11742	12327	334	11408	0	4679	5668	450	371	15	72	47	25	81
서울특별시	강북구	미아동	계	19500	10023	9477	337	9686	0	4200	4634	339	298	18	53	40	23	81
서울특별시	강북구	송중동	계	26348	13331	13017	279	13052	0	5518	6405	439	399	16	62	83	17	113
서울특별시	강북구	송천동	계	25558	12985	12573	352	12633	0	5306	6279	447	330	13	78	50	34	96
서울특별시	강북구	삼각산동	계	24979	15124	9855	269	14855	0	5721	7510	652	692	18	96	64	28	74
서울특별시	강북구	번제1동	계	16864	8311	8553	161	8150	0	3658	3758	292	226	9	51	32	19	105
서울특별시	강북구	번제2동	계	15480	8388	7092	181	8207	0	3557	3868	272	254	31	55	34	30	106
서울특별시	강북구	번제3동	계	16579	9442	7137	279	9163	0	4034	4281	308	301	15	56	31	38	99
서울특별시	강북구	수유제1동	계	18784	9466	9318	332	9134	0	4002	4332	324	246	8	55	43	14	110
서울특별시	강북구	수유제2동	계	18612	10479	8133	170	10309	0	5070	4380	342	287	22	66	39	17	86
서울특별시	강북구	수유제3동	계	20138	10213	9925	204	10009	0	4611	4608	312	254	20	66	43	13	82
서울특별시	강북구	우이동	계	17396	9131	8265	345	8786	0	4391	3533	326	304	18	56	70	20	68
서울특별시	강북구	인수동	계	26961	13900	13061	603	13297	0	6268	5750	503	401	28	99	126	27	95
서울특별시	도봉구	관외사전투표		13167	13161	6	215	12946	0	5301	6294	533	433	29	101	84	29	142
서울특별시	도봉구	거소우편투표		528	491	37	37	454	0	231	164	17	13	5	7	3	1	13
서울특별시	도봉구	쌍문1동	계	17913	9795	8118	181	9614	0	4508	4188	333	390	17	36	46	15	81
서울특별시	도봉구	쌍문2동	계	17066	9002	8064	155	8847	0	4075	3984	318	300	13	39	35	14	69
서울특별시	도봉구	쌍문3동	계	14752	7966	6786	137	7829	0	3557	3520	314	273	9	41	30	23	62
서울특별시	도봉구	쌍문4동	계	16127	9575	6552	161	9414	0	4433	4119	357	352	9	39	40	11	54
서울특별시	도봉구	방학1동	계	25235	13497	11738	294	13203	0	6260	5823	416	411	16	74	44	33	126
서울특별시	도봉구	방학2동	계	18557	9209	9348	214	8995	0	4264	4062	279	199	5	57	32	24	73
서울특별시	도봉구	방학3동	계	24134	14583	9551	225	14358	0	6546	6354	654	537	14	66	99	13	75
서울특별시	도봉구	창1동	계	21981	13106	8875	206	12900	0	5596	6003	550	531	20	44	54	18	84
서울특별시	도봉구	창2동	계	24706	13383	11323	244	13139	0	5709	6236	393	528	15	54	41	34	129
서울특별시	도봉구	창3동	계	12698	6510	6188	133	6377	0	2879	2968	214	158	11	35	28	22	62
서울특별시	도봉구	창4동	계	23060	14508	8552	207	14301	0	6190	6743	527	626	17	55	52	20	71
서울특별시	도봉구	창5동	계	21825	13341	8484	257	13084	0	6198	5803	427	428	9	48	51	20	100
서울특별시	도봉구	도봉1동	계	19916	10542	9374	229	10313	0	5203	4299	336	245	17	60	32	18	103
서울특별시	도봉구	도봉2동	계	24370	14445	9925	264	14181	0	6553	6380	447	480	25	86	60	30	120
서울특별시	노원구	관외사전투표		23687	23676	11	342	23334	0	9411	11399	964	921	48	159	149	59	224
서울특별시	노원구	거소우편투표		1053	1016	37	61	955	0	535	316	35	23	8	11	6	4	17
서울특별시	노원구	월계1동	계	18248	10556	7692	179	10377	0	4666	4715	436	356	8	60	33	23	80
서울특별시	노원구	월계2동	계	23662	13122	10540	268	12854	0	5840	5802	532	402	12	81	40	33	112
서울특별시	노원구	월계3동	계	27434	17061	10373	304	16757	0	7114	7921	751	662	13	92	58	40	106
서울특별시	노원구	공릉1동	계	32366	18057	14309	310	17747	0	7520	8488	695	679	17	115	64	33	136
서울특별시	노원구	공릉2동	계	33930	20436	13494	329	20107	0	8824	9251	800	827	32	123	105	33	112
서울특별시	노원구	하계1동	계	22903	13533	9370	304	13229	0	6128	5849	501	503	24	70	44	17	93
서울특별시	노원구	하계2동	계	18717	11433	7284	166	11267	0	4837	5275	516	441	5	71	43	15	64
서울특별시	노원구	중계본동	계	20547	12064	8483	215	11849	0	5208	5526	474	436	17	49	64	13	62
서울특별시	노원구	중계1동	계	20351	12655	7696	265	12390	0	5033	6118	489	543	11	59	71	12	54
서울특별시	노원구	중계2·3동	계	31908	18574	13334	431	18143	0	7688	8612	750	664	28	122	96	36	147
서울특별시	노원구	중계4동	계	16935	9884	7051	197	9687	0	4270	4569	367	305	13	37	41	17	68
서울특별시	노원구	상계1동	계	33863	19128	14735	305	18823	0	8431	8587	606	852	33	106	65	41	102
서울특별시	노원구	상계2동	계	17452	9254	8198	178	9076	0	4254	4072	275	318	6	50	26	19	56
서울특별시	노원구	상계3·4동	계	30299	15335	14964	345	14990	0	7076	6568	517	481	28	71	56	54	139
서울특별시	노원구	상계5동	계	18825	9998	8827	207	9791	0	4542	4337	338	372	9	52	36	26	79
서울특별시	노원구	상계6·7동	계	27627	16691	10936	296	16395	0	6745	7879	719	770	16	90	83	16	77
서울특별시	노원구	상계8동	계	18444	11529	6915	181	11348	0	4001	5880	473	788	12	81	40	16	57
서울특별시	노원구	상계9동	계	18040	10899	7141	184	10715	0	4429	5029	404	642	9	76	49	27	50
서울특별시	노원구	상계10동	계	15513	9325	6188	164	9161	0	3866	4321	366	465	7	37	45	6	48
서울특별시	은평구	관외사전투표		20079	20060	19	285	19775	0	7571	9798	725	918	55	204	226	55	223
서울특별시	은평구	거소우편투표		853	788	65	65	723	0	346	223	30	27	15	15	16	15	36
서울특별시	은평구	녹번동	계	25730	13274	12456	199	13075	0	5597	6137	412	524	20	156	96	24	109
서울특별시	은평구	응암제1동	계	25192	13489	11703	189	13300	0	5625	6421	429	485	15	102	66	23	134
서울특별시	은평구	응암제2동	계	19219	10036	9183	141	9895	0	4089	4840	348	351	17	99	57	26	68
서울특별시	은평구	응암제3동	계	22555	11091	11464	174	10917	0	4699	5196	316	379	14	120	58	22	113
서울특별시	은평구	증산동	계	16283	9023	7260	128	8895	0	3898	4114	279	363	10	107	48	16	60
서울특별시	은평구	수색동	계	15431	8685	6746	131	8554	0	3964	3782	249	333	14	63	46	25	78
서울특별시	은평구	신사제1동	계	22440	12251	10189	175	12076	0	4765	6067	379	491	12	172	83	29	78
서울특별시	은평구	신사제2동	계	17295	9296	7999	138	9158	0	3867	4337	307	338	14	116	76	24	79
서울특별시	은평구	갈현제2동	계	22798	11947	10851	203	11744	0	5146	5277	389	409	38	87	281	18	99
서울특별시	은평구	구산동	계	26278	13581	12697	223	13358	0	5957	5839	414	522	51	101	337	20	117
서울특별시	은평구	갈현제1동	계	20724	10753	9971	202	10551	0	4680	4824	358	394	11	95	69	23	97
서울특별시	은평구	진관동	계	37277	23967	13310	330	23637	0	9630	11053	1000	1372	29	210	184	34	125
서울특별시	은평구	불광제1동	계	33735	19420	14315	307	19113	0	8320	8725	694	911	24	154	114	38	133
서울특별시	은평구	불광제2동	계	24196	12410	11786	214	12196	0	5661	5411	383	420	13	88	64	27	129
서울특별시	은평구	대조동	계	26008	13320	12688	233	13087	0	5445	6200	487	589	19	113	96	23	115
서울특별시	은평구	역촌동	계	38827	20321	18506	411	19910	0	8191	9435	713	928	61	213	174	39	156
서울특별시	서대문구	관외사전투표		14411	14390	21	200	14190	0	5524	7064	469	628	26	124	198	30	127
서울특별시	서대문구	거소우편투표		434	405	29	16	389	0	224	137	4	10	1	5	3	1	4
서울특별시	서대문구	충현동	계	15858	8668	7190	166	8502	0	3864	3776	228	273	39	50	157	23	92
서울특별시	서대문구	천연동	계	15865	9923	5942	184	9739	0	4227	4403	295	393	16	61	268	22	54
서울특별시	서대문구	북아현동	계	8592	4837	3755	103	4734	0	1984	2239	133	181	11	41	92	15	38
서울특별시	서대문구	신촌동	계	15843	8132	7711	154	7978	0	3040	3735	230	464	24	77	349	14	45
서울특별시	서대문구	연희동	계	33083	18825	14258	256	18569	0	8300	8153	573	942	25	183	241	34	118
서울특별시	서대문구	홍제제1동	계	20949	12598	8351	204	12394	0	5279	5891	373	558	24	85	82	24	78
서울특별시	서대문구	홍제제2동	계	12448	7902	4546	132	7770	0	3528	3575	203	317	5	42	44	13	43
서울특별시	서대문구	홍제제3동	계	15924	9304	6620	167	9137	0	3917	4341	310	322	13	70	60	27	77
서울특별시	서대문구	홍은제1동	계	20574	12359	8215	275	12084	0	5410	5506	420	436	16	86	68	20	122
서울특별시	서대문구	홍은제2동	계	23532	13112	10420	248	12864	0	5884	5720	405	532	13	90	98	35	87
서울특별시	서대문구	남가좌제1동	계	3011	1533	1478	28	1505	0	725	637	50	64	2	0	8	4	15
서울특별시	서대문구	남가좌제2동	계	23828	13450	10378	261	13189	0	5860	5977	445	611	17	88	64	22	105
서울특별시	서대문구	북가좌제1동	계	15352	9506	5846	158	9348	0	4003	4352	344	445	7	60	69	18	50
서울특별시	서대문구	북가좌제2동	계	26738	14808	11930	358	14450	0	5963	7007	516	659	23	82	71	22	107
서울특별시	마포구	관외사전투표		16003	16003	0	215	15788	0	5763	8041	554	842	35	158	229	34	132
서울특별시	마포구	거소우편투표		425	408	17	11	397	0	241	109	9	13	3	7	6	0	9
서울특별시	마포구	공덕동	계	29632	16535	13097	425	16110	0	6997	7600	385	692	27	64	185	26	134
서울특별시	마포구	아현동	계	15081	8617	6464	129	8488	0	3975	3645	246	378	18	38	109	17	62
서울특별시	마포구	도화동	계	18796	11771	7025	194	11577	0	5596	4897	336	483	18	40	132	14	61
서울특별시	마포구	용강동	계	14476	9126	5350	135	8991	0	4098	4012	280	412	15	63	54	14	43
서울특별시	마포구	대흥동	계	12932	6844	6088	153	6691	0	2642	3220	206	361	17	96	61	21	67
서울특별시	마포구	염리동	계	12585	7046	5539	222	6824	0	2874	3161	241	279	18	73	81	16	81
서울특별시	마포구	신수동	계	16943	10208	6735	151	10057	0	4496	4529	320	455	26	75	72	12	72
서울특별시	마포구	서강동	계	19708	12061	7647	177	11884	0	4881	5388	452	790	19	140	134	19	61
서울특별시	마포구	서교동	계	24621	13411	11210	192	13219	0	4962	6240	549	938	23	172	249	24	62
서울특별시	마포구	합정동	계	16175	9385	6790	143	9242	0	3714	4285	333	546	15	129	136	14	70
서울특별시	마포구	망원1동	계	19314	11020	8294	183	10837	0	4155	5283	450	566	17	133	121	29	83
서울특별시	마포구	망원2동	계	16342	9700	6642	195	9505	0	3739	4659	340	491	19	59	113	19	66
서울특별시	마포구	연남동	계	16478	9492	6986	160	9332	0	3615	4389	353	664	8	97	151	14	41
서울특별시	마포구	성산1동	계	16890	9349	7541	163	9186	0	3518	4288	420	563	14	91	213	15	64
서울특별시	마포구	성산2동	계	30665	18917	11748	328	18589	0	7245	8807	774	1270	57	101	136	49	150
서울특별시	마포구	상암동	계	23761	15204	8557	238	14966	0	5823	7215	557	1076	25	79	88	25	78
서울특별시	양천구	관외사전투표		20581	20576	5	289	20287	0	8414	9951	611	753	35	138	123	46	216
서울특별시	양천구	거소우편투표		696	669	27	18	651	0	345	233	22	12	2	10	9	3	15
서울특별시	양천구	목1동	계	23258	14742	8516	225	14517	0	6828	6405	430	626	20	55	68	26	59
서울특별시	양천구	목2동	계	24773	14211	10562	230	13981	0	6016	6629	460	583	20	52	115	28	78
서울특별시	양천구	목3동	계	18287	10148	8139	162	9986	0	4514	4651	301	349	11	39	42	26	53
서울특별시	양천구	목4동	계	20661	11739	8922	196	11543	0	4875	5599	402	426	15	51	76	19	80
서울특별시	양천구	목5동	계	31576	20884	10692	305	20579	0	10513	8161	580	1015	21	71	137	13	68
서울특별시	양천구	신월1동	계	19536	9398	10138	154	9244	0	4106	4536	214	218	7	39	23	20	81
서울특별시	양천구	신월2동	계	17494	9806	7688	152	9654	0	4285	4617	281	254	8	68	34	21	86
서울특별시	양천구	신월3동	계	14098	6648	7450	140	6508	0	2835	3154	156	199	7	33	18	27	79
서울특별시	양천구	신월4동	계	15052	8664	6388	153	8511	0	3597	4270	216	250	7	51	22	21	77
