광역	시군구	읍면동	종류	선거인수	투표수	기권수	무효표	유효투표수	공화당	새누리당	새정치민주연합	통합진보당	정의당	국제녹색당	노동당	녹색당	새정치당	한나라당
경상북도	성주군	성주읍	계	10344	5946	4398	219	5727	0	4470	777	153	106	0	114	0	107	0
경상북도	성주군	선남면	계	5645	3115	2530	95	3020	0	2452	316	67	77	0	57	0	51	0
경상북도	성주군	용암면	계	3316	2153	1163	109	2044	0	1654	223	55	51	0	35	0	26	0
경상북도	성주군	수륜면	계	2622	1790	832	90	1700	0	1329	186	32	80	0	31	0	42	0
경상북도	성주군	가천면	계	1756	1225	531	70	1155	0	951	121	22	27	0	17	0	17	0
경상북도	성주군	금수면	계	993	652	341	25	627	0	477	85	21	19	0	14	0	11	0
경상북도	성주군	대가면	계	2098	1535	563	74	1461	0	1206	137	35	37	0	26	0	20	0
경상북도	성주군	벽진면	계	3006	1846	1160	62	1784	0	1408	190	37	75	0	45	0	29	0
경상북도	성주군	초전면	계	4185	2432	1753	80	2352	0	1970	241	31	39	0	37	0	34	0
경상북도	성주군	월항면	계	2933	1878	1055	64	1814	0	1543	138	27	31	0	45	0	30	0
경상북도	칠곡군	관외사전투표		3396	3393	3	76	3317	0	2196	838	96	98	0	56	0	33	0
경상북도	칠곡군	거소우편투표		460	423	37	27	396	0	259	60	16	27	0	17	0	17	0
경상북도	칠곡군	왜관읍	계	24958	13880	11078	500	13380	0	10349	2131	256	320	0	176	0	148	0
경상북도	칠곡군	북삼읍	계	18523	8264	10259	195	8069	0	6208	1316	168	146	0	144	0	87	0
경상북도	칠곡군	석적읍	계	23022	8737	14285	190	8547	0	5042	2492	408	255	0	215	0	135	0
경상북도	칠곡군	지천면	계	4303	2613	1690	82	2531	0	2074	239	46	101	0	30	0	41	0
경상북도	칠곡군	동명면	계	5164	2851	2313	86	2765	0	2293	316	34	75	0	22	0	25	0
경상북도	칠곡군	가산면	계	3309	1781	1528	49	1732	0	1439	157	24	60	0	20	0	32	0
경상북도	칠곡군	약목면	계	9857	5395	4462	223	5172	0	4176	621	87	117	0	116	0	55	0
경상북도	칠곡군	기산면	계	2981	1709	1272	75	1634	0	1290	220	37	54	0	12	0	21	0
경상북도	군위군	관외사전투표		2155	2154	1	62	2092	0	1450	443	65	82	0	27	0	25	0
경상북도	군위군	거소우편투표		185	160	25	17	143	0	126	11	1	4	0	0	0	1	0
경상북도	군위군	군위읍	계	6356	4961	1395	276	4685	0	3618	548	120	246	0	67	0	86	0
경상북도	군위군	소보면	계	2102	1657	445	133	1524	0	1189	119	31	107	0	22	0	56	0
경상북도	군위군	효령면	계	3278	2517	761	144	2373	0	1944	216	43	95	0	37	0	38	0
경상북도	군위군	부계면	계	1757	1374	383	72	1302	0	1047	151	21	44	0	18	0	21	0
경상북도	군위군	우보면	계	1816	1469	347	98	1371	0	1080	113	29	67	0	35	0	47	0
경상북도	군위군	의흥면	계	2331	1920	411	189	1731	0	1361	142	40	69	0	68	0	51	0
경상북도	군위군	산성면	계	1141	933	208	58	875	0	703	51	18	39	0	32	0	32	0
경상북도	군위군	고로면	계	1145	895	250	34	861	0	677	93	12	38	0	15	0	26	0
경상북도	의성군	관외사전투표		2869	2868	1	84	2784	0	1794	758	80	86	0	37	0	29	0
경상북도	의성군	거소우편투표		502	470	32	26	444	0	297	74	24	18	0	12	0	19	0
경상북도	의성군	의성읍	계	11416	7408	4008	375	7033	0	5253	1320	146	121	0	91	0	102	0
경상북도	의성군	단촌면	계	1888	1316	572	66	1250	0	1003	131	30	23	0	27	0	36	0
경상북도	의성군	점곡면	계	1639	1121	518	60	1061	0	817	143	30	30	0	19	0	22	0
경상북도	의성군	옥산면	계	1762	1293	469	75	1218	0	932	145	42	47	0	28	0	24	0
경상북도	의성군	사곡면	계	1509	1034	475	62	972	0	826	89	12	19	0	16	0	10	0
경상북도	의성군	춘산면	계	1436	1028	408	61	967	0	810	96	19	26	0	7	0	9	0
경상북도	의성군	가음면	계	1348	939	409	43	896	0	750	96	16	15	0	7	0	12	0
경상북도	의성군	금성면	계	4118	2842	1276	119	2723	0	2266	288	67	46	0	21	0	35	0
경상북도	의성군	봉양면	계	3448	2435	1013	103	2332	0	1934	249	36	59	0	23	0	31	0
경상북도	의성군	비안면	계	2241	1683	558	109	1574	0	1311	160	38	30	0	18	0	17	0
경상북도	의성군	구천면	계	1722	1203	519	68	1135	0	943	110	20	32	0	11	0	19	0
경상북도	의성군	단밀면	계	1700	1323	377	61	1262	0	1060	88	24	23	0	18	0	49	0
경상북도	의성군	단북면	계	1746	1404	342	123	1281	0	1050	94	22	83	0	12	0	20	0
경상북도	의성군	안계면	계	3922	2942	980	183	2759	0	2291	303	38	62	0	29	0	36	0
경상북도	의성군	다인면	계	3689	2809	880	205	2604	0	2148	259	40	82	0	34	0	41	0
경상북도	의성군	신평면	계	763	617	146	31	586	0	469	62	7	22	0	8	0	18	0
경상북도	의성군	안평면	계	2017	1464	553	110	1354	0	1060	152	34	63	0	23	0	22	0
경상북도	의성군	안사면	계	797	593	204	41	552	0	447	54	14	16	0	3	0	18	0
경상북도	청송군	관외사전투표		1702	1700	2	56	1644	0	1052	412	70	62	0	25	0	23	0
경상북도	청송군	거소우편투표		197	184	13	18	166	0	121	15	12	10	0	3	0	5	0
경상북도	청송군	청송읍	계	4270	3301	969	203	3098	0	2320	504	78	108	0	48	0	40	0
경상북도	청송군	부동면	계	1698	1351	347	94	1257	0	927	128	44	47	0	64	0	47	0
경상북도	청송군	부남면	계	2251	1745	506	125	1620	0	1172	199	51	67	0	95	0	36	0
경상북도	청송군	현동면	계	1840	1423	417	121	1302	0	1023	118	45	58	0	38	0	20	0
경상북도	청송군	현서면	계	2265	1755	510	108	1647	0	1252	206	57	46	0	50	0	36	0
경상북도	청송군	안덕면	계	2285	1801	484	140	1661	0	1244	187	55	68	0	44	0	63	0
경상북도	청송군	파천면	계	1616	1229	387	102	1127	0	824	121	55	55	0	37	0	35	0
경상북도	청송군	진보면	계	5579	3906	1673	220	3686	0	2808	514	112	122	0	73	0	57	0
경상북도	영양군	관외사전투표		1270	1270	0	33	1237	0	738	363	62	32	0	24	0	18	0
경상북도	영양군	거소우편투표		189	145	44	38	107	0	78	13	4	5	0	1	0	6	0
경상북도	영양군	영양읍	계	6029	4667	1362	238	4429	0	3224	719	108	168	0	110	0	100	0
경상북도	영양군	입암면	계	1917	1575	342	113	1462	0	1103	194	58	50	0	22	0	35	0
경상북도	영양군	청기면	계	1654	1276	378	68	1208	0	906	115	38	75	0	32	0	42	0
경상북도	영양군	일월면	계	1596	1190	406	59	1131	0	821	151	35	52	0	24	0	48	0
경상북도	영양군	수비면	계	1544	1204	340	81	1123	0	792	146	45	68	0	42	0	30	0
경상북도	영양군	석보면	계	1968	1548	420	69	1479	0	1095	193	31	56	0	51	0	53	0
경상북도	영덕군	관외사전투표		2160	2158	2	69	2089	0	1467	435	55	63	0	34	0	35	0
경상북도	영덕군	거소우편투표		183	164	19	8	156	0	133	13	3	0	0	5	0	2	0
경상북도	영덕군	영덕읍	계	8717	6332	2385	348	5984	0	4779	751	95	139	0	117	0	103	0
경상북도	영덕군	강구면	계	5956	4011	1945	258	3753	0	3200	277	48	70	0	93	0	65	0
경상북도	영덕군	남정면	계	2364	1670	694	96	1574	0	1291	119	25	46	0	64	0	29	0
경상북도	영덕군	달산면	계	1134	846	288	84	762	0	616	74	8	29	0	20	0	15	0
경상북도	영덕군	지품면	계	1984	1467	517	78	1389	0	1054	156	39	47	0	57	0	36	0
경상북도	영덕군	축산면	계	2690	1936	754	79	1857	0	1591	143	23	32	0	37	0	31	0
경상북도	영덕군	영해면	계	5679	4009	1670	214	3795	0	3196	348	63	80	0	54	0	54	0
경상북도	영덕군	병곡면	계	2703	1911	792	136	1775	0	1449	110	40	43	0	81	0	52	0
경상북도	영덕군	창수면	계	1696	1208	488	68	1140	0	923	105	23	24	0	35	0	30	0
경상북도	봉화군	관외사전투표		2012	2012	0	62	1950	0	1216	550	60	55	0	42	0	27	0
경상북도	봉화군	거소우편투표		262	250	12	25	225	0	174	26	7	11	0	2	0	5	0
경상북도	봉화군	봉화읍	계	8154	5463	2691	291	5172	0	3837	837	125	140	0	129	0	104	0
경상북도	봉화군	물야면	계	2841	2077	764	137	1940	0	1482	217	52	63	0	47	0	79	0
경상북도	봉화군	봉성면	계	1927	1416	511	178	1238	0	933	147	47	43	0	36	0	32	0
경상북도	봉화군	법전면	계	1851	1373	478	101	1272	0	953	179	41	49	0	25	0	25	0
경상북도	봉화군	춘양면	계	4012	2974	1038	287	2687	0	2127	286	73	87	0	60	0	54	0
경상북도	봉화군	소천면	계	2045	1436	609	145	1291	0	941	184	36	45	0	24	0	61	0
경상북도	봉화군	석포면	계	1730	1186	544	50	1136	0	842	179	22	36	0	34	0	23	0
경상북도	봉화군	재산면	계	1391	1115	276	62	1053	0	757	143	36	36	0	53	0	28	0
경상북도	봉화군	명호면	계	1892	1445	447	74	1371	0	1062	166	26	51	0	36	0	30	0
경상북도	봉화군	상운면	계	1642	1300	342	98	1202	0	907	163	31	35	0	21	0	45	0
경상북도	울진군	관외사전투표		2866	2864	2	101	2763	0	1751	719	127	78	0	39	0	49	0
경상북도	울진군	거소우편투표		742	703	39	40	663	0	577	58	5	7	0	8	0	8	0
경상북도	울진군	울진읍	계	10244	7453	2791	412	7041	0	5086	1353	189	149	0	98	0	166	0
경상북도	울진군	평해읍	계	2605	1998	607	124	1874	0	1551	174	32	36	0	16	0	65	0
경상북도	울진군	북면	계	5295	3666	1629	226	3440	0	2143	876	109	81	0	64	0	167	0
경상북도	울진군	서면	계	1304	1002	302	34	968	0	804	79	14	31	0	15	0	25	0
경상북도	울진군	근남면	계	2405	1748	657	95	1653	0	1283	174	47	41	0	57	0	51	0
경상북도	울진군	원남면	계	1880	1407	473	83	1324	0	1038	133	28	23	0	53	0	49	0
경상북도	울진군	기성면	계	2327	1710	617	117	1593	0	1316	148	33	30	0	23	0	43	0
경상북도	울진군	온정면	계	1658	1291	367	78	1213	0	1003	98	31	26	0	20	0	35	0
경상북도	울진군	죽변면	계	5854	3899	1955	231	3668	0	2813	511	68	77	0	95	0	104	0
경상북도	울진군	후포면	계	6447	4547	1900	204	4343	0	3586	413	85	109	0	47	0	103	0
경상남도	창원시의창구	관외사전투표		9799	9798	1	210	9588	0	4408	3785	684	286	0	262	163	0	0
경상남도	창원시의창구	거소우편투표		615	596	19	39	557	0	349	121	31	16	0	22	18	0	0
경상남도	창원시의창구	동읍	계	17718	10141	7577	316	9825	0	5498	3202	496	244	0	247	138	0	0
경상남도	창원시의창구	북면	계	12361	6633	5728	240	6393	0	3994	1778	266	139	0	140	76	0	0
경상남도	창원시의창구	대산면	계	6292	3406	2886	175	3231	0	2047	796	126	93	0	114	55	0	0
경상남도	창원시의창구	의창동	계	29820	16039	13781	390	15649	0	9259	4609	792	312	0	500	177	0	0
경상남도	창원시의창구	팔용동	계	32077	18317	13760	315	18002	0	9225	5874	1519	374	0	820	190	0	0
경상남도	창원시의창구	명곡동	계	40685	21425	19260	424	21001	0	11727	6384	1490	454	0	711	235	0	0
경상남도	창원시의창구	봉림동	계	29662	14815	14847	261	14554	0	7847	4700	1088	302	0	444	173	0	0
경상남도	창원시의창구	용지동	계	25494	13600	11894	223	13377	0	6843	4603	946	326	0	476	183	0	0
경상남도	창원시성산구	관외사전투표		9792	9789	3	186	9603	0	4176	3881	818	284	0	333	111	0	0
경상남도	창원시성산구	거소우편투표		573	557	16	40	517	0	287	139	37	13	0	30	11	0	0
경상남도	창원시성산구	반송동	계	34902	21689	13213	366	21323	0	10610	7289	2018	599	0	679	128	0	0
경상남도	창원시성산구	중앙동	계	18040	8263	9777	116	8147	0	3993	2732	746	218	0	410	48	0	0
경상남도	창원시성산구	상남동	계	23478	13668	9810	201	13467	0	6616	4783	819	387	0	768	94	0	0
경상남도	창원시성산구	사파동	계	40246	23316	16930	407	22909	0	10373	8002	1893	668	0	1787	186	0	0
경상남도	창원시성산구	가음정동	계	30511	17717	12794	247	17470	0	7977	5757	1947	710	0	952	127	0	0
경상남도	창원시성산구	성주동	계	20533	12221	8312	158	12063	0	5329	4202	1198	665	0	583	86	0	0
경상남도	창원시성산구	웅남동	계	7648	4584	3064	54	4530	0	2382	1325	464	145	0	187	27	0	0
경상남도	창원시마산합포구	관외사전투표		7345	7344	1	139	7205	0	3843	2515	381	178	0	171	117	0	0
경상남도	창원시마산합포구	거소우편투표		493	469	24	29	440	0	281	92	17	12	0	17	21	0	0
경상남도	창원시마산합포구	구산면	계	4350	2559	1791	94	2465	0	1871	385	73	39	0	52	45	0	0
경상남도	창원시마산합포구	진동면	계	8859	4993	3866	129	4864	0	3251	1156	171	103	0	107	76	0	0
경상남도	창원시마산합포구	진북면	계	3581	1996	1585	58	1938	0	1416	331	58	29	0	58	46	0	0
경상남도	창원시마산합포구	진전면	계	3819	2295	1524	82	2213	0	1675	315	63	58	0	56	46	0	0
경상남도	창원시마산합포구	현동	계	1842	1070	772	26	1044	0	835	139	31	14	0	16	9	0	0
경상남도	창원시마산합포구	가포동	계	1221	675	546	14	661	0	473	141	21	7	0	15	4	0	0
경상남도	창원시마산합포구	월영동	계	24157	13579	10578	227	13352	0	8149	3816	561	313	0	355	158	0	0
경상남도	창원시마산합포구	문화동	계	10806	6021	4785	112	5909	0	4043	1375	187	118	0	104	82	0	0
경상남도	창원시마산합포구	반월동	계	7013	4146	2867	73	4073	0	2691	1030	155	75	0	78	44	0	0
경상남도	창원시마산합포구	중앙동	계	7070	4176	2894	74	4102	0	2664	1035	159	95	0	96	53	0	0
경상남도	창원시마산합포구	완월동	계	9192	5047	4145	162	4885	0	3267	1153	227	81	0	103	54	0	0
경상남도	창원시마산합포구	자산동	계	10804	6073	4731	151	5922	0	4060	1339	232	110	0	101	80	0	0
경상남도	창원시마산합포구	동서동	계	9269	5016	4253	102	4914	0	3444	1066	175	104	0	75	50	0	0
경상남도	창원시마산합포구	성호동	계	3911	2020	1891	64	1956	0	1430	366	61	32	0	43	24	0	0
경상남도	창원시마산합포구	교방동	계	8888	4961	3927	89	4872	0	3239	1181	169	109	0	103	71	0	0
경상남도	창원시마산합포구	노산동	계	6284	3547	2737	67	3480	0	2465	718	107	69	0	72	49	0	0
경상남도	창원시마산합포구	오동동	계	4425	2043	2382	33	2010	0	1502	354	82	27	0	25	20	0	0
경상남도	창원시마산합포구	합포동	계	6670	3545	3125	69	3476	0	2553	679	89	71	0	46	38	0	0
경상남도	창원시마산합포구	산호동	계	11801	6141	5660	128	6013	0	4109	1346	249	90	0	122	97	0	0
경상남도	창원시마산회원구	관외사전투표		7423	7419	4	126	7293	0	3653	2716	457	183	0	193	91	0	0
경상남도	창원시마산회원구	거소우편투표		499	477	22	17	460	0	284	123	22	10	0	12	9	0	0
경상남도	창원시마산회원구	내서읍	계	51704	30347	21357	519	29828	0	17272	9033	1992	617	0	733	181	0	0
경상남도	창원시마산회원구	회원1동	계	10593	5787	4806	117	5670	0	4055	1229	154	80	0	103	49	0	0
경상남도	창원시마산회원구	회원2동	계	11749	6178	5571	110	6068	0	4273	1375	168	99	0	112	41	0	0
경상남도	창원시마산회원구	석전1동	계	6745	3735	3010	92	3643	0	2514	857	108	68	0	72	24	0	0
경상남도	창원시마산회원구	석전2동	계	8197	4428	3769	83	4345	0	2920	1081	136	71	0	106	31	0	0
경상남도	창원시마산회원구	회성동	계	6727	3759	2968	79	3680	0	2610	784	114	77	0	74	21	0	0
경상남도	창원시마산회원구	양덕1동	계	10879	5814	5065	116	5698	0	3670	1461	271	86	0	160	50	0	0
경상남도	창원시마산회원구	양덕2동	계	21988	13095	8893	194	12901	0	7808	3653	634	280	0	444	82	0	0
경상남도	창원시마산회원구	합성1동	계	8433	4435	3998	81	4354	0	2888	1130	141	82	0	85	28	0	0
경상남도	창원시마산회원구	합성2동	계	8634	4431	4203	86	4345	0	2916	1037	183	60	0	126	23	0	0
경상남도	창원시마산회원구	구암1동	계	9475	5234	4241	111	5123	0	3225	1326	257	75	0	193	47	0	0
경상남도	창원시마산회원구	구암2동	계	9163	5229	3934	98	5131	0	3117	1489	228	83	0	191	23	0	0
경상남도	창원시마산회원구	봉암동	계	3709	1799	1910	27	1772	0	1173	412	92	33	0	53	9	0	0
경상남도	창원시진해구	관외사전투표		6151	6150	1	100	6050	0	3165	2192	319	146	0	146	82	0	0
경상남도	창원시진해구	거소우편투표		2788	2745	43	191	2554	0	1655	633	85	56	0	58	67	0	0
경상남도	창원시진해구	중앙동	계	5287	2892	2395	49	2843	0	1825	821	82	64	0	36	15	0	0
경상남도	창원시진해구	태평동	계	5227	2883	2344	57	2826	0	1934	685	94	44	0	45	24	0	0
경상남도	창원시진해구	충무동	계	3609	1870	1739	34	1836	0	1378	360	45	20	0	26	7	0	0
경상남도	창원시진해구	여좌동	계	9510	5294	4216	114	5180	0	3653	1135	161	100	0	95	36	0	0
경상남도	창원시진해구	태백동	계	5637	2970	2667	64	2906	0	2136	565	99	37	0	52	17	0	0
경상남도	창원시진해구	경화동	계	8491	4724	3767	94	4630	0	2907	1261	198	116	0	118	30	0	0
경상남도	창원시진해구	병암동	계	6801	3601	3200	59	3542	0	2188	961	162	92	0	108	31	0	0
경상남도	창원시진해구	석동	계	13640	7691	5949	115	7576	0	3916	2687	412	267	0	230	64	0	0
경상남도	창원시진해구	이동	계	9327	4528	4799	91	4437	0	2828	1176	199	96	0	104	34	0	0
경상남도	창원시진해구	자은동	계	8979	4944	4035	108	4836	0	2772	1484	296	118	0	127	39	0	0
경상남도	창원시진해구	덕산동	계	7633	3972	3661	69	3903	0	2431	1083	201	69	0	93	26	0	0
경상남도	창원시진해구	풍호동	계	12811	7768	5043	116	7652	0	4415	2450	404	172	0	161	50	0	0
경상남도	창원시진해구	웅천동	계	3706	2255	1451	114	2141	0	1623	314	68	35	0	79	22	0	0
경상남도	창원시진해구	웅동1동	계	6145	3079	3066	66	3013	0	1755	908	184	70	0	59	37	0	0
경상남도	창원시진해구	웅동2동	계	23544	10545	12999	189	10356	0	5091	4023	530	341	0	293	78	0	0
경상남도	진주시	관외사전투표		15896	15878	18	315	15563	0	7908	5333	1308	437	0	282	295	0	0
경상남도	진주시	거소우편투표		825	743	82	39	704	0	429	166	56	17	0	20	16	0	0
경상남도	진주시	문산읍	계	7169	4164	3005	111	4053	0	2627	939	253	129	0	54	51	0	0
경상남도	진주시	내동면	계	3143	2095	1048	42	2053	0	1283	500	126	74	0	29	41	0	0
경상남도	진주시	정촌면	계	2588	1727	861	53	1674	0	1191	287	81	50	0	29	36	0	0
경상남도	진주시	금곡면	계	2217	1498	719	59	1439	0	1023	210	97	54	0	42	13	0	0
경상남도	진주시	진성면	계	1907	1250	657	62	1188	0	851	175	77	26	0	35	24	0	0
경상남도	진주시	일반성면	계	2527	1739	788	84	1655	0	1116	296	94	31	0	82	36	0	0
경상남도	진주시	이반성면	계	1551	1105	446	73	1032	0	694	154	60	59	0	44	21	0	0
경상남도	진주시	사봉면	계	1469	945	524	38	907	0	637	136	49	26	0	42	17	0	0
경상남도	진주시	지수면	계	1460	893	567	36	857	0	598	122	79	14	0	18	26	0	0
경상남도	진주시	대곡면	계	3426	1932	1494	82	1850	0	1298	254	168	51	0	48	31	0	0
경상남도	진주시	금산면	계	15959	9753	6206	216	9537	0	5379	2741	906	240	0	110	161	0	0
경상남도	진주시	집현면	계	4096	2366	1730	78	2288	0	1512	462	165	35	0	74	40	0	0
경상남도	진주시	미천면	계	1631	988	643	40	948	0	677	117	80	18	0	27	29	0	0
경상남도	진주시	명석면	계	3846	2297	1549	69	2228	0	1665	339	113	40	0	35	36	0	0
경상남도	진주시	대평면	계	1044	694	350	32	662	0	497	107	21	14	0	12	11	0	0
경상남도	진주시	수곡면	계	2099	1313	786	51	1262	0	911	191	67	20	0	38	35	0	0
경상남도	진주시	천전동	계	25109	15414	9695	411	15003	0	9992	3403	838	347	0	183	240	0	0
경상남도	진주시	성북동	계	10522	5487	5035	112	5375	0	3924	1007	246	79	0	58	61	0	0
경상남도	진주시	중앙동	계	12255	6703	5552	314	6389	0	4875	984	262	95	0	89	84	0	0
경상남도	진주시	상봉동	계	13733	7616	6117	218	7398	0	5294	1398	362	138	0	104	102	0	0
경상남도	진주시	상대1동	계	11037	6007	5030	163	5844	0	3953	1243	369	118	0	90	71	0	0
경상남도	진주시	상대2동	계	9141	5043	4098	112	4931	0	3314	1047	303	111	0	83	73	0	0
경상남도	진주시	하대1동	계	11157	6276	4881	128	6148	0	3903	1533	391	147	0	104	70	0	0
경상남도	진주시	하대2동	계	9383	5570	3813	118	5452	0	3552	1252	348	120	0	97	83	0	0
경상남도	진주시	상평동	계	10762	6176	4586	128	6048	0	4087	1301	341	161	0	85	73	0	0
경상남도	진주시	초장동	계	10593	7072	3521	180	6892	0	4154	1794	550	144	0	115	135	0	0
경상남도	진주시	평거동	계	20045	12083	7962	218	11865	0	6932	3552	718	296	0	166	201	0	0
경상남도	진주시	신안동	계	10843	6536	4307	135	6401	0	4204	1546	329	154	0	66	102	0	0
경상남도	진주시	이현동	계	11093	6502	4591	128	6374	0	4176	1518	330	141	0	87	122	0	0
경상남도	진주시	판문동	계	10688	6386	4302	138	6248	0	3716	1830	381	137	0	83	101	0	0
경상남도	진주시	가호동	계	16336	9481	6855	220	9261	0	5245	2698	779	256	0	138	145	0	0
경상남도	진주시	충무공동	계	2477	1531	946	13	1518	0	678	563	187	51	0	14	25	0	0
경상남도	통영시	관외사전투표		6574	6569	5	122	6447	0	3479	2288	345	129	0	134	72	0	0
경상남도	통영시	거소우편투표		614	531	83	26	505	0	274	142	30	20	0	18	21	0	0
경상남도	통영시	산양읍	계	4486	2706	1780	121	2585	0	2000	351	50	75	0	43	66	0	0
경상남도	통영시	용남면	계	8408	4870	3538	123	4747	0	3246	1057	207	80	0	94	63	0	0
경상남도	통영시	도산면	계	2763	1874	889	90	1784	0	1338	256	68	44	0	32	46	0	0
경상남도	통영시	광도면	계	18541	10334	8207	280	10054	0	5911	3044	583	159	0	250	107	0	0
경상남도	통영시	욕지면	계	1701	1157	544	58	1099	0	901	109	30	26	0	10	23	0	0
경상남도	통영시	한산면	계	1879	1296	583	64	1232	0	1040	83	21	40	0	12	36	0	0
경상남도	통영시	사량면	계	1379	917	462	52	865	0	660	120	22	20	0	9	34	0	0
경상남도	통영시	도천동	계	8969	5063	3906	137	4926	0	3580	949	161	81	0	95	60	0	0
경상남도	통영시	명정동	계	3488	2039	1449	75	1964	0	1547	289	42	23	0	43	20	0	0
경상남도	통영시	중앙동	계	4858	2791	2067	91	2700	0	2058	431	81	44	0	43	43	0	0
경상남도	통영시	정량동	계	8681	4823	3858	121	4702	0	3489	843	138	78	0	94	60	0	0
경상남도	통영시	북신동	계	8542	5119	3423	146	4973	0	3742	925	129	62	0	78	37	0	0
경상남도	통영시	무전동	계	10730	6335	4395	153	6182	0	4047	1619	270	79	0	118	49	0	0
경상남도	통영시	미수동	계	9496	5434	4062	135	5299	0	3506	1332	224	74	0	110	53	0	0
경상남도	통영시	봉평동	계	10452	5592	4860	154	5438	0	3730	1161	229	88	0	149	81	0	0
경상남도	고성군	관외사전투표		2786	2786	0	75	2711	0	1386	1036	128	77	0	47	37	0	0
경상남도	고성군	거소우편투표		334	318	16	31	287	0	200	63	7	7	0	5	5	0	0
경상남도	고성군	고성읍	계	19746	12545	7201	601	11944	0	7308	3474	432	232	0	351	147	0	0
경상남도	고성군	삼산면	계	1576	1018	558	65	953	0	644	197	26	21	0	47	18	0	0
경상남도	고성군	하일면	계	1702	1172	530	74	1098	0	835	158	33	31	0	20	21	0	0
경상남도	고성군	하이면	계	2367	1634	733	65	1569	0	1162	255	50	27	0	44	31	0	0
경상남도	고성군	상리면	계	1482	1007	475	34	973	0	675	178	44	34	0	26	16	0	0
경상남도	고성군	대가면	계	1457	1027	430	44	983	0	652	185	43	50	0	27	26	0	0
경상남도	고성군	영현면	계	833	583	250	20	563	0	380	97	28	25	0	19	14	0	0
경상남도	고성군	영오면	계	1331	951	380	40	911	0	604	165	36	62	0	25	19	0	0
경상남도	고성군	개천면	계	1040	780	260	36	744	0	486	164	36	27	0	20	11	0	0
경상남도	고성군	구만면	계	957	635	322	34	601	0	342	154	25	33	0	31	16	0	0
경상남도	고성군	회화면	계	3329	2091	1238	103	1988	0	1459	356	48	45	0	53	27	0	0
경상남도	고성군	마암면	계	1609	1026	583	74	952	0	601	171	72	51	0	26	31	0	0
경상남도	고성군	동해면	계	3130	1919	1211	98	1821	0	1280	332	80	51	0	43	35	0	0
경상남도	고성군	거류면	계	4208	2528	1680	102	2426	0	1703	497	85	57	0	47	37	0	0
경상남도	사천시	관외사전투표		6267	6264	3	142	6122	0	3222	2030	454	213	0	115	88	0	0
경상남도	사천시	거소우편투표		528	491	37	22	469	0	309	98	22	20	0	10	10	0	0
경상남도	사천시	사천읍	계	13836	8128	5708	247	7881	0	4873	1976	517	284	0	164	67	0	0
경상남도	사천시	정동면	계	7674	4837	2837	196	4641	0	2692	1234	380	163	0	125	47	0	0
경상남도	사천시	사남면	계	9617	6185	3432	203	5982	0	3255	1866	464	214	0	126	57	0	0
경상남도	사천시	용현면	계	6188	3668	2520	191	3477	0	2249	775	216	142	0	57	38	0	0
경상남도	사천시	축동면	계	1711	1173	538	44	1129	0	861	161	40	32	0	16	19	0	0
경상남도	사천시	곤양면	계	3363	2407	956	123	2284	0	1570	367	112	112	0	50	73	0	0
경상남도	사천시	곤명면	계	2710	1921	789	108	1813	0	1289	257	76	57	0	97	37	0	0
경상남도	사천시	서포면	계	3474	2468	1006	145	2323	0	1704	292	109	71	0	41	106	0	0
경상남도	사천시	동서동	계	6870	4482	2388	191	4291	0	3431	535	147	99	0	46	33	0	0
경상남도	사천시	선구동	계	4892	3164	1728	118	3046	0	2217	531	148	81	0	45	24	0	0
경상남도	사천시	동서금동	계	4780	3070	1710	143	2927	0	2289	420	120	48	0	22	28	0	0
경상남도	사천시	벌용동	계	12310	8231	4079	318	7913	0	5418	1554	544	185	0	133	79	0	0
경상남도	사천시	향촌동	계	5431	3664	1767	175	3489	0	2493	602	211	91	0	63	29	0	0
경상남도	사천시	남양동	계	4599	3149	1450	133	3016	0	2108	516	186	103	0	71	32	0	0
경상남도	김해시	관외사전투표		17477	17459	18	301	17158	0	7398	7761	968	497	0	324	210	0	0
경상남도	김해시	거소우편투표		1108	1046	62	51	995	0	565	305	61	26	0	30	8	0	0
경상남도	김해시	진영읍	계	30562	15803	14759	295	15508	0	6906	7217	658	375	0	232	120	0	0
경상남도	김해시	주촌면	계	3000	1526	1474	49	1477	0	939	450	52	19	0	10	7	0	0
경상남도	김해시	진례면	계	6433	3411	3022	114	3297	0	2098	979	114	45	0	40	21	0	0
경상남도	김해시	한림면	계	7832	3976	3856	180	3796	0	2151	1348	166	53	0	48	30	0	0
경상남도	김해시	생림면	계	3691	2055	1636	142	1913	0	1231	561	63	23	0	18	17	0	0
경상남도	김해시	상동면	계	2952	1567	1385	92	1475	0	867	515	42	30	0	14	7	0	0
경상남도	김해시	대동면	계	6506	3644	2862	99	3545	0	2308	1012	113	51	0	42	19	0	0
경상남도	김해시	동상동	계	8072	4089	3983	91	3998	0	2402	1299	152	82	0	38	25	0	0
경상남도	김해시	회현동	계	7182	3733	3449	73	3660	0	2215	1178	128	74	0	37	28	0	0
경상남도	김해시	부원동	계	6520	3027	3493	53	2974	0	1801	980	98	41	0	37	17	0	0
경상남도	김해시	내외동	계	62097	31272	30825	552	30720	0	14981	12773	1752	685	0	355	174	0	0
경상남도	김해시	북부동	계	58722	31546	27176	875	30671	0	14260	13449	1709	753	0	320	180	0	0
